,EID,Title,References
930,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Huyck, C.R., A psycholinguistic model of natural language parsing implemented in simulated neurons (2009) Cognitive Neurodynamics, 3 (4), pp. 317-330"
931,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Ibarz, B., Casado, J.M., Sanjuán, M.A., Map-based models in neuronal dynamics (2011) Physics Reports, 501 (1), pp. 1-74"
932,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Ijspeert, A.J., Central pattern generators for locomotion control in animals and robots: a review (2008) Neural Networks, 21 (4), pp. 642-653"
933,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Jaeger, H., The echo state approach to analysing and training recurrent neural networks-with an erratum note. Bonn, Germany: German National Research Center for Information Technology GMD Technical Report, 148:34 (2001)"
934,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Jansen, B.H., Rit, V.G., Electroencephalogram and visual evoked potential generation in a mathematical model of coupled cortical columns (1995) Biological Cybernetics, 73, pp. 357-366"
935,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Joulin, A., Mikolov, T., Inferring algorithmic patterns with stack-augmented recurrent nets (2015) Advances in neural information processing systems, pp. 190-198"
936,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Kleene, S., Neural nets and automata (1956) Automata studies, pp. 3-43"
937,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Kohonen, T., Self-organized formation of topologically correct feature maps (1982) Biological Cybernetics, 43 (1), pp. 59-69"
938,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Kohonen, T., Somervuo, P., Self-organizing maps of symbol strings (1998) Neurocomputing, 21 (1), pp. 19-30"
939,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Krupa, M., Robust heteroclinic cycles (1997) Journal of Nonlinear Science, 7 (2), pp. 129-176"
940,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Lawrence, S., Giles, C.L., Fong, S., Natural language grammatical inference with recurrent neural networks (2000) The IEEE Transactions on Knowledge and Data Engineering, 12 (1), pp. 126-140"
941,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Lewis, R.L., Reanalysis and limited repair parsing: Leaping off the garden path (1998) Reanalysis in sentence processing, pp. 247-285. , J.D. Fodor F. Ferreira Kluwer Dordrecht"
942,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Li, D., A tutorial survey of architectures, algorithms, and applications for deep learning (2014) APSIPA Transactions on Signal and Information Processing, 3"
943,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Lind, D., Marcus, B., An introduction to symbolic dynamics and coding (1995), Cambridge University Press Cambridge (UK) Reprint 1999"
944,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Lopes da Silva, F.H., Hoecks, A., Smits, H., Zetterberg, L.H., Model of brain rhythmic activity: The Alpha-rhythm of the thalamus (1974) Kybernetik, 15, pp. 27-37"
945,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Maass, W., Natschläger, T., Markram, H., Real-time computing without stable states: A new framework for neural computation based on perturbations (2002) Neural Computation, 14 (11), pp. 2531-2560"
946,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," McClelland, J.L., Elman, J.L., The TRACE model of speech perception (1986) Cognitive Psychology, 18 (1), pp. 1-86"
947,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," McCulloch, W.S., Pitts, W., A logical calculus of ideas immanent in nervous activity (1943) Bulletin of Mathematical Biophysics, 5, pp. 115-133"
948,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," McGhee, R.B., Some finite state aspects of legged locomotion (1968) Mathematical Biosciences, 2 (1-2), pp. 67-84"
949,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Minsky, M., Size and structure of universal Turing machines using tag systems (1962) Recursive function theory: proceedings, symposium in pure mathematics, 5, pp. 229-238"
950,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Minsky, M.L., Computation: finite and infinite machines (1967), Prentice-Hall, Inc"
951,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Mizraji, E., Context-dependent associations in linear distributed memories (1989) Bulletin of Mathematical Biology, 51 (2), pp. 195-205"
952,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Moore, C., Unpredictability and undecidability in dynamical systems (1990) Physical Review Letters, 64 (20), pp. 2354-2357"
953,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Moore, C., Generalized shifts: unpredictability and undecidability in dynamical systems (1991) Nonlinearity, 4, pp. 199-230"
954,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Neary, T., Woods, D., Four small universal Turing machines (2009) Fundamenta Informaticae, 91 (1), pp. 123-144"
955,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Osterhout, L., Holcomb, P.J., Swinney, D.A., Brain potentials elicited by garden-path sentences: Evidence of the application of verb information during parsing (1994) Journal of Experimental Psychology: Learning, Memory, and Cognition, 20 (4), pp. 786-803"
956,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Rabinovich, M.I., Huerta, R., Varona, P., Afraimovich, V.S., Transient cognitive dynamics, metastability, and decision making (2008) PLoS Computational Biology, 4 (5), p. e1000072"
957,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Schöner, G., Jiang, W.Y., Kelso, J.A.S., A synergetic theory of quadrupedal gaits and gait transitions (1990) Journal of Theoretical Biology, 142 (3), pp. 359-391"
958,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Sejnowski, T.J., Rosenberg, C.R., Parallel networks that learn to pronounce English text (1987) Complex Systems, 1, pp. 145-168"
959,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Shik, M.L., Severin, F.V., Orlovsky, G.N., Control of walking and running by means of electrical stimulation of mid-brain (1966) Biophysics-USSR, 11 (4), p. 756"
960,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Siegelmann, H.T., Sontag, E.D., Turing computability with neural nets (1991) Applied Mathematics Letters, 4 (6), pp. 77-80"
961,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Siegelmann, H.T., Sontag, E.D., On the computational power of neural nets (1995) Journal of Computer and System Sciences, 50 (1), pp. 132-150"
962,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Sipser, M., Introduction to the theory of computation (2006), Thomson Course Technology Boston"
963,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Smith, J.C., Abdala, A.P., Borgmann, A., Rybak, I.A., Paton, J.F., Brainstem respiratory networks: building blocks and microcircuits (2013) Trends in Neurosciences, 36 (3), pp. 152-162"
964,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Smith, J.C., Abdala, A., Koizumi, H., Rybak, I.A., Paton, J.F., Spatial and functional architecture of the mammalian brain stem respiratory network: a hierarchy of three oscillatory mechanisms (2007) Journal of Neurophysiology, 98 (6), pp. 3370-3387"
965,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Smolensky, P., Information processing in dynamical systems: Foundations of harmony theory (1986) Parallel distributed processing: explorations in the microstructure of cognition, Vol. I, pp. 194-281. , D.E. Rumelhart J.L. McClelland MIT Press Cambridge (MA) PDP Research Group (Chapter 6)"
966,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Smolensky, P., Tensor product variable binding and the representation of symbolic structures in connectionist systems (1990) Artificial Intelligence, 46 (1-2), pp. 159-216"
967,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Smolensky, P., Legendre, G., The harmonic mind. From neural computation to optimality-theoretic grammar (2006) Cognitive architecture, 1. , MIT Press Cambridge (MA)"
968,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Smolensky, P., Legendre, G., (2006) The harmonic mind. From neural computation to optimality-theoretic grammar, Linguistic and philosophic implications, 2. , MIT Press Cambridge (MA)"
969,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Spröwitz, A., Moeckel, R., Vespignani, M., Bonardi, S., Ijspeert, A.J., Roombots: A hardware perspective on 3d self-reconfiguration and locomotion with a homogeneous modular robot (2014) Robotics and Autonomous Systems, 62 (7), pp. 1016-1033"
970,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Steil, J.J., Backpropagation-decorrelation: online recurrent learning with O(N) complexity (2004) Proceedings of the 2004 IEEE international joint conference on neural networks, Vol. 2, pp. 843-848. , IEEE"
971,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Stewart, T.C., Choo, X., Eliasmith, C., Sentence processing in spiking neurons: A biologically plausible left-corner parser (2014) Proceedings of the cognitive science conference"
972,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Sukhbaatar, S., Weston, J., Fergus, R., End-to-end memory networks (2015) Advances in neural information processing systems, pp. 2431-2439"
973,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Tabor, W., Fractal encoding of context-free grammars in connectionist networks (2000) Expert Systems: The International Journal of Knowledge Engineering and Neural Networks, 17 (1), pp. 41-56"
974,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Tabor, W., Learning exponential state-growth languages by hill climbing (2003) IEEE Transactions on Neural Networks, 14 (2), pp. 444-446"
975,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Tabor, W., Recursion and recursion-like structure in ensembles of neural elements (2011) Proceedings of the VIII international conference on complex systems, pp. 1494-1508"
976,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Tabor, W., Cho, P.W., Szkudlarek, E., Fractal analyis illuminates the form of connectionist structural gradualness (2013) Topics in Cognitive Science, 5, pp. 634-667"
977,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Tabor, W., Juliano, C., Tanenhaus, M.K., Parsing in a dynamical system: An attractor-based account of the interaction of lexical and structural constraints in sentence processing (1997) Language and Cognitive Processes, 12 (2-3), pp. 211-271"
978,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Tsuda, I., Toward an interpretation of dynamic neural activity in terms of chaotic dynamical systems (2001) Behavioral and Brain Sciences, 24, pp. 793-810"
979,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Turing, A.M., On computable numbers, with an application to the Entscheidungsproblem (1937) Proceedings of the London Mathematical Society, 42"
980,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Wegner, P., Interactive foundations of computing (1998) Theoretical Computer Science, 192, pp. 315-351"
981,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Weir, D.J., Linear iterated pushdowns (1994) Computational Intelligence, 10 (4), pp. 431-439"
982,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Wennekers, T., Palm, G., Syntactic sequencing in Hebbian cell assemblies (2009) Cognitive Neurodynamics, 3 (4), pp. 429-441"
983,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Werbos, P.J., Backpropagation through time: What it does and how to do it (1990) Proceedings of the IEEE, 78 (10), pp. 1550-1560"
984,2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Weston, J., Chopra, S., Bordes, A., (2014) Memory networks. preprint, , [cs:AI]. arXiv:1410.3916"
985,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation,"Barzilay, R., McKeown, K.R., Sentence fusion for multidocument news summarization (2005) Computational Linguistics, 31 (3), pp. 297-328"
986,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Bing, L., Li, P., Liao, Y., Lam, W., Guo, W., Passonneau, R., Abstractive multi-document summarization via phrase selection and merging (2015) Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing (Volume 1: Long Papers), pp. 1587-1597. , Association for Computational Linguistics Beijing, China"
987,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Bouckaert, R.R., Frank, E., Hall, M., Kirkby, R., Reutemann, P., Seewald, A., Scuse, D., (2013) Weka Manual for Version 3-7-8"
988,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Boudin, F., Mougard, H., Favre, B., Concept-based summarization using integer linear programming: From concept pruning to multiple optimal solutions (2015) Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing, pp. 1914-1918. , Association for Computational Linguistics Lisbon, Portugal"
989,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Chang, C.-C., Lin, C.-J., Libsvm: A library for support vector machines (2011) ACM Transactions on Intelligent Systems and Technology, 2 (3), p. 27"
990,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Clarke, J., Lapata, M., Global inference for sentence compression: An integer linear programming approach (2008) Journal of Artificial Intelligence Research, 31, pp. 399-429"
991,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Cohn, T., Lapata, M., An abstractive approach to sentence compression (2013) ACM Transactions on Intelligent Systems and Technology, 4 (3), pp. 411-4135"
992,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Cortes, C., Vapnik, V., Support-vector networks (1995) Machine Learning, 20 (3), pp. 273-297"
993,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Coster, W., Kauchak, D., Simple english wikipedia: A new text simplification task (2011) Acl (Short Papers), pp. 665-669"
994,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," De Marneffe, M.-C., Manning, C.D., Stanford typed dependencies manual (2008) URL Http://nlp. Stanford. Edu/software/dependencies Manual. Pdf"
995,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Edmundson, H.P., New methods in automatic extracting (1969) Journal of the ACM, 16 (2), pp. 264-285"
996,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Feblowitz, D., Kauchak, D., Sentence simplification as tree transduction (2013) Proceedings of the Second Workshop on Predicting and Improving Text Readability for Target Reader Populations, pp. 1-10. , Association for Computational Linguistics Sofia, Bulgaria"
997,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Ferreira, R., Lins, R.D., Freitas, F., Cavalcanti, G.D., Lima, R., Simske, S.J., Favaro, L., Assessing sentence scoring techniques for extractive text summarization (2013) Expert Systems with Applications, 40 (14), pp. 5755-5764"
998,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Floridi, L., The method of levels of abstraction (2008) Minds and Machines, 18 (3), pp. 303-329"
999,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Floridi, L., (2009) Philosophical Conceptions of Information, , Springer"
1000,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Floridi, L., (2011) The Philosophy of Information, , Oxford University Press"
1001,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Floridi, L., (2013) The Ethics of Information, , Oxford University Press"
1002,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Ganascia, J.-G., Abstraction of levels of abstraction (2015) Journal of Experimental & Theoretical Artificial Intelligence, 27 (1), pp. 23-35"
1003,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Genest, P.-E., Lapalme, G., Framework for abstractive summarization using text-to-text generation (2011) Proceedings of the Workshop on Monolingual Text-to-text Generation, pp. 64-73. , Association for Computational Linguistics"
1004,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Hasler, L., (2007) From Extracts to Abstracts: Human Summary Production Operations for Computer-aided Summarisation, , University of Wolverhampton Ph.D. thesis"
1005,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Hovy, E., Lin, C.-Y., Automated text summarization and the summarist system (1998) Proceedings of A Workshop on Held at Baltimore, Maryland: October 13-15, 1998, pp. 197-214. , Association for Computational Linguistics"
1006,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Hovy, E., Marcu, D., Automated text summarization (2005) The Oxford Handbook of Computational Linguistics, pp. 583-598. , Ruslan Mitkov Oxford University Press"
1007,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Huang, M., Shi, X., Jin, F., Zhu, X., Using first-order logic to compress sentences (2012) Aaai"
1008,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Jing, H., Using hidden markov modeling to decompose human-written summaries (2002) Computational Linguistics, 28 (4), pp. 527-543"
1009,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Jing, H., McKeown, K.R., Cut and paste based text summarization (2000) Proceedings of the 1st North American Chapter of the Association for Computational Linguistics Conference, pp. 178-185. , Association for Computational Linguistics"
1010,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Kauchak, D., Improving text simplification language modeling using unsimplified text data (2013) Proceedings of the 51st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pp. 1537-1546. , Association for Computational Linguistics Sofia, Bulgaria"
1011,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Khan, A., Salim, N., Kumar, Y.J., A framework for multi-document abstractive summarization based on semantic role labelling (2015) Applied Soft Computing, 30, pp. 737-747"
1012,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Kumar, M., Das, D., Agarwal, S., Rudnicky, A.I., Non-textual event summarization by applying machine learning to template-based language generation (2009) Proceedings of the 2009 Workshop on Language Generation and Summarisation, pp. 67-71. , Association for Computational Linguistics"
1013,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Lin, C.-Y., Knowledge-based automatic topic identification (1995) Proceedings of the 33rd Annual Meeting on Association for Computational Linguistics, pp. 308-310. , Association for Computational Linguistics"
1014,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Liu, F., Flanigan, J., Thomson, S., Sadeh, N., Smith, N.A., Toward abstractive summarization using semantic representations (2015) Proceedings of the 2015 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pp. 1077-1086. , Association for Computational Linguistics Denver, Colorado"
1015,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Lloret, E., Boldrini, E., Vodolazova, T., Martínez-Barco, P., Muñoz, R., Palomar, M., A novel concept-level approach for ultra-concise opinion summarization (2015) Expert Systems with Applications, 42 (20), pp. 7148-7156"
1016,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Lloret, E., Palomar, M., Analyzing the use of word graphs for abstractive text summarization (2011) Proceedings of the First International Conference on Advances in Information Mining and Management, Barcelona, Spain, pp. 61-66"
1017,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Lloret, E., Palomar, M., Text summarisation in progress: A literature review (2012) Artificial Intelligence Review, 37 (1), pp. 1-41"
1018,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Luhn, H.P., The automatic creation of literature abstracts (1958) IBM Journal of Research and Development, 2 (2), pp. 159-165"
1019,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Mani, I., Maybury, M.T., (1999) Advances in Automatic Text Summarization, , the MIT Press"
1020,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," McKeown, K., Rosenthal, S., Thadani, K., Moore, C., Time-efficient creation of an accurate sentence fusion corpus (2010) Human Language Technologies: The 2010 Annual Conference of the North American Chapter of the Association for Computational Linguistics, pp. 317-320. , Association for Computational Linguistics"
1021,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Mehdad, Y., Carenini, G., Ng, R.T., Abstractive summarization of spoken and written conversations based on phrasal queries (2014) Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pp. 1220-1230. , Association for Computational Linguistics Baltimore, Maryland"
1022,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Miller, G.A., Wordnet: A lexical database for english (1995) Communications of the ACM, 38 (11), pp. 39-41"
1023,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Nenkova, A., Entity-driven rewrite for multidocument summarization (2008) Proceedings of IJCNLP08"
1024,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Pighin, D., Cornolti, M., Alfonseca, E., Filippova, K., Modelling events through memory-based, open-ie patterns for abstractive summarization (2014) Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics, 1, pp. 892-901"
1025,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Platt, J.C., (1999) Advances in Kernel Methods, pp. 185-208. , MIT Press Cambridge, MA, USA"
1026,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Radev, D.R., McKeown, K.R., Generating natural language summaries from multiple on-line sources (1998) Computational Linguistics, 24 (3), pp. 470-500"
1027,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Rush, A.M., Chopra, S., Weston, J., A neural attention model for abstractive sentence summarization (2015) Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing, pp. 379-389. , Association for Computational Linguistics Lisbon, Portugal"
1028,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Saggion, H., A classification algorithm for predicting the structure of summaries (2009) Proceedings of the 2009 Workshop on Language Generation and Summarisation, pp. 31-38. , Association for Computational Linguistics"
1029,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Siddharthan, A., An architecture for a text simplification system (2002) Language Engineering Conference, 2002. Proceedings, pp. 64-71. , IEEE"
1030,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Tanaka, H., Kinoshita, A., Kobayakawa, T., Kumano, T., Kato, N., Syntax-driven sentence revision for broadcast news summarization (2009) Proceedings of the 2009 Workshop on Language Generation and Summarisation, pp. 39-47. , Association for Computational Linguistics"
1031,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Woodsend, K., Lapata, M., Wikisimple: Automatic simplification of wikipedia articles (2011) Aaai"
1032,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Wubben, S., Van Den Bosch, A., Krahmer, E., Sentence simplification by monolingual machine translation (2012) Proceedings of the 50th Annual Meeting of the Association for Computational Linguistics: Long Papers-volume 1, pp. 1015-1024. , Association for Computational Linguistics"
1033,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Yamangil, E., Shieber, S.M., Bayesian synchronous tree-substitution grammar induction and its application to sentence compression (2010) Proceedings of the 48th Annual Meeting of the Association for Computational Linguistics, pp. 937-947. , Association for Computational Linguistics"
1034,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Yoshikawa, K., Hirao, T., Iida, R., Okumura, M., Sentence compression with semantic role constraints (2012) Proceedings of the 50th Annual Meeting of the Association for Computational Linguistics: Short Papers-volume 2, pp. 349-353. , Association for Computational Linguistics"
1035,2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Zajic, D., Dorr, B.J., Lin, J., Schwartz, R., Multi-candidate reduction: Sentence compression as a tool for document summarization tasks (2007) Information Processing & Management, 43 (6), pp. 1549-1570"
1036,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model,"Anderson, A.H., Bader, M., Bard, E.G., Boyle, E., Doherty, G., Garrod, S., The HCRC Map Task corpus (1991) Language and Speech, 34 (4), pp. 351-366"
1037,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," (1996) Repetition in dialogue, , Niemeyer, Tübingen, C. Bazzanella (Ed.)"
1038,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Branigan, H.P., Pickering, M.J., Cleland, A.A., Syntactic co-ordination in dialogue (2000) Cognition, 25, pp. B13-B25"
1039,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Čermák, F., Idioms and morphology (2007) Phraseology. An international handbook of contemporary research, pp. 20-26. , Walter de Gruyter, Berlin, New York, H. Burger, D. Dobrovolskij, P. Kühn, N.R. Norrick (Eds.)"
1040,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Church, K.W., (2000), pp. 180-186. , Empirical estimates of adaptation: the chance of two noriegas is closer to p/2 than p2. In Proceedings of coling 2000, Saarbrücken"
1041,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Clark, H.H., Wilkes-Gibbs, D., Referring as a collaborative process (1986) Cognition, 22, pp. 1-39"
1042,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Dehmer, M., Information processing in complex networks: graph entropy and information functionals (2008) Applied Mathematics and Computation, 201, pp. 82-94"
1043,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Garrod, S., Anderson, A., Saying what you mean in dialogue: a study in conceptual and semantic co-ordination (1987) Cognition, 27, pp. 181-218"
1044,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Garrod, S., Pickering, M.J., Why is conversation so easy? (2004) Trends in Cognitive Sciences, 8 (1), pp. 8-11"
1045,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Garrod, S., Pickering, M.J., Alignment in dialogue (2007) Oxford handbook of psycholinguistics, pp. 443-451. , Oxford University Press, Oxford, UK, (Chapter 26), G. Gaskell (Ed.)"
1046,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Giles, H., Powesland, P.F., (1975) Speech styles and social evaluation, , Academic Press, London"
1047,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Godfrey, J.J., Holliman, E.C., McDaniel, J., SWITCHBOARD: telephone speech corpus for research and development (1992), 1, pp. 517-520. , In Proc. of IEEE ICASSP-92"
1048,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Hadelich, K., Pickering, M.J., Branigan, H.P., Crocker, M.W., Alignment in dialogue: effects of visual versus verbal-feedback (2004), pp. 35-40. , In Proc. of catalog'04"
1049,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Healey, P.G.T., Howes, C., Purver, M., Does structural priming occur in ordinary conversation? (2010) In Proc. of conference on linguistic evidence., , Tübingen, Germany"
1050,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Howes, C., Healey, P.G.T., Purver, M., Tracking lexical and syntactic alignment in conversation (2010), pp. 2004-2009. , In Proc. of CogSci'10"
1051,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Jackendoff, R., (2002) Foundations of language. Brain, meaning, grammar, evolution, , Oxford University Press, Oxford, UK"
1052,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Kövecses, Z., (2002) Metaphor: a practical introduction, , Oxford University Press, Cary"
1053,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Kraskov, A., Grassberger, P., MIC: mutual information based hierarchical clustering (2008) Information theory and statistical learning, pp. 101-123. , Springer, New York, F. Emmert-Streib, M. Dehmer (Eds.)"
1054,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Kuiper, K., (1996) Smooth talkers: the linguistic performance of auctioneers and sportscasters, , Lawrence Earlbaum Associates, Inc., Mahwah, New Jersey"
1055,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Kuiper, K., On the linguistic properties of formulaic speech (2000) Oral Tradition, 15 (2), pp. 279-305"
1056,2-s2.0-84861762399,Assessing cognitive alignment in different types of dialog by means of a network model," Lücking, A., Bergmann, K., Hahn, F., Kopp, S., Rieser, H., The Bielefeld speech and gesture alignment corpus (SaGA) (2010), 5, pp. 92-98. , In Multimodal corpora: advances in capturing, coding and analyzing multimodality. LREC 2010. Malta"
