Doc type,citation,Title,Abstract,Scopus Hash ID,DOI,Journal/Conference,Year,Business Use Case,Technical Application,Type of Learning,Key-intake,Contribution,Authors Definition of NeSy,Symbolic terms,Neural terms,NeSy Category,Kautz category,Datasets,Model description,Evaluation Metrics,Reported Score,Study Quality,Comments,MISC,leverages natural language structure,leverages relational structure,Knowledge representation,implicit vs explicit,reasoning,out-of-distribution generalization,interpretability,reduced data,transferability,NeSy (check if the authors label their work as NeSy),total,,,
ar,\cite{Bounabi2021229},A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case,,ACDMDN8W,10.1108/IJWIS-11-2020-0067,International Journal of Web Information Systems,2021,Text classification,classification,supervised,Neutrosophic reasoning to analyze and generate weights for terms in natural languages.,"a new term weighting method, which uses the term frequencies as components to define the relevance and the ambiguity of term;",,"fuzzy logic,
Neutrosophy",neural network (NN),sequential,1. symbolic Neuro symbolic,"BBC News database, BBC SPORTS database, Kaagle news","SVM, feedforward network",Area Under the Curve (AUC),Upto 97%,0.78,"Instead of directly using TF-IDF, a new weighting method is proposed. This combines the advantages of the neutrosophic reasoning and ambiguity membership function to determine the weight for a given term from a document.",,FALSE,FALSE,logical,both,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,,"reasoning is refering to the neutrosophic rules for membership. this is mathematical reasoning, not human reasoning."
ar,\cite{Honda2019152368},Question Answering Systems with Deep Learning-Based Symbolic Processing,,EGI547RA,10.1109/ACCESS.2019.2948081,IEEE Access,2019,Text classification,classification,supervised,Question answering = NMT ; Embedding for symbolic ; NMT -> Seq2Seq model and Transformer ;,Prolog-like processing system using deep learning,,symbolic processing,transformer,sequential,1. symbolic Neuro symbolic,"Kinsources, Geoquery",Transformers,"Accuracy, Rate",Upto 99%,0.56,They tried to build prolog like system (in terms of unification and inference) using deep learning and achieved the same using NMT. Embedding is generated with the help of word2vec n graycode. Unification is also done using word2vec.  Data is reconsutrcuted using augmentation (proper nouns  are replicated).,,FALSE,TRUE,logical,explicit,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,better than baselines,,"reasoning is logical/mathematical. the authors don't use the term reasoning, instead they call it processing."
ar,\cite{Gong202030885},Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification,,3YFVRRKE,10.1109/ACCESS.2020.2972751,IEEE Access,2020,Text classification,classification,supervised,Text -> Graph -> embedding ; attention mechanism at various levels to capture semantics,"graph-based document modeling, hierarchical transformer encoder architecture for feature extraction, and weight-directed loss for label classification.",,semantic net,"convolutional neural network (CNN),
recurrent neural network (RNN)",sequential,1. symbolic Neuro symbolic,"Reuters Corpus Volume 1, RCV1-2K, AmazonCat-13K",Graph embeddings ; CNN for feature extraction ; Transformer LSTM,"NDCG@K, p@k",Upto 95%,0.83,"combination of graph-based document modeling and the hierarchical transformer. By capturing the logical structure in the text, performance is improved.",,TRUE,TRUE,semantic network,implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,on par with baselines,,learning text representations by leveraging the linguistic structure (semantic/symbolic part). no mention of reasoning or other benefits.
ar,\cite{Es-Sabery202117943},Sentence-Level Classification Using Parallel Fuzzy Deep Learning Classifier,,BAMGPUCX,10.1109/ACCESS.2021.3053917,IEEE Access,2021,Sentiment analysis,classification,supervised,"Data cleaning and preprocessing, as well as the addtion of the fuzzy logic component (MFS) significantly improves performance on sentiment analysis tasks on Twitter datsets compared to SOTA. In addition, parallelization using hadoop map reduce significantly reduces computation time.","we develop a new hybrid fuzzy-deep learning approach, that basically integrates the CNN, FFNN deep learning networks with the MFS fuzzy logic system.",NA,"fuzzy logic,
fuzzy rules,
mamdani fuzzy system (MFS)","convolutional neural network (CNN),
neural network (NN)",sequential,1. symbolic Neuro symbolic,"sentiment140, sentiment140,
COVID-19_Sentiments","TREC,
SST-1,
MR,
SST-2","F1,
Accuracy,
Precision/Recall,
True Positive Rate (TPR), True Negative Rate (TNR) or Specificity, False Positive Rate (FPR), False Negative Rate (FNR), Error Rate (ER), Precision (PR), Classification Rate or Accuracy (AC), Kappa Statistic (KS), F1-score (FS) and Time Consumption (TC)",upwards of 99% F1 and accuracy,0.89,"A pipeline is proposed for sentence level sentiment analysis on two Twitter datasets. The pipeline comprises of data cleaning and preprocessing (this effort alone reduces the error rate by an order of magnitude), learning embeddings, CNN+FFNN for classification, and a MFS (Mandani Fuzzy System) classification step. The algorithms are implemented on hadoop map reduce. The best models achieve F1 and accuracy scores above the SOTA, as well as improve computational efficiency and cost complexity. For the MFS, the choices of linguistic terms and fuzzy rules are made manually relying on domain expertise.  It would be interesting to see how well this system performs on less emotionally charged datasets. A future neural-symbolic direction might be to learn these ""parameters"" automatically with a view to a generalizable system. 
The system doesn't fall into any of the Kautz categories, as it's not strictly speaking an integration of neuro-symnolic techniques, but rather a sequential pipeline.",,TRUE,FALSE,logical,explicit,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,better than baselines,lower than baselines,"reasoning takes palce at the fuzzy logic stage. 
""Fuzzy logic is proposed to handle uncertainty and vagueness data. The strength of fuzzy logic is its resemblance to human reasoning and natural language."" statement is backed up with several studies using fuzzy logic to deal with ambiguity, as well as comparing fuzzy logic to human reasoning."
cp,\cite{Amin2019133},Cases without borders: Automating knowledge acquisition approach using deep autoencoders and siamese networks in case-based reasoning,,2-s2.0-85081087069,10.1109/ICTAI.2019.00027,"31st IEEE International Conference on Tools with Artificial Intelligence, ICTAI 2019",2019,Question answering,similarity,unsupervised,"This paper presents an enhanced version of DeepKAF, where a hybrid CBR approach performs automatic feature extractions and defines similarity measures across the entire textual case base.","enhancements in the DeepKAF architecture for hybrid Textual Case-based Reasoning. Using Skip-thought + MaLSTM (Manhatan siamese network).
",,case based reasoning (CBR),recurrent neural network (RNN),sequential,1. symbolic Neuro symbolic,Private,Skipthought & MaLSTM -> similarities across all cases.,p@k,,0.89,"Improvemnet of the overall framework performance in terms of less training time, faster retrieval and more accurate results. The unsupervised approach of generating text representations beat the supervised approach. SImilarities between the learned representations and cases were more accurate. AE helped speeding up the overall model training process of and improved the overall retrieval time as well.
","I'm not sure if this can be considered Neuro-symbolic. The case base could be considered symbolic, but it's a stretch since all we are doing is comparing sub-symbolic representations.",FALSE,FALSE,rules,explicit,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,better than baselines,lower than baselines,"CBR - reasoning consists of comparing output of NN to cases and selecting the most similar one. To call this reasoning is a stretch, but that's the name of the technique."
cp,\cite{Sutherland2019},Leveraging Recursive Processing for Neural-Symbolic Affect-Target Associations,,2-s2.0-85073214635,10.1109/IJCNN.2019.8851875,"2019 International Joint Conference on Neural Networks, IJCNN 2019",2019,Sentiment analysis,classification,unsupervised,Using a rules to identify subtrees in a dependency parse so that each subtree can be evaluated using its own local context. Subtrees are fed into a BiLSTM for classification.,a novel approach of combining the recursive and structured sentiment parse provided by the recursive Tree-LSTM with symbolic rules to perform targeted affect labeling.,,rule based,recurrent neural network (RNN),sequential,1. symbolic Neuro symbolic,SemEval 2016,Dependency parse using Spacy -> rules based subtree extraction -> BiLSTM classification,Accuracy,67%,0.78,"As far as I can make out, the symbolic component comprises of rules to extract relevant subtrees and to identify affective targets from a dependency parse. These subtrees are used as input to a BiLSTM classification model. For each subtree (target), a sentiment label is predicted. The result is interpretable given the rules based approach to the identification of targets and local context.","The paper is written with lots of jargon and run-on sentences and as such, it is unnecesarily difficult to understand. As in many other papers, the term eraoning is bandied about in a hand-wavy fashion, even though no actual reasoning is performed by the system. In other words, the papaer is padded with keywords such as 'commonsense', 'reasonning', and 'neuro-symbolic', but these are buzzwords rather than actual techniques used.",TRUE,FALSE,rules,implicit,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,better than baselines,,"leverages symbolic structure but does not reason in the sense that there is no logic, just rules. The authors refer to this as 'symbolic reasoning'. 
I'm not sure why the authors feel the need to mention ""commonsense principles"".  There is a single sentence in the text which is a tautology. ""Commonsense principles dictate that the context in which an entity exists will be local to the position of the entity in a sentence.""
""Our approach uses a mixture of commonsense principles, symbolic reasoning, and recursive neural learning to construct associations between affective labels and identified targets in natural language expressions."""
cp,\cite{Ayyanar2019},Causal relation classification using convolutional neural networks and grammar tags,,2-s2.0-85083026315,10.1109/INDICON47234.2019.9028985,"16th IEEE India Council International Conference, INDICON 2019",2019,Causal Reasoning,classification,supervised,Without using wordnet and word2vec it is possible to identify cause-effect pair with the help of grammar tags.,,,constituency parsing,convolutional neural network (CNN),sequential,1. symbolic Neuro symbolic,SemEval-2010,The input is grammar tags of three sections and the parse tree distance between two nominals. Fully connected CNN produces binary value which indicated the presence of cause-effect relation in a given sentence.,F1,86%,0.67,"A novel approach using only the grammar tags has been proposed for the classification of a cause-effect pair.  CNNs are trained iwth three different sections of a sentence. These sections are generated using parse tree in which 1st and 2nd nominal words are identified (before NW, B/w NW and after NW). The output layer has one output which gives binary value representing the presence of cause-effect relation in a given sentence.",,TRUE,FALSE,rules,implicit,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,better than baselines,,"""The underlying hypothesis of the proposed approach establishes the link between language constructs and human thought constructs such as cause-effect pair."" The authors don't call it reasoning, but ""human thought constructs"" can be interpreted as human reasoning. it would be interesting to see if this approach meets the OOD , reduced data, and transferability promises. 
"
ar,\cite{Zhou20212015},Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text,,RDSQSBN7,10.1109/TASLP.2021.3082295,IEEE/ACM Transactions on Audio Speech and Language Processing,2021,Relation extraction,classification,supervised,the combination of 4 different modules improves overall performance for this task and supercedes the SOTA,a novel end-to-end model for the novel dialogue-based relation extraction task with code.,NA,"graph representation,
graph reasoning,
semantic enrichment","transformer,
graph neural network (GNN),
neural network (NN)",sequential,1. symbolic Neuro symbolic,DialogRE,the context encoder -> attention layer -> graph layer -> classifier,F1,64.89%,0.78,"Attention using BERT followed by graph ""reasoning"" with GNN. The system exploits the structure of the data to extract relations. It is not clear what is actually being learned by the graph module, but the authors do provide a code repo. The representations learned by the first 3 modules facilitate the final classification task.",this is basically semantic enrichment with BERT and GNN. Those representations are fed into a NN for classification,FALSE,TRUE,semantic network,implicit,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,better than baselines,,"""the graph reasoning layer can learn the representation features of different nodes and the mentions of the same entity have similar representations in the feature space."" reasoning over graphs can produce better representations in vector space."
cp,\cite{Manda2020},Automated ontology-based annotation of scientific literature using deep learning,,2-s2.0-85087103850,10.1145/3391274.3393636,"2020 International Workshop on on Semantic Big Data, SBD 2020 - In conjunction with the 2020 ACM SIGMOD/PODS Conference",2020,Annotation,classification,supervised,"Inclusion of ontology semantics via subsumption reasoning. Even with a small training dataset, the domain specific embeddings performed better than large pretrained language models",domain-specic embedding model trained on the CRAFT,,ontology,recurrent neural network (RNN),sequential,1. symbolic Neuro symbolic,CRAFT,"Three types of inputs are used - character, word, and part-of-speech (POS) embeddings. Character embeddings after a 30% dropout layer are passed through a 150 unit GRU model with a 50% recurrent dropout. The output from this GRU model is concatenated with word and part-of-speech embeddings is passed to a 200 unit bi-directional GRU unit.","F1,
Precision/recall,
Jaccard semantic similarity
",0.79 F1,0.67,They have created their own embeddings based on CRAFT (Colorado Richly Annotated Full Text). Trained GRU and LSTM with multiple embedding techniques. As per theory semantically enriched.,"I did not understand the significance. 
I think the unique approach here is to encode the ontology heirarchy. However, it did not result in better performance. They provide some future directions to improve how this heirarchy is encoded.
I'm not sure I understand how they measured the accuracy when the top two predictions were considered. Did they pick one out of these two, or did they just score a hit if any of the two were a hit. If the latter, then it is not surprising that the accuracy has increased, and therefore I do not understand why this is a ""surprising"" result.",TRUE,FALSE,semantic network,implicit,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,better than baselines,,"""Inclusion of ontology semantics via subsumption reasoning yielded modest performance improvement.""
""Augmenting the models with subsumption semantics from the ontology hierarchy showed modest but certain gains in both F-1 score and semantic similarity"".
subsumption reasoning follows heirarchical rules. Here reasoning is rules. this component does not significantly improve performance."
cp,\cite{Chen2021328},Web question answering with neurosymbolic program synthesis,,2-s2.0-85108908770,10.1145/3453483.3454047,"42nd ACM SIGPLAN International Conference on Programming Language Design and Implementation, PLDI 2021",2021,Question answering,classification,semi-supervised,leverages the structure of HTML and Large pretrained language models to significantly outperform all the baselines,new technique for web question answering that is based on optimal neurosymbolic program synthesis. a DSL for web information extraction that combines pre-trained NLP models with traditional language constructs for string manipulation and tree traversal.,,"domain specific language (DSL),
transductive learning,
program synthesis",neural network (NN),nested,2. Symbolic[Neuro],Private,NN -> DSL -> informatin extraction,"F1, Precision/recall",[0.7 - 0.9] - varies per task. much higher than baselines,0.89,"the sytem is made up of existing NLP models (like BERT), for tasks such as keyword extractiion and NER, and a custom DSL for traversing the HTML structure of web pages. The DSL is selected via transductive learning on unlabeled web pages.",,FALSE,FALSE,rules,explicit,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,better than baselines,,The authors don't explictly talk about reasoning. their system can be said to be doing reasoning by following rules using a DSL. 
cp,\cite{Fazlic20191025},A novel NLP-fuzzy system prototype for information extraction from medical guidelines,,2-s2.0-85070277710,10.23919/MIPRO.2019.8756929,"42nd International Convention on Information and Communication Technology, Electronics and Microelectronics, MIPRO 2019",2019,Information extraction,classification,supervised,"Our NLP-FUZZY system prototype performs a semantic extraction of a medical guideline using Bi-directional Long short-term memory (bi-LSTM) in the first step. In the second step, using the extracted semantic classes, the NLP-FUZZY system creates fuzzy rules and a database that recognizes a new case while predicting a priority of a recommendation.",Our NLP-FUZZY system prototype allows the classification of recommendations by semantic meaning and prediction of the recommendation grade.,,"fuzzy logic,
fuzzy rules",recurrent neural network (RNN),sequential,1. symbolic Neuro symbolic,"Medical Guideline Central, word2vec -> lstm (5 class prediction for each word) -> 125 successfully obtained fuzzy rules in the fuzzy rules database in MATLAB -> defuzzification
",LSTM -> Fuzzy logic,F1,12 points above SOTA LSTM only system.,0.67,"First a NN predicts 1 of 5 classes for each word, then a fuzzy rule set is generated broadly based on word frequencies as far as I can understand. The defuzzification process results in a score for each recommendation.",,FALSE,FALSE,logical,explicit,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,better than baselines,,authors refer to reasoning in the explicit sense of following rules. No additioinal discussion of reasoning is present.
cp,\cite{Mao2019},"The neuro-symbolic concept learner: Interpreting scenes, words, and sentences from natural supervision",,2-s2.0-85083954234,,"7th International Conference on Learning Representations, ICLR 2019",2019,Question answering,"classification,
reasoning",reinforcement,joint learning of vision and natural language (semantic query representations) with zero annotations.,"neuro-symbolic concept learner (NS-CL), which jointly learns visual perception, words, and semantic language parsing from images and question-answer pairs",,domain specific language (DSL),recurrent neural network (RNN),cooperative,3. Neuro; Symbolic,CLEVR,Object detection to latent representations -> semantic parsing of question using DSL (GRU) -> Quasi symbolic program executor,Accuracy,almost perfect,0.89,"This work acheives SOTA results without explicit annotations or class labels. It also does so even on a small subset of the data (10%), where other approaches degrade in accuracy by 30% or more. The limitation is the hand crafted DSL and no improvements in accuracy when the data is non-trivial, such as images from real life (as opposed to the synthetic world of CLEVR which contains only basic 3d shapes and colors).",,TRUE,FALSE,rules,explicit,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4,better than baselines,lower than baselines,"The authors acknowledge impllict and explicit reasoning, but do not take a stance as to which is the more legitimate.

""We propose to use neural symbolic reasoning as a bridge to jointly learn visual concepts, words, and semantic parsing of sentences.""
""we propose an alternative representation learning approach through joint reasoning with language.""
""Our program executor works in a symbolic and deterministic manner. This feature ensures a transparent execution trace of the program.""
""The explicit program semantics enjoys compositionality, interpretability, and generalizability.""
""Using only 10% of the training images, our model is able to achieve a comparable results with the baselines trained on the full dataset.""
""Our model outperforms all baselines on data efficiency. This comes from the full disentanglement of visual concept learning and symbolic reasoning""
Future work:
Second, our model assumes a domain-specific language for describing formal semantics. The integration of formal semantics into the processing of complex natural language would be meaningful future work (Artzi & Zettlemoyer, 2013; Oh et al., 2017). We hope our paper could motivate future research in visual concept learning, language learning, and compositionality.
"
cp,\cite{DSouza201990},Team SVMrank: Leveraging feature-rich support vector machines for ranking explanations to elementary science questions,,2-s2.0-85085038180,,"13th Workshop on Graph-Based Methods for Natural Language Processing, TextGraphs 2019, in conjunction with the 2019 Conference on Empirical Methods in Natural Language Processing and 9th International Joint Conference on Natural Language Processing, EMNLP-IJCNLP 2019",2019,Question answering,classification,supervised,Ranking of explantions for answers ; Dataset used is highschool/primary science questions. Model is built using SVM which is again refined by rule based technique.,,,rule based,SVM,sequential,1. symbolic Neuro symbolic,MIER-19,"SVM -> Rules ; Model is trained by considering (Q, A) as features and E as label. To rank the answers, rule based technique is used.","Mean Average Precision, MAP)",39%,0.67,"The MIER-19 task focused on computing a ranked list of explanation sentences for a question and its correct answer (QA) from an unordered collection of explanation sentences. Ranking is computed using features such as lexical, relations (from OpenIE) and semantics (ConceptNet). Later pairwise relations are learned and model is built as binary classification model.",Part of Multi-Hop  Inference for Explanation Regeneration (MIER) 2019 challenge.,FALSE,FALSE,rules,explicit,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,worse than baselines,,"athors choose to report performance in terms of the weakest baseline. In fact, their solution is the worst of all entries. Rules are the reasoning component, and the knowledgebase of explanations is refered to as commonsense knowledge."
cp,\cite{Huang20191344},Attentive tensor product learning,,2-s2.0-85080593464,,"33rd AAAI Conference on Artificial Intelligence, AAAI 2019, 31st Annual Conference on Innovative Applications of Artificial Intelligence, IAAI 2019 and the 9th AAAI Symposium on Educational Advances in Artificial Intelligence, EAAI 2019",2019,Image captioning,generative,supervised,"ATPL exploits Tensor Product Representations (TPR), a structured neural-symbolic model developed in cognitive science, to integrate deep learning with explicit language structures and rules.",a novel attention-based neural network architecture for learning the unbinding vectors ut to serve the core at ATPL,,constituency parsing,"recursive neural network (RcNN),
Tensor Product Representation (TPR)",compiled,5. Neuro_Symbolic,"COCO, Penn TreeBank",TPR combined with LSTM with attention mechanism,"BLEU, METEOR, CIDEr",improves on LSTM,0.78,"The purpose of ATPR is to replace the LSTM core layers. Future work will incorporate this into better performing systems. Our findings in this paper show great promise of TPRs. The model has a novel architecture based on a rationale derived from the use of Tensor Product Representations for encoding and processing symbolic structure through neural network computation.

",,TRUE,FALSE,rules,implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,better than baselines,,"Authors do not explicitly mention reasoning.
TPR with attention replaces LSTM.
""The novelty of our approach lies in its ability to extract the grammatical structure of a sentence"". Perhaps it can be used in downstream tasks that can leverage this structure."
cp,\cite{Tato2019623},Hybrid deep neural networks to predict socio-moral reasoning skills,,2-s2.0-85081092649,,"12th International Conference on Educational Data Mining, EDM 2019",2019,Text classification,classification,supervised,combine a priori knowledge with deep learning architecture using the attentional mechanism,incorporating expert knowledge via an attention mechanism into a DNN,,semantic enrichment,"recurrent neural network (RNN),
convolutional neural network (CNN),
attention network (Attn)",sequential,1. symbolic Neuro symbolic,SoMoral,text -> LSTM (with attention which holds the expert knowledge) -> prediction,F1,0.73,0.56,"The authors combine expert knowledge - a vector of a priori weights or each class. This vector is used to weight the importance of the DNN hidden layers. The main improvement over SOTA is due to the fact that there are separate models learned for each class in addition to the expert knowledge, while the attention mechanism provides only a minimal improvement. Also, this study is self referencial. The results are only compared with the authors' own prior research, and are not put into a braoder context of research.",,FALSE,FALSE,frames,implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,,"even though it has reasoning in the title, this is a classification model where expert knowledge is represented in the attention mechanism.
reasoning is in reference to predicting humans ability to reason not the models ability to reason."
cp,\cite{Huo2019159},Graph enhanced cross-domain text-to-SQL generation,,2-s2.0-85085049747,,"13th Workshop on Graph-Based Methods for Natural Language Processing, TextGraphs 2019, in conjunction with the 2019 Conference on Empirical Methods in Natural Language Processing and 9th International Joint Conference on Natural Language Processing, EMNLP-IJCNLP 2019",2019,N2F,generative,unsupervised,translation of text to sql queries. A database graph is constructed and a graph neural network is used to encode the columns.,"a novel column embedding technique that additionally includes a graph of the tables, connected through shared column names.",,"symbolic node embedding,
graph representation,
semantic parsing",graph neural network (GNN),compiled,4. Neuro: Symbolic → Neuro,Spider,"create graph from column names, table names, and column types from multiple databases -> GNN learn node representations -> feed into SyntaxSQLNet",Accuracy,57%,0.78,"Our model is based on the framework of SyntaxSQLNet (Yu et al., 2018b) but extends it with our approach for generating column embeddings. Our idea is to use a graph to connect the column names across all tables and databases and compute representations of them by using a graph neural network. In this way, the information of different domains is passed to each other, so that one can learn a better column embedding that generalizes across domains.  (I am calssifying this as unsupervised because the part of the system which this study describes is unsupervised. However, the system as a whole is supervised).
The results show that the graph representations outperform vanilla SyntaxSQLNet, but do not perform as well as a data-augmentation technique. However, the data augmentation technique relies on expensive hand-annotated data, whereas the graph technique does not have this overhead.
","I am not sure if this is neuro-symbolic. The symbolic part is the graph. Embeddings are learnded which capture the relationships between nodes in a sub-symbolic representation. However, there is no reasoning component.",TRUE,TRUE,rules,implicit,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,better than baselines,,"using GNN is better than baselines, but not better than traditional data augmentation"
cp,\cite{Chen20201544},Mapping natural-language problems to formal-language solutions using structured neural representations,,2-s2.0-85105153943,,"37th International Conference on Machine Learning, ICML 2020",2020,N2F,generative,supervised,"Encoder binding, decoder unbinding. State-of-the-art performance on two recently developed N2F tasks shows that the TPN2F model has significant structure learning ability on tasks requiring symbolic reasoning through program synthesis.","a new scheme for neural-symbolic relational representations and a new architecture, TP-N2F, for formal-language generation from natural-language descriptions.",,binding problem,"Tensor Product Representation (TPR),
recurrent neural network (RNN)",compiled,5. Neuro_Symbolic,MathQA,natural language to TPR -> LSTM encoder ( binding) -> LSTM decoder (unbinding) -> formal language,Accuracy,71.89%,0.78,"Natural- to formal-language generation. Using tensor product representations in an emcoder-decoder architecture.
",,TRUE,FALSE,frames,implicit,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,better than baselines,,"TPR
""State-of-the-art performance on two recently developed N2F tasks shows that the TPN2F model has significant structure learning ability on tasks requiring symbolic reasoning through program synthesis.""
""Next, we will combine largescale deep learning models such as BERT with TP-N2F to take advantage of structure learning for other generation tasks.""
The mapping step between the encoder and decoder is refered to as a ""reasoning module"", but no justification for this nomenclature is given. This is simply a MLP which transforms the encoded text input into a TPR. I cannot see the ""reasoning"" part here.
""When people perform explicit reasoning, they can typically describe the way to the conclusion step by step via relational descriptions.""

"
cp,\cite{Demeter20207634},Just Add Functions: A Neural-Symbolic Language Model,,2-s2.0-85106687657,,"34th AAAI Conference on Artificial Intelligence, AAAI 2020",2020,Language modeling,generative,supervised,"adding explicit logic functions to a language model improves performance especially on small datasets. It does this by enhancing the inductive bias of NNLM. In other words, it makes the assumption that ""you are the company you keep"" (refered to as the distributional hypothesis of language) even stronger.","NSLM - neuro symbolic language model. A method for embedding domain specific logic and/or knowledge into a language model, thus enhancing the models ability to predict words in said domain. The method can be extended to any domain as long as the architect can find appropriate logical expressions for her domain. A Neural-Symbolic Language Model (NSLM) is a hierarchical NNLM that incorporates simple functions to enhance inductive bias.",,"rule based,
semantic enrichment",recurrent neural network (RNN),compiled,4. Neuro: Symbolic → Neuro,Wikitext,"1. Identify a class C, which has an inductive bias that can be encoded as a simple mathematical or logical expression. 
2. generate vocabulary for class C 
3. Add/delete candidate metric functions fc(w(c) t , w(c) t−1) and PDFs to be considered. 
4. Train a hierarchical NNLM on words and class labels and select a {metric function,PDF} pair.
",perplexity,outperforms NHLM but not LLM.,0.67,"We seek to establish a general method to tune language models for domain-specific tasks by enhancing the inductive bias with symbolic expressions that encode domain knowledge (Grounding with External Knowledge). 
A NNLM is finetuned with a ""micro-model"" which is a function (learned by grid search) over a class distribution obtained from an external knowledge base.
It's a language model, so it can be used for sentence completion, measuring similarity, and other downstream tasks. ",,FALSE,FALSE,rules,explicit,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,better than baselines,,"NNLM (neural network language model) cannot learn a function such as f(x)=x+1 even when the corpus is very large. By contrast augmenting an NNLM (neural network language model) with a simple micro-models allows the model to generalize well on this simple function.
The downside is that the system requires domain expert knowledge to come up with metric functions and to identify classes of interest. So this is a domain specific solution rather than a general improvement over LLMs. What would be interesting to see is how this technique comapares to other domain specific finetuning techniques. Still, theoretically, the promise of OOD has been met which is likely to not be the case with simple finetuing of domain specific data.
""Our work is related to three active subareas within language modeling research: numeracy, predicting geographic locations and integrating symbolic reasoning with NNLMs."""
