EID_x,Title_x,References,ref_title,Authors,Title_y,Abstract,DOI,Year,Cited by,Author Keywords,Index Keywords,EID_y
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Wehrmann, J., Cerri, R., Barros, R., Hierarchical multi-label classification networks (2018) Proc. Int. Conf. Mach. Learn., pp. 5225-5234",Hierarchical multi-label classification networks,"Wehrmann J., Cerri R., Barros R.C.",Hierarchical multi-label classification networks,"One of the most challenging machine learning problems is a particular case of data classification in which classes are hierarchically structured and objects can be assigned to multiple paths of the class hierarchy at the same time. This task is known as hierarchical multi-label classification (HMC), with applications in text classification, image annotation, and in bioinformatics problems such as protein function prediction. In this paper, we propose novel neural network architectures for HMC called HMCN, capable of simultaneously optimizing local and global loss functions for discovering local hierarchical class-relationships and global information from the entire class hierarchy while penalizing hierarchical violations. We evaluate its performance in 21 datasets from four distinct domains, and we compare it against the current HMC state-of-the-art approaches. Results show that HMCN substantially outperforms all baselines with statistical significance, arising as the novel state-of-the-art for HMC. © 35th International Conference on Machine Learning, ICML 2018.All Rights Reserved.",,2018.0,12.0,,Computer aided diagnosis; Learning systems; Network architecture; Neural networks; Text processing; Global informations; Hierarchical multi-label classifications; Machine learning problem; Novel neural network; Protein function prediction; State-of-the-art approach; Statistical significance; Text classification; Classification (of information),2-s2.0-85057303988
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Yang, Z., Yang, D., Dyer, C., He, X., Smola, A., Hovy, E., Hierarchical attention networks for document classification (2016) Proc. Conf. North Amer. Chapter Assoc. Comput. Linguistics, Hum. Lang. Technol., pp. 1480-1489",Hierarchical attention networks for document classification,"Yang Z., Yang D., Dyer C., He X., Smola A., Hovy E.",Hierarchical attention networks for document classification,"We propose a hierarchical attention network for document classification. Our model has two distinctive characteristics: (i) it has a hierarchical structure that mirrors the hierarchical structure of documents; (ii) it has two levels of attention mechanisms applied at the wordand sentence-level, enabling it to attend differentially to more and less important content when constructing the document representation. Experiments conducted on six large scale text classification tasks demonstrate that the proposed architecture outperform previous methods by a substantial margin. Visualization of the attention layers illustrates that the model selects qualitatively informative words and sentences. ©2016 Association for Computational Linguistics.",10.18653/v1/n16-1174,2016.0,2239.0,,Classification (of information); Computational linguistics; Text processing; Attention mechanisms; Document Classification; Document Representation; Hierarchical structures; Proposed architectures; Sentence level; Text classification; Information retrieval systems,2-s2.0-84994158553
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Gopal, S., Yang, Y., Hierarchical Bayesian inference and recursive regularization for large-scale classification (2015) ACM Trans. Knowl. Discov. Data, 9 (3), pp. 1-23. , Apr",Hierarchical Bayesian inference and recursive regularization for large-scale classification,,,,,,,,,
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Prabhu, Y., Varma, M., Fastxml: A fast, accurate and stable tree-classifier for extreme multi-label learning (2014) Proc. 20th ACM SIGKDD Int. Conf. Knowl. Discovery Data Mining, pp. 263-272",accurate and stable tree-classifier for extreme multi-label learning,,,,,,,,,
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Bhatia, K., Jain, H., Kar, P., Varma, M., Jain, P., Sparse local embeddings for extreme multi-label classification (2015) Proc. Adv. Neural Inf. Process. Syst., pp. 730-738",Sparse local embeddings for extreme multi-label classification,"Bhatia K., Jain H., Kar P., Varma M., Jain P.",Sparse local embeddings for extreme multi-label classification,"The objective in extreme multi-label learning is to train a classifier that can automatically tag a novel data point with the most relevant subset of labels from an extremely large label set. Embedding based approaches attempt to make training and prediction tractable by assuming that the training label matrix is low-rank and reducing the effective number of labels by projecting the high dimensional label vectors onto a low dimensional linear subspace. Still, leading embedding approaches have been unable to deliver high prediction accuracies, or scale to large problems as the low rank assumption is violated in most real world applications. In this paper we develop the SLEEC classifier to address both limitations. The main technical contribution in SLEEC is a formulation for learning a small ensemble of local distance preserving embeddings which can accurately predict infrequently occurring (tail) labels. This allows SLEEC to break free of the traditional low-rank assumption and boost classification accuracy by learning embeddings which preserve pairwise distances between only the nearest label vectors. We conducted extensive experiments on several real-world, as well as benchmark data sets and compared our method against state-of-the-art methods for extreme multi-label classification. Experiments reveal that SLEEC can make significantly more accurate predictions then the state-of-the-art methods including both embedding-based (by as much as 35%) as well as tree-based (by as much as 6%) methods. SLEEC can also scale efficiently to data sets with a million labels which are beyond the pale of leading embedding methods.",,2015.0,230.0,,Forecasting; Information science; Accurate prediction; Classification accuracy; Multi label classification; Multi-label learning; Pairwise distances; Prediction accuracy; State-of-the-art methods; Technical contribution; Classification (of information),2-s2.0-84965155847
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Prabhu, Y., Kag, A., Harsola, S., Agrawal, R., Varma, M., Para-bel: Partitioned label trees for extreme classification with application to dynamic search advertising (2018) Proc. World Wide Web Conf., pp. 993-1002",Para-bel: Partitioned label trees for extreme classification with application to dynamic search advertising,,,,,,,,,
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Pennington, J., Socher, R., Manning, C., Glove: Global vectors for word representation (2014) Proc. Conf. Empirical Methods Natural Lang. Process. (EMNLP), pp. 1532-1543",Glove: Global vectors for word representation,,,,,,,,,
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Liu, Y., Peng, H., Li, J., Song, Y., Li, X., Event detection and evolution in multi-lingual social streams (2019) Frontiers Comput. Sci., pp. 1-23",Event detection and evolution in multi-lingual social streams,"Liu Y., Peng H., Li J., Song Y., Li X.",Event detection and evolution in multi-lingual social streams,[No abstract available],,2019.0,4.0,,,2-s2.0-85074940755
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Myroniv, B., Wu, C., Ren, Y., Christian, A., Bajo, E., Tseng, Y.C., Analyzing user emotions via physiology signals (2017) Data Sci. Pattern Recognit., 1 (2), pp. 11-25",Analyzing user emotions via physiology signals,"Myroniv B., Wu C.-W., Ren Y., Christian A.B., Bajo E., Tseng Y.-C.",Analyzing user emotions via physiology signals,[No abstract available],,2017.0,16.0,,,2-s2.0-85046772970
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Zhang, Y., Jin, R., Zhou, Z.-H., Understanding bag-of-words model: A statistical framework (2010) Int. J. Mach. Learn. Cyber., 1 (11), pp. 43-52. , Dec",Understanding bag-of-words model: A statistical framework,"Zhang Y., Jin R., Zhou Z.-H.",Understanding bag-of-words model: A statistical framework,"The bag-of-words model is one of the most popular representation methods for object categorization. The key idea is to quantize each extracted key point into one of visual words, and then represent each image by a histogram of the visual words. For this purpose, a clustering algorithm (e.g., K-means), is generally used for generating the visual words. Although a number of studies have shown encouraging results of the bag-of-words representation for object categorization, theoretical studies on properties of the bag-of-words model is almost untouched, possibly due to the difficulty introduced by using a heuristic clustering process. In this paper, we present a statistical framework which generalizes the bag-of-words representation. In this framework, the visual words are generated by a statistical process rather than using a clustering algorithm, while the empirical performance is competitive to clustering-based method. A theoretical analysis based on statistical consistency is presented for the proposed framework. Moreover, based on the framework we developed two algorithms which do not rely on clustering, while achieving competitive performance in object categorization when compared to clustering-based bag-ofwords representations. © Springer-Verlag 2010.",10.1007/s13042-010-0001-0,2010.0,435.0,Bag of words model; Object recognition; Rademacher complexity,Bag of words; Bag of words model; Clustering process; Empirical performance; K-means; Keypoints; Object categorization; Rademacher complexity; Representation method; Statistical framework; Statistical process; Theoretical study; Visual word; Object recognition; Statistical methods; Clustering algorithms,2-s2.0-79952313379
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Filliat, D., A visual bag of words method for interactive qualitative localization and mapping (2007) Proc. IEEEInt. Conf. Robot. Autom., pp. 3921-3926. , Apr",A visual bag of words method for interactive qualitative localization and mapping,Filliat D.,A visual bag of words method for interactive qualitative localization and mapping,Localization for low cost humanoid or animal-like personal robots has to rely on cheap sensors and has to be robust to user manipulations of the robot. We present a visual localization and map-learning system that relies on vision only and that is able to incrementally learn to recognize the different rooms of an apartment from any robot position. This system is inspired by visual categorization algorithms called bag of words methods that we modified to make fully incremental and to allow a user-interactive training. Our system is able to reliably recognize the room in which the robot is after a short training time and is stable for long term use. Empirical validation on a real robot and on an image database acquired in real environments are presented. © 2007 IEEE.,10.1109/ROBOT.2007.364080,2007.0,167.0,,Algorithms; Database systems; Image analysis; Learning systems; Manipulators; User interfaces; Image databases; Interactive qualitative localization; Real robots; Visual localization; Anthropomorphic robots,2-s2.0-36348999309
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Ramos, J., Using TF-IDF to determine word relevance in document queries (2003) Proc. 1st Instructional Conf. Mach. Learn., 242, pp. 133-142. , Piscataway, NJ, USA",Using TF-IDF to determine word relevance in document queries,Ramos J.,Using TF-IDF to determine word relevance in document queries,[No abstract available],,2003.0,929.0,,,2-s2.0-77950327510
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Aizawa, A., An information-theoretic perspective of TF-IDF measures (2003) Inf. Process. Manage., 39 (1), pp. 45-65. , Jan",An information-theoretic perspective of TF-IDF measures,,,,,,,,,
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Wu, B., Li, C., Wang, B., Event detection and evolution based on entity separation (2011) Proc. 8th Int. Conf. Fuzzy Syst. Knowl. Discovery (FSKD), pp. 1-7. , Jul",Event detection and evolution based on entity separation,"Wu B., Li C., Wang B.",Event detection and evolution based on entity separation,"By computing the relevance of follow-up stories, the traditional topic tracking approaches could track the stories. However, subtopics derived from one topic and the evolution process of these subtopics could not be identified with traditional approaches. A method is proposed to detect event and subtopics and get the evolution process of event from media data. Firstly creating entity vectors with entities in the media data and computing similarity between two entity vectors to separate single event. Then creating full vectors with all keywords in the dataset of an event and computing similarity between two full vectors to get several subtopics of an event and the evolution process of the event. Experiments show that this method can get events and subtopics of them effectively. © 2011 IEEE.",10.1109/FSKD.2011.6019835,2011.0,3.0,entity; evolution; similarity; subtopic,Data sets; entity; Event detection; evolution; Evolution process; similarity; Single event; subtopic; Topic tracking; Fuzzy systems; Information retrieval systems; Separation; Vectors,2-s2.0-80053427384
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Rousseau, F., Kiagias, E., Vazirgiannis, M., Text categorization as a graph classification problem (2015) Proc. 53rd Annu. Meeting Assoc. Com-put. Linguistics, 7th Int. Joint Conf. Natural Language Process., 1, pp. 1702-1712",Text categorization as a graph classification problem,"Rousseau F., Kiagias E., Vazirgiannis M.",Text categorization as a graph classification problem,"In this paper, we consider the task of text categorization as a graph classification problem. By representing textual documents as graph-of-words instead of historical n-gram bag-of-words, we extract more discriminative features that correspond to long-distance n-grams through frequent subgraph mining. Moreover, by capitalizing on the concept of k-core, we reduce the graph representation to its densest part - its main core - speeding up the feature extraction step for little to no cost in prediction performances. Experiments on four standard text classification datasets show statistically significant higher accuracy and macro-Averaged F1-score compared to baseline approaches. © 2015 Association for Computational Linguistics.",10.3115/v1/p15-1164,2015.0,74.0,,Classification (of information); Computational linguistics; Text processing; Discriminative features; Frequent subgraph mining; Graph classification; Graph representation; Prediction performance; Text categorization; Text classification; Textual documents; Natural language processing systems,2-s2.0-84943773848
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Peng, H., Li, J., Gong, Q., Wang, S., Ning, Y., Yu, P.S., (2018) Graph Convolutional Neural Networks Via Motif-based Attention, , http://arxiv.org/abs/1811.08270",,,,,,,,,,
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Mao, Q., Li, J., Wang, S., Zhang, Y., Peng, H., He, M., Wang, L., Aspect-based sentiment classification with attentive neural turing machines (2019) Proc. 28thInt. Joint Conf. Artif. Intell., pp. 5139-5145. , Aug",Aspect-based sentiment classification with attentive neural turing machines,"Mao Q., Li J., Wang S., Zhang Y., Peng H., He M., Wang L.",Aspect-based sentiment classification with attentive neural turing machines,"Aspect-based sentiment classification aims to identify sentiment polarity expressed towards a given opinion target in a sentence. The sentiment polarity of the target is not only highly determined by sentiment semantic context but also correlated with the concerned opinion target. Existing works cannot effectively capture and store the inter-dependence between the opinion target and its context. To solve this issue, we propose a novel model of Attentive Neural Turing Machines (ANTM). Via interactive read-write operations between an external memory storage and a recurrent controller, ANTM can learn the dependable correlation of the opinion target to context and concentrate on crucial sentiment information. Specifically, ANTM separates the information of storage and computation, which extends the capabilities of the controller to learn and store sequential features. The read and write operations enable ANTM to adaptively keep track of the interactive attention history between memory content and controller state. Moreover, we append target entity embeddings into both input and output of the controller in order to augment the integration of target information. We evaluate our model on SemEval2014 dataset which contains reviews of Laptop and Restaurant domains and Twitter review dataset. Experimental results verify that our model achieves state-of-the-art performance on aspect-based sentiment classification. © 2019 International Joint Conferences on Artificial Intelligence. All rights reserved.",10.24963/ijcai.2019/714,2019.0,10.0,,,2-s2.0-85074917337
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Lai, S., Xu, L., Liu, K., Zhao, J., Recurrent convolutional neural networks for text classification (2015) Proc. 29th AAAI Conf. Artif. Intell., pp. 2267-2273",Recurrent convolutional neural networks for text classification,"Lai S., Xu L., Liu K., Zhao J.",Recurrent convolutional neural networks for text classification,"Text classification is a foundational task in many NLP applications. Traditional text classifiers often rely on many human-designed features, such as dictionaries, knowledge bases and special tree kernels. In contrast to traditional methods, we introduce a recurrent convolutional neural network for text classification without human-designed features. In our model, we apply a recurrent structure to capture contextual information as far as possible when learning word representations, which may introduce considerably less noise compared to traditional window-based neural networks. We also employ a max-pooling layer that automatically judges which words play key roles in text classification to capture the key components in texts. We conduct experiments on four commonly used datasets. The experimental results show that the proposed method outperforms the state-of-the-art methods on several datasets, particularly on document-level datasets. © Copyright 2015, Association for the Advancement of Artificial Intelligence (www.aaa1.org). All rights reserved.",,2015.0,944.0,,Artificial intelligence; Classification (of information); Convolution; Neural networks; Recurrent neural networks; Contextual information; Convolutional neural network; Knowledge basis; State-of-the-art methods; Text classification; Text classifiers; Window-based; Word representations; Text processing,2-s2.0-84959872385
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Hochreiter, S., Schmidhuber, J., LSTM can solve hard long time lag problems (1997) Proc. Adv. Neural Inf. Process. Syst., pp. 473-479",LSTM can solve hard long time lag problems,"Hochreiter S., Schmidhuber J.",LSTM can solve hard long time lag problems,"Standard recurrent nets cannot deal with long minimal time lags between relevant signals. Several recent NIPS papers propose alternative methods. We first show: problems used to promote various previous algorithms can be solved more quickly by random weight guessing than by the proposed algorithms. We then use LSTM, our own recent algorithm, to solve a hard problem that can neither be quickly solved by random search nor by any other recurrent net algorithm we are aware of.",,1997.0,397.0,,Algorithms; Hard problems; Random searches; Random weight; Time lag; Problem solving,2-s2.0-0000370416
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Cho, K., Van Merrienboer, B., Gulcehre, C., Bahdanau, D., Bougares, F., Schwenk, H., Bengio, Y., (2014) Learning Phrase Representations Using Rnn Encoder-decoder for Statistical Machine Translation, , http://arxiv.org/abs/1406.1078",,,,,,,,,,
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Ko-Wei Huang, Y.-M.L., Lin, C.-C., Wu, Z.-X., A deep learning and image recognition system for image recognition (2019) Data Sci. Pattern Recognit., 3 (2), pp. 1-23",A deep learning and image recognition system for image recognition,"Huang K.W., Lin C.C., Lee Y.M., Wu Z.X.",A deep learning and image recognition system for image recognition,[No abstract available],,2019.0,8.0,,,2-s2.0-85081045682
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Peng, H., Li, J., Song, Y., Liu, Y., Incrementally learning the hierarchical softmax function for neural language models (2017) Proc. 31st AAAI Conf. Artif. Intell., pp. 3267-3273. , London, U.K.: AAAI Press",Incrementally learning the hierarchical softmax function for neural language models,"Peng H., Li J., Song Y., Liu Y.",Incrementally learning the hierarchical softmax function for neural language models,"Neural network language models (NNLMs) have attracted a lot of attention recently. In this paper, we present a training method that can incrementally train the hierarchical softmax function for NNMLs. We split the cost function to model old and update corpora separately, and factorize the objective function for the hierarchical softmax. Then we provide a new stochastic gradient based method to update all the word vectors and parameters, by comparing the old tree generated based on the old corpus and the new tree generated based on the combined (old and update) corpus. Theoretical analysis shows that the mean square error of the parameter vectors can be bounded by a function of the number of changed words related to the parameter node. Experimental results show that incremental training can save a lot of time. The smaller the update corpus is, the faster the update training process is, where an up to 30 times speedup has been achieved. We also use both word similarity/relatedness tasks and dependency parsing task as our benchmarks to evaluate the correctness of the updated word vectors. © Copyright 2017, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,2017.0,35.0,,Artificial intelligence; Cost functions; Forestry; Mean square error; Stochastic systems; Dependency parsing; Incremental training; Network language; Objective functions; Parameter vectors; Stochastic gradient; Training methods; Training process; Computational linguistics,2-s2.0-85028599250
2-s2.0-85081058031,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification," Peng, H., Bao, M., Li, J., Bhuiyan, M., Liu, Y., He, Y., Yang, E., Incremental term representation learning for social network analysis (2018) Future Gener. Comput. Syst., 86, pp. 1503-1512. , Sep",Incremental term representation learning for social network analysis,"Peng H., Bao M., Li J., Bhuiyan M.Z.A., Liu Y., He Y., Yang E.",Incremental term representation learning for social network analysis,"Term representation methods as computable and semantic tools have been widely applied in social network analysis. This paper provides a new perspective that can incrementally factorize co-occurrence matrix to query latest semantic vectors. We divide the streaming social network data into old and updated training tasks respectively, and factorize the training objective function based on stochastic gradient methods to update vectors. We prove that the incremental objective function is convergent. Experimental results demonstrate that our incremental factorizing can save a substantial amount of time by speeding up training convergence. The smaller the updated data is, the faster the update factorizing process can be, even 30 times faster than existing methods in certain cases. To evaluate the correctness of incremental representation, social text similarity/relatedness, linguistic tasks, network event detection, social user multi-label classification and user clustering for social network analysis are employed as benchmarks in this paper. © 2017 Elsevier B.V.",10.1016/j.future.2017.05.020,2018.0,14.0,GloVe model; Incremental learning; Social network analysis; Term representation,Gradient methods; Knowledge representation; Semantics; Social networking (online); Stochastic systems; Text processing; Co-occurrence-matrix; Incremental learning; Multi label classification; Objective functions; Semantic vectors; Stochastic gradient methods; Term representation; User clustering; Classification (of information),2-s2.0-85020123700
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model","Aamodt, A., Plaza, E., Case-Based Reasoning: Foundational Issues, Methodological Variations, and System Approaches (1994) AI Commun, 7 (1), pp. 39-59",and System Approaches,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Arditi, D., Tokdemir, B., Comparison of Case-Based Reasoning and Artificial INeural Networks (1999) J Comput Civ Eng, 13 (3), pp. 578-583",Comparison of Case-Based Reasoning and Artificial INeural Networks,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Bates, T., (2005) Technology, e-learning and distance education, , Routledge, London",,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Bouquet, P., Molinari, A., Using Semantic Technologies in E-Learning Platforms: A Case Study (2016) International Journal of Information and Education Technology, 6 (5)",Using Semantic Technologies in E-Learning Platforms: A Case Study,"Bouquet P., Molinari A.",Using Semantic Technologies in E-Learning Platforms: A Case Study,[No abstract available],,2016.0,2.0,,,2-s2.0-85073820020
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Bozkurt, A., Akgun-Ozbek, E., Trends in Distance Education Research: A Content Analysis of Journals 2009-2013 (2015) Int Rev Res Open Dist Learn, 16 (1), pp. 330-363",Trends in Distance Education Research: A Content Analysis of Journals 2009-2013,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Connolly, P., Neill, J., Constructions of locality and gender and their impact on the educational aspirations of working class children (2011) Int Stud Sociol Educ, 11 (2), pp. 107-130",Constructions of locality and gender and their impact on the educational aspirations of working class children,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," David, P., A Design Requirements Framework for Distance Learning Environments (2007) J Comput, 2 (4), pp. 99-113",A Design Requirements Framework for Distance Learning Environments,David P.,A Design Requirements Framework for Distance Learning Environments,[No abstract available],,2007.0,2.0,,,2-s2.0-85073833673
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Ergen, T., Kozat, S.S., Neural Networks based Online Learning (2017) IEEE 25th Signal Processing and Communications Applications Conference",Neural Networks based Online Learning,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," https://www.scribd.com/document/165064823/GAT-Subject-Syllabus, GAT Test Bank Accessed on Oct 2016",,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Guarino, N., Welty, C.A., An Overview of OntoClean (2004) Handbook on Ontologies, pp. 151-171. , Springer Berlin Heidelberg, Berlin, Heidelberg",An Overview of OntoClean,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Jahankhani, H., Tawil, R., Adaptive E-learning Approach based on Semantic Web Technology (2015) International Journal of Webology, 10 (2)",Adaptive E-learning Approach based on Semantic Web Technology,"Jahankhani H., Tawil R.",Adaptive E-learning Approach based on Semantic Web Technology,[No abstract available],,2015.0,1.0,,,2-s2.0-85073825313
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Kaur, P., Classification and prediction based on DM algorithm for slow learners (2015) International Conference on Recent Trends in Computing",Classification and prediction based on DM algorithm for slow learners,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Lafore, R., (2001) Object-Oriented Programming in C++, , Sams Publishing, Published December 29th",,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Liem, B., Beek, W., Gracia, J., Lozano, E., DynaLearn–An Intelligent Learning Environment for Learning Conceptual Knowledge (2013) AI Mag, 34 (4), pp. 46-65",DynaLearn–An Intelligent Learning Environment for Learning Conceptual Knowledge,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Lin, C.C., A case study on SCORM – based eLearning in computer aided drafting course with user satisfaction survey (2008) WSEAS Trans Inf Sci Appl, 5 (10), pp. 1416-1427",A case study on SCORM – based eLearning in computer aided drafting course with user satisfaction survey,Lin C.C.,A case study on SCORM – based eLearning in computer aided drafting course with user satisfaction survey,[No abstract available],,2008.0,1.0,,,2-s2.0-85073814933
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Luis, E., Rofio, A., A recommender system for educational resources in specific learning content (2013) International Conference on Computer Science and Education",A recommender system for educational resources in specific learning content,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Mihăescu, M.C., Classification of Learners Using Linear Regression (2011) Proceedings of the Federated Conference on Computer Science and Information Systems, pp. 717-721. , ISBN 978-83-60810-22-4",Classification of Learners Using Linear Regression,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Mohammad, T.Z., Mahmoud, A.M., Classification Model of English Course e-Learning System for Slow Learners “Recent Advances in Information Science (2014) International Journal of Computer Science (IIJCS, , 978-960-474-304-9",Classification Model of English Course e-Learning System for Slow Learners “Recent Advances in Information Science,"Mohammad T.Z., Mahmoud A.M.",Classification Model of English Course e-Learning System for Slow Learners “Recent Advances in Information Science,[No abstract available],,2014.0,1.0,,,2-s2.0-85075770924
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," (2015) OOP Quizes, , https://www.tutorialspoint.com/cplusplus/cpp_online_quiz.htm, Accessed on Sep",,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Poveda-Villalón, M., Suárez-Figueroa, M.C., Gómez-Pérez, A., Validating Ontologies with OOPS! (2012) Lecture Notes in Computer Science, pp. 267-281. , Springer Berlin Heidelberg, Berlin, Heidelberg",Validating Ontologies with OOPS!,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Rani, M., Srivastava, K.V., Vyas, O.P., An Ontological Learning Management System (2016) Comput Appl Eng Educ, 24 (5), pp. 706-722",An Ontological Learning Management System,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Romero, C., Ventura, S., Educational Data Mining: A Survey from 1995 to 2005 (2007) Expert Syst Appl, 33 (1), pp. 135-146",Educational Data Mining: A Survey from 1995 to 2005,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Safyan, M., Qayyum, Z., Sarwar, S., (2017) Context-Aware Personalized Activity Modeling in Concurrent Environment, , Internet of Things (IoT",,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Salam, F., Shambour, Q., A Framework of semantic recommender system for e-learning (2015) Journal of Software, 10, pp. 317-330",A Framework of semantic recommender system for e-learning,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Saleena, B., Srivastava, K., Using concept similarity in cross ontology for adaptive e-learning (2015) Journal of King Saud University- Computer and Information Sciences, 27 (1), pp. 1-12",Using concept similarity in cross ontology for adaptive e-learning,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Sarma Cakula, M.S., Development of Personalized e-learning model (2013) ICTE in Regional Development, 26 (4), pp. 113-120",Development of Personalized e-learning model,Sarma Cakula M.S.,Development of Personalized e-learning model,[No abstract available],,2013.0,1.0,,,2-s2.0-85073811425
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Sarwar, S., Ul Qayyum, Z., Castro, R.G., Safyan, M., Ontology based E-learning Systems: A Step towards context aware content recommendation (2018) International Journal of Information and Educational Technology, 8 (10), pp. 10-19",Ontology based E-learning Systems: A Step towards context aware content recommendation,"Sarwar S., Ul Qayyum Z., Castro R.G., Safyan M.",Ontology based E-learning Systems: A Step towards context aware content recommendation,[No abstract available],,2018.0,1.0,,,2-s2.0-85075767501
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Sarwar, S., García-Castro, R., Qayyum, Z.U., Safyan, M., Ontology-based Learner Categorization through Case Based Reasoning and Fuzzy Logic (2017) International Conference on E-Learning (IADIS), pp. 159-163",Ontology-based Learner Categorization through Case Based Reasoning and Fuzzy Logic,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Sarwar, S., Ul Qayyum, Z., Safyan, M., Munir, F., (2016) Ontology Based Adaptive, Semantic E-Learning Framework (OASEF), , Springer LNEE ICISA",,,,,,,,,,
