Key,Title,include_aparna,include_kyle
5TXR7CDH,Deep Learning with Long Short-Term Memory for Time Series Prediction,0,0
S6GZFTNC,Dissonance between human and machine understanding,0,0
BED8VGVH,Wombit: A Portfolio Bit-Vector Solver Using Word-Level Propagation,0,1
ZH3BIS2R,Combining NEAT and PSO for learning tactical human behavior,0,0
KHEVR9HV,Weighted Fuzzy Dempster-Shafer Framework for Multimodal Information Integration,0,0
ZB5F8VVF,Models of Parkinson's Disease Patient Gait,0,0
7CRLDQK9,A programmable neural virtual machine based on a fast store-erase learning rule,1,0
HFTHDEN2,An operational semantics for the cognitive architecture ACT-R and its translation to constraint handling rules,0,0
DSBCZLXS,Multi-objective cost-sensitive attribute reduction on data with error ranges,0,0
A59DP9ZJ,Relational machine learning for electronic health record-driven phenotyping,0,1
SBHDPFRP,Techniques to enhance efficiency and effectiveness of inductive logic programming systems: The TWEETY approaches,0,0
MM9TSGYY,Investigation of multi-layer neural network performance evolved by genetic algorithms,0,1
XLND88LE,PVHArray: An Energy-Efficient Reconfigurable Cryptographic Logic Array with Intelligent Mapping,0,0
D94QX9C4,An Adaptive Regularization Approach to Colonoscopic Polyp Detection Using a Cascaded Structure of Encoder–Decoders,0,0
4EF4BXD9,Solving the twitter sentiment analysis problem based on a machine learning-based approach,1,1
44KCPGAV,Semisupervised Learning via Axiomatic Fuzzy Set Theory and SVM,1,1
PD2A2ZVV,"Ontology based E-learning framework: A personalized, adaptive and context aware model",0,1
8S52Z6X6,Rotor fault diagnosis system based on sGA-based individual neural networks,0,0
JTPEVYT2,A privacy-preserving resource trading scheme for Cloud Manufacturing with edge-PLCs in IIoT,0,0
R5DP39JK,Fuzzy rule based unsupervised sentiment analysis from social media posts,1,1
6652HST4,Analysis and characterization of comparison shopping behavior in the mobile handset domain,0,0
JW8RYKZS,"A Survey on Knowledge Graphs: Representation, Acquisition, and Applications",1,0
AGS6YBSZ,Learning deep IA bidirectional intelligence,1,0
ACDMDN8W,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case,1,1
DNTBM6ND,Hierarchical Symbol-Based Health-Status Analysis Using Time-Series Data in a Core Router System,0,0
QPIC5NQR,Non-small-cell lung cancer prediction using radiomic features and machine learning methods,0,0
YL2NV4QJ,Cross-Domain Reuse of Extracted Knowledge in Genetic Programming for Image Classification,0,0
MRW6DUQ6,Automatic design of semantic similarity controllers based on fuzzy logics,0,0
BE4WSGRL,Error-Resilient Spintronics via the Shannon- Inspired Model of Computation,0,0
ZAM8XBEB,Automatic discovery of relational concepts by an incremental graph-based representation,0,0
5ERBF464,Automatic prediction of stress in piglets (Sus Scrofa) using infrared skin temperature,0,0
MRPX5C87,Symbolic data analysis to defy low signal-to-noise ratio in microarray data for breast cancer prognosis,0,0
W343HNE7,Visual Content Learning in a Cognitive Vision Platform for Hazard Control (CVP-HC),0,0
PN8G2HTP,Physics-based scene-level reasoning for object pose estimation in clutter,0,0
2FE2GRPE,Two complementary methods for the computational modeling of cleaning processes in food industry,0,0
L5FKAPGN,Using extended siamese networks to provide decision support in aquaculture operations,0,0
JS7C6KIH,"Spectrum Intelligent Radio: Technology, Development, and Future Trends",0,0
F6CE42MS,Binary classification in unstructured space with hypergraph case-based reasoning,0,0
7DRQNQ69,SCBM: soft case base maintenance method based on competence model,0,0
948BANJ5,Semantic video labeling by developmental visual agents,0,0
J5UZZCST,A Semi-Supervised Paraphrase Identification Model Based on Multi-Granularity Interaction Reasoning,1,0
ZPVH4GZ4,Hierarchical Fused Model with Deep Learning and Type-2 Fuzzy Learning for Breast Cancer Diagnosis,0,0
NWG2B2ZI,Intelligent software engineering in the context of agile software development: A systematic literature review,0,0
MGCPJT4Y,Business process verification and restructuring LTL formula based on machine learning approach,0,0
95SRWHND,Anticipatory mobile computing: A survey of the state of the art and research challenges,0,0
7UVV8IEJ,A discretely adaptive connection logic network,0,0
9MZYR2WH,Recent progresses on object detection: a brief review,0,0
4XQVNZV2,Deep Learning Based Advanced Spatiooral Extraction Model in Medical Sports Rehabilitation for Motion Analysis and Data Processing,0,0
TBJ6EUJC,An explainable AI decision-support-system to automate loan underwriting,1,1
2U4V9L7M,An interpretable boosting model to predict side effects of analgesics for osteoarthritis,0,0
8ATUXH3H,Temporal logic learning-based anomaly detection in metroplex terminal airspace operations,0,0
LN3B9I9X,An intelligent flow-based and signature-based IDS for SDNs using ensemble feature selection and a multi-layer machine learning-based classifier,0,0
ESSZJL2U,Exploiting macro-actions and predicting plan length in planning as satisfiability,0,0
G6T5N4DJ,An effective secret image sharing using quantum logic and GPGPU based EDNN super-resolution,0,0
A33EPND6,A Hybrid Service Selection and Composition Model for Cloud-Edge Computing in the Internet of Things,0,0
EQR62SUA,Early anomaly detection in smart home: A causal association rule-based approach,0,0
RWSZRW6S,SVAS: Surveillance Video Analysis System,0,0
9VUI3ZWE,Interpretable neural networks based on continuous-valued logic and multicriteria decision operators,0,1
KKLQLDQG,Pairwise saturations in inductive logic programming,0,0
QVDA2MWU,WoMan: Logic-based workflow learning and management,0,0
2RBV2J46,Targets Classification Based on Multi-sensor Data Fusion and Supervised Learning for Surveillance Application,0,0
DIXVTU9Z,Materializing the promises of cognitive IoT: How cognitive buildings are shaping the way,0,0
BSPHEXCD,Tensor-based relational learning for ontology matching,0,1
CIDIIPGP,Energy-efficient cluster-based unmanned aerial vehicle networks with deep learning-based scene classification model,0,0
R7GRYRYP,Dynamic Service Function Chain Embedding for NFV-Enabled IoT: A Deep Reinforcement Learning Approach,0,0
K2KI8WVH,DECAF: Deep Case-based Policy Inference for knowledge transfer in Reinforcement Learning,0,0
PYM7X9RY,Sentiment-aware volatility forecasting,0,0
3C8EP7K7,Short-term prediction of traffic flow using a binary neural network,1,0
IGP9Z8ZP,Validation of an ontological medical decision support system for patient treatment using a repository of patient data: Insights into the value of machine learning,0,0
QYWG8INU,Modeling IoT Equipment with Graph Neural Networks,0,0
4MLWKT3P,PDE-Net 2.0: Learning PDEs from data with a numeric-symbolic hybrid deep network,0,0
7DXG8V9R,Automated quantification of clinically significant colors in dermoscopy images and its application to skin lesion classification,0,0
EJGV4D23,Active Learning to Understand Infectious Disease Models and Improve Policy Making,0,0
2TWEX8A6,A new fuzzy rule based pixel organization scheme for optimal edge detection and impulse noise removal,0,0
SAYJMQTT,A formal methods approach to interpretable reinforcement learning for robotic planning,0,0
72K6I3AK,Improving test and diagnosis efficiency through ensemble reduction and learning,0,0
8VBYRUUJ,A Spammer Identification Method for Class Imbalanced Weibo Datasets,1,0
4EBT8YAQ,A minimum centre distance rule activation method for extended belief rule-based classification systems,1,0
SPU9STDS,Markov modeling of dynamical systems via clustering and graph minimization,0,0
I8IZECX6,Improving the prediction of material properties of concrete using Kaizen Programming with Simulated Annealing,0,0
QDA52ZBD,Multi-stage mixed rule learning approach for advancing performance of rule-based classification,1,1
L7SY5CHQ,Implemented IoT-based self-learning home management system (SHMS) for Singapore,0,0
XVPC5VNR,Grasping inter-attribute and temporal variability in multivariate time series,0,0
4TEYGEW3,Multi-observable reputation scoring system for flagging suspicious user sessions,0,0
FM84GNCJ,Low-cost Non-contact PCBs Temperature Monitoring and Control in a Hot Air Reflow Process based on Multiple Thermocouples Data Fusion,0,0
HMEIIUQS,A GA-LR wrapper approach for feature selection in network intrusion detection,0,0
8WI3IY7W,Adaptive complex event processing for harmful situation detection,1,0
7KXVGAIK,CIMMEP: constrained integrated method for CBR maintenance based on evidential policies,0,0
CHIBCJTD,An evidential integrated method for maintaining case base and vocabulary containers within CBR systems,0,0
GQ4IILGA,An evidential reasoning-based decision support system for handling customer complaints in mobile telecommunications,0,1
S8Z4DGTN,Tremor assessment using smartphone sensor data and fuzzy reasoning,0,0
63UCY4MH,Simple pattern minimality problems: Integer linear programming formulations and covering-based heuristic solving approaches,0,0
D84YKIEW,A knowledge-based risk management tool for construction projects using case-based reasoning,0,0
STHTFNSV,CAVIAR: Context-driven Active and Incremental Activity Recognition,0,0
J2LCPFWH,Reasoning with probabilistic and deterministic graphical models: Exact Algorithms,1,0
KKVQQ3KI,Evaluating bacterial gene-finding hmm structures as probabilistic logic programs,0,0
RCU8TBWV,An approach towards adaptive service composition in markets of composed services,1,0
WQPZWUPW,Bio-inspired computing tools and applications: position paper,0,0
HZ6UUSVK,Ensemble based technique for the assessment of fetal health using cardiotocograph – a case study with standard feature reduction techniques,0,0
25BNTAG7,Towards semantic-driven high-content image analysis: An operational instantiation for mitosis detection in digital histopathology,0,0
XN6ZFIKC,"Information-theoretic syndrome evaluation, statistical root-cause analysis, and correlation-based feature selection for guiding board-level fault diagnosis",0,0
4N4ETL7N,An interactive human centered data science approach towards crime pattern analysis,0,0
QJ2SS2BK,"Proactive, uncertainty-driven queries management at the edge",0,0
KTEHK4MZ,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture,0,1
WURW9YIW,Enhancing a fuzzy logic inference engine through machine learning for a self- Managed network,0,0
RDSQSBN7,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text,0,1
WATJLW3E,Efficient neural matrix factorization without sampling for recommendation,0,0
ZWSKQQLU,MemoryPath: A deep reinforcement learning framework for incorporating memory component into knowledge graph reasoning,0,1
CFA6YMU5,The effects of transformative and non-transformative discourse on individual performance in collaborative-inquiry learning,0,0
7SWEDW5Q,"A reinforcement learning based solution for cognitive network cooperation between co-located, heterogeneous wireless sensor networks",0,0
ZPT2RZFB,Predicting Destinations by a Deep Learning based Approach,0,0
XEQSDFKG,Double MAC on a DSP: Boosting the performance of convolutional neural networks on FPGAs,0,0
PPUFZLVI,Fast Monocular Visual Place Recognition for Non-Uniform Vehicle Speed and Varying Lighting Environment,0,0
H8M7JDDK,Using Fuzzy Inference Systems for the Creation of Forex Market Predictive Models,0,0
8CBUEYRZ,Fault diagnosis based on non-negative sparse constrained deep neural networks and dempster-shafer theory,1,0
MAVG55KV,A Hierarchical Fused Fuzzy Deep Neural Network for Data Classification,1,0
KT9B5ZG6,A Blockchained Federated Learning Framework for Cognitive Computing in Industry 4.0 Networks,0,0
R7F7LCMV,Reactive planar non-prehensile manipulation with hybrid model predictive control,0,0
DT25P4XK,Human action performance using deep neuro-fuzzy recurrent attention model,0,0
VUVBSWDH,Semi-supervised online structure learning for composite event recognition,0,0
I8SFIEZV,Relational linear programming,0,0
ASJK25AL,COVID-19 detection using deep learning models to exploit Social Mimic Optimization and structured chest X-ray images using fuzzy color and stacking approaches,0,0
TN98UCVS,Deep Episodic Memory for Verbalization of Robot Experience,0,0
T3GR24YN,NeuralTaint: A Key Segment Marking Tool Based on Neural Network,0,0
2SYLQCKV,Generalizing AI: Challenges and Opportunities for Plug and Play AI Solutions,0,0
UYI9PBJ8,A Generalised Methodology for the Diagnosis of Aircraft Systems,0,0
RJVIQ7K2,Random Forest Based Searching Approach for RDF,0,0
TZXZ98MK,Modeling temporal interactions with interval temporal bayesian networks for complex activity recognition,0,0
QWW2USBQ,Parallel symmetric class expression learning,0,0
KPRGCT38,Learning Distributions of Image Features by Interactive Fuzzy Lattice Reasoning in Pattern Recognition Applications,0,0
5Y564I2L,Logical scalability and efficiency of relational learning algorithms,0,0
IQXK33QM,A multi-agent dynamic system for robust multi-face tracking,0,0
UPCCG6XE,Novel elegant fuzzy genetic algorithms in classification problems,0,0
FA66MGY5,"On performance of case-based reasoning in Chinese business failure prediction from sensitivity, specificity, positive and negative values",0,0
7W6TPBNR,A versatile hardware/software platform for personalized driver assistance based on online sequential extreme learning machines,0,0
MGSU8Z5M,Overcoming Computational Errors in Sensing Platforms Through Embedded Machine-Learning Kernels,0,0
CMMGFVSX,Design of fuzzy classifier for diabetes disease using Modified Artificial Bee Colony algorithm,0,0
SE4YPEW2,Qualitative spatial logic descriptors from 3D indoor scenes to generate explanations in natural language,0,0
E6E8YEBC,Improving Skin-Disease Classification Based on Customized Loss Function Combined with Balanced Mini-Batch Logic and Real-Time Image Augmentation,0,0
JK3R9PCT,Data-driven conceptual spaces: Creating semantic representations for linguistic descriptions of numerical data,0,1
ZCT9887M,Deep Neural Networks Motivated by Partial Differential Equations,0,0
RB2WY3P6,Matrix completion by deep matrix factorization,0,0
NVCJVL86,Two-layered falsification of hybrid systems guided by Monte Carlo tree search,0,0
3T65GGCX,"Enslaving the Algorithm: From a ""right to an Explanation"" to a ""right to Better Decisions""?",0,0
4VTBIPIN,Groove2Groove: One-Shot Music Style Transfer with Supervision from Synthetic Data,0,0
WZ4VAF9Z,"Deep unsupervised network for multimodal perception, representation and classification",0,0
AB9NL3XQ,A Short-Term Load Forecasting Method Using Integrated CNN and LSTM Network,0,0
4LMNRVFT,A Surrogate Based Computationally Efficient Method to Coordinate Damping Controllers for Enhancement of Probabilistic Small-Signal Stability,0,0
DMGEINNX,Attention-based Sentiment Reasoner for aspect-based sentiment analysis,1,1
PWVH5Y88,Modified Bird swarm algorithm for edge detection in noisy images using fuzzy reasoning,0,0
99BCNGYV,DDoS Detection System: Using a Set of Classification Algorithms Controlled by Fuzzy Logic System in Apache Spark,0,0
ZD7VLT7Z,Hinge-Loss Markov random fields and probabilistic soft logic,0,1
RC6HX6CA,Reconceptualizing examination debar criteria using fuzzy logic,0,0
64IWKYVY,Learning and inference in knowledge-based probabilistic model for medical diagnosis,0,1
SI7W6UV5,Adaptive fuzzy control with minimal leaning parameters for electric induction motors,0,0
LI7J3D78,Multi-Attention Generative Adversarial Network for image captioning,0,0
UYSRDVE5,A variable precision rough set approach to knowledge discovery in land cover classification,0,0
89WTFT63,Discovering relational and numerical expressions from plan traces for learning action models,1,0
WSRD2G3T,Between Subjectivity and Imposition: Power Dynamics in Data Annotation for Computer Vision,0,0
F5LMTWDI,A proposal for distinguishing between bacterial and viral meningitis using genetic programming and decision trees,0,0
IE2D9F3V,Machine learning-driven service function chain placement and scaling in MEC-enabled 5G networks,0,0
IY45H6Y7,Formal verification of a hybrid machine learning-based fault prediction model in internet of things applications,0,0
APUGCNGA,A combination of fuzzy similarity measures and fuzzy entropy measures for supervised feature selection,0,0
K8Y3EN29,Machine learning for automatic rule classification of agricultural regulations: A case study in Spain,0,0
YMP2X9RF,Gaussian-PSO with fuzzy reasoning based on structural learning for training a Neural Network,1,1
F9P7AAGU,Measuring prevalence of other-oriented transactive contributions using an automated measure of speech style accommodation,0,1
6Z6N32CC,A novel procedure for statistical inference and verification of gene regulatory subnetwork,0,0
3NK9NFCA,Detecting malicious behavior in social platforms via hybrid knowledge- and data-driven systems,1,1
HPZMIKY6,Lifelong Machine Learning and root cause analysis for large-scale cancer patient data,0,0
JPS9KUYT,Semantic segmentation of breast ultrasound image with fuzzy deep learning network and breast anatomy constraints,0,0
J5ZRQ2PE,PPIM: A Programmable Processor-in-Memory Architecture with Precision-Scaling for Deep Learning,0,0
RC3B4V57,Temporal Reasoning Guided QoE Evaluation for Mobile Live Video Broadcasting,0,0
J4R7VGME,Robot manipulator active fault-tolerant control using a machine learning-based automated robust hybrid observer,0,0
7Q99D4U2,MATCALO: Knowledge-enabled machine learning in materials science,0,0
AKF9GTCC,Deep Graph-Long Short-Term Memory: A Deep Learning Based Approach for Text Classification,0,1
ED2CMIRT,Multimodal Infant Brain Segmentation by Fuzzy-informed Deep Learning,0,0
4VRJLV4Q,Hyperspectral demosaicking and crosstalk correction using deep learning,0,0
7N9CPQ7B,A Coarse to Fine Indoor Visual Localization Method Using Environmental Semantic Information,0,0
TIRWL4WH,A content recommendation system for effective e-learning using embedded feature selection and fuzzy DT based CNN,1,1
SUEAA78M,"Categorization of species based on their microRNAs employing sequence motifs, information-theoretic sequence feature extraction, and k-mers",0,0
JCDQ6NSI,Using ontologies to enhance human understandability of global post-hoc explanations of black-box models,0,1
7I4CIKII,A modular architecture for transparent computation in recurrent neural networks,1,1
EFNRXNIV,Improved multi-level protein-protein interaction prediction with semantic-based regularization,0,0
M934ED4J,Public opinion mining using natural language processing technique for improvisation towards smart city,0,1
FAFM4J32,Combined intelligent methods based on wireless sensor networks for condition monitoring and fault diagnosis,0,0
PE6WNP93,Transfer learning in constructive induction with Genetic Programming,0,1
HNJ8U3YA,Hybrid particle swarm optimization incorporating fuzzy reasoning and weighted particle,0,0
CUV8L836,Using qualitative reasoning for social simulation of crowds,0,0
QHC2XSLA,Using qualitative reasoning for social simulation of crowds,0,0
Y8TSGFDR,Runtime Programmable and Memory Bandwidth Optimized FPGA-Based Coprocessor for Deep Convolutional Neural Network,0,0
PBSXQ4T7,Research on location fusion of spatial geological disaster based on fuzzy SVM,1,0
ZJAZ8NWL,A BDI Modeling Approach for Decision Support in Supply Chain Quality Inspection,0,0
S6GMEEU8,Data-Driven Fuzzy Modeling Using Restricted Boltzmann Machines and Probability Theory,0,0
TXXVBA8R,SoC-based computing infrastructures for scientific applications and commercial services: Performance and economic evaluations,0,0
ZT2VTTLA,Detecting online recruitment of terrorists: towards smarter solutions to counter terrorism,0,0
SZ3PYU6U,Supervised Network-Based Fuzzy Learning of EEG Signals for Alzheimer's Disease Identification,0,0
2XL6T2RN,"Machine-Learning Attacks on PolyPUFs, OB-PUFs, RPUFs, LHS-PUFs, and PUF-FSMs",0,0
AAX8B7EJ,Comparing Two Novel Hybrid MRDM Approaches to Consumer Credit Scoring Under Uncertainty and Fuzzy Judgments,0,0
U42IUQEN,Automated zone-specific irrigation with wireless sensor/actuator network and adaptable decision support,0,0
2PIESAC8,Sensor-based activity recognition: One picture is worth a thousand words,0,0
HSBR4X9E,Beyond graph neural networks with lifted relational neural networks,0,1
WV6S8ZTM,System-on-a-Chip (SoC)-Based Hardware Acceleration for an Online Sequential Extreme Learning Machine (OS-ELM),0,0
PJVC5HUM,Prediction of Cloud Resources Demand Based on Hierarchical Pythagorean Fuzzy Deep Neural Network,0,0
84WHP2H7,Distributed in-memory computing on binary RRAM crossbar,0,0
XHDRS8R3,A hybrid Persian sentiment analysis framework: Integrating dependency grammar based rules and deep neural networks,1,1
4NHJJHQJ,Distributed cooperative learning over time-varying random networks using a gossip-based communication protocol,0,0
JAQHXN3H,Intelligent cuckoo search optimized traffic signal controllers for multi-intersection network,0,0
3C5R8JC6,Plane-based object categorisation using relational learning,0,0
DMUJWDV8,Septic shock prediction for ICU patients via coupled HMM walking on sequential contrast patterns,0,0
IV96DJWL,A New Method to Find a High Reliable Route in IoT by Using Reinforcement Learning and Fuzzy Logic,0,0
FIW3E95G,Hierarchical ensemble reduction and learning for resource-constrained computing,0,0
5VLEPYHF,Choosing function sets with better generalisation performance for symbolic regression models,0,0
PKIKQ79Z,Efficient orchestration of Node-RED IoT workflows using a Vector Symbolic Architecture,0,0
VX4W2S95,Deep perceptron neural network with fuzzy PID controller for speed control and stability analysis of BLDC motor,0,0
GILHZ559,Mutual Information based hybrid model and deep learning for Acute Lymphocytic Leukemia detection in single cell blood smear images,0,0
PC5WMS5N,Action Sequencing Using Visual Permutations,0,0
93DYJFNT,Dialogue in hierarchical learning of concept using prototypes and counterexamples,0,0
8G8V84NS,A Novel Approach to Incremental Functional Diagnosis for Complex Electronic Boards,0,0
34ZM8Z9U,Deep Fuzzy Neural Networks for Biomarker Selection for Accurate Cancer Detection,1,0
S2AGJUN6,Autonomous Data Density pruning fuzzy neural network for Optical Interconnection Network,1,0
X7RU9AYX,"A Two-Speed, Radix-4, Serial-Parallel Multiplier",0,0
D7ZF73VV,Probabilistic regularized extreme learning machine for robust modeling of noise data,0,0
W247MPIM,Improving Diagnostic Resolution of Failing ICs Through Learning,0,0
9SJE87YL,Diagnosis of series DC Arc faults - A machine learning approach,0,0
YKD5KM6J,Multi-engine ASP solving with policy adaptation,0,0
PI23DMWS,"A decision support method, based on bounded rationality concepts, to reveal feature saliency in clustering problems",0,0
HSNBQPZ3,A Stacked GRU-RNN-based Approach for Predicting Renewable Energy and Electricity Load for Smart Grid Operation,0,0
3CP8TMIC,A PSO algorithm for multi-objective cost-sensitive attribute reduction on numeric data with error ranges,0,0
XEE25WKH,A neurology-inspired model of web usage,0,1
6C824LWP,Deep0Tag: Deep Multiple Instance Learning for Zero-Shot Image Tagging,0,0
VLL3G339,Towards fuzzy anomaly detection-based security: a comprehensive review,0,0
K5RQ4DII,Gait recognition using fuzzy ontologies and Kinect sensor data,0,0
67L5K36W,Text mining based theme logic structure identification: application in library journals,0,1
9TE3B22I,Robust decomposition with guaranteed robustness for cellular neural networks implementing an arbitrary Boolean function,0,0
74T2P27N,Adversarial Deep Learning approach detection and defense against DDoS attacks in SDN environments,0,0
6QWL97RQ,ARQGAN: An evaluation of generative adversarial network approaches for automatic virtual inpainting restoration of Greek temples,0,0
ITELQWEH,Public welfare organization management system based on FPGA and deep learning,0,0
4ZLMDYNN,GRTr: Generative-Retrieval Transformers for Data-Efficient Dialogue Domain Adaptation,0,1
SVM3N84Z,A case-based ensemble learning system for explainable breast cancer recurrence prediction,0,0
UTZCNSMZ,Application of fuzzy cognitive maps in precision agriculture: a case study on coconut yield management of southern India’s Malabar region,0,0
PHLLBDJ6,An ELM-based model for affective analogical reasoning,0,1
Y2QDE6DW,Evaluation of user satisfaction using evidential reasoning-based methodology,1,0
ARPT2JTW,3D learning and reasoning in link prediction over knowledge graphs,0,0
JIH6WN46,An online learning approach to eliminate Bus Bunching in real-time,0,0
KZ7ICVQC,Significance tests or confidence intervals: Which are preferable for the comparison of classifiers?,0,0
P4PFGJPT,On the enumeration of Boolean functions with distinguished variables,0,0
SFV8DBSQ,Look-up-Table based Processing-in-MemoryArchitecture with Programmable Precision-Scalingfor Deep Learning Applications,0,0
RKPLTR2A,TrajData: On Vehicle Trajectory Collection with Commodity Plug-and-Play OBU Devices,0,0
WK7KKF4E,Model-based sensorless robot collision detection under model uncertainties with a fast dynamics identification,0,0
SDNHD4FX,Classification of melanomas in situ using knowledge discovery with explained case-based reasoning,0,0
XNRMQE6L,High-speed and area-efficient Sobel edge detector on field-programmable gate array for artificial intelligence and machine learning applications,0,0
2M9NNJ37,MAPLE: A Machine Learning Approach for Efficient Placement and Adjustment of Virtual Network Functions,0,0
NNZXIKAQ,A global framework for a systemic view of brain modeling,0,0
4T8XRICS,Extracting drug-enzyme relation from literature as evidence for drug drug interaction,0,0
SZE8ZFFL,Investigating the use of Support Vector Regression for web effort estimation,0,0
BRAEVA3G,Visual question answering model based on visual relationship detection,0,0
KLTAZDPV,Max-margin weight learning for medical knowledge network,0,0
3M6EZ6PX,Detecting and classifying online dark visual propaganda,0,0
M4I5ELLW,A generic FPGA-based hardware architecture for recursive least mean p-power extreme learning machine,0,0
KUC9MHM3,FPGA-based favourite skin colour restoration using improved histogram equalization with variable enhancement degree and ensemble extreme learning machine,0,0
QUT4VYBZ,A Cyber-Physical Anomaly Detection for Wide-Area Protection using Machine Learning,0,0
GQEUII25,Towards on-node Machine Learning for Ultra-low-power Sensors Using Asynchronous ΣΔ Streams,0,0
ZBMRXZUT,Discriminating soybean seed varieties using hyperspectral imaging and machine learning,0,0
6IQNGNRB,SeArch: A Collaborative and Intelligent NIDS Architecture for SDN-Based Cloud IoT Networks,0,0
5G6VGPHI,A machine learning approach to classifying YouTube QoE based on encrypted network traffic,0,0
PQ6IPNZM,Auction optimization using regression trees and linear models as integer programs,0,0
9QJYZ5BJ,PUF modeling attacks on simulated and silicon data,0,0
9B76QITB,"Multimodal Intelligence: Representation Learning, Information Fusion, and Applications",0,0
T4AVNNAX,Towards false alarm reduction using fuzzy if-Then rules for medical cyber physical systems,0,0
THIZLKJE,Classification of healthcare data using genetic fuzzy logic system and wavelets,0,0
B9IDA3AQ,An abstract argumentation approach for the prediction of analysts' recommendations following earnings conference calls,0,1
S95G589G,A Heuristic Neural Network Structure Relying on Fuzzy Logic for Images Scoring,0,0
TNCSQ7X2,UNIQ: Uniform Noise Injection for Non-Uniform Qantization of Neural Networks,0,0
SGJKER23,U-net and its variants for medical image segmentation: A review of theory and applications,0,0
FH2AIUFJ,The complexity of explaining neural networks through (group) invariants,0,0
ARB68DCC,A TSK-type Convolutional Recurrent Fuzzy Network for Predicting Driving Fatigue,0,0
PVUE3DDF,A Novel Deep Reinforcement Learning Controller Based Type-II Fuzzy System: Frequency Regulation in Microgrids,0,0
LTCVMWCC,Prediction of frictional characteristics of bituminous mixes using group method of data handling and multigene symbolic genetic programming,0,0
T87KI7TJ,Constructing Dynamic Topic Models Based on Variational Autoencoder and Factor Graph,0,1
8K4KGVVG,Using Dreyfus’ legacy to understand justice in algorithm-based processes,1,0
H344I8AG,Optimizing non-decomposable measures with deep networks,0,0
HG6XFNAU,Anomaly Detection in Real-Time Multi-Threaded Processes Using Hardware Performance Counters,0,0
F44QEXN9,Predicting activities of daily living for cancer patients using an ontology-guided machine learning methodology,0,0
D4IWIEZN,SD-PUF: Spliced Digital Physical Unclonable Function,0,0
RG5R22EJ,Optimization of PIDD2-FLC for blood glucose level using particle swarm optimization with linearly decreasing weight,0,0
EELPDYMD,PRISM revisited: Declarative implementation of a probabilistic programming language using multi-prompt delimited control,0,0
7FUU345F,Citation segmentation from sparse & noisy data: A joint inference approach with Markov logic networks,0,0
M984FH2B,Structural knowledge learning from maps for supervised land cover/use classification: Application to the monitoring of land cover/use maps in French Guiana,0,0
EHLC6GVU,GRNet: Geometric relation network for 3D object detection from point clouds,0,0
28JWIDTQ,A cloud computing based Big-Bang Big-Crunch fuzzy logic multi classifier system for Soccer video scenes classification,0,0
S4P2RRPI,Modelling and predicting partial orders from pairwise belief functions,0,0
YUM5G349,Lattice-based clustering and genetic programming for coordinate transformation in GPS applications,0,0
ME8C7BNI,Extremely simple classifier based on fuzzy logic and gene expression programming,1,0
HCTNV8GA,On the Convergence of Tsetlin Machines for the IDENTITY- and NOT Operators,0,0
MPAUDCD8,A Novel Approach for Service Function Chain Dynamic Orchestration in Edge Clouds,0,0
BPZQ5UEC,Automated simulation and verification of process models discovered by process mining,0,0
T39UWX6H,Improved grey wolf optimization-based feature subset selection with fuzzy neural classifier for financial crisis prediction,0,0
XJ8VG2F3,Investigation of the likelihood of green infrastructure (GI)enhancement along linear waterways or on derelict sites (DS)using machine learning,0,0
KPSTYA8X,Energy production predication via Internet of Thing based machine learning system,0,0
SRPNH4AW,Field-aware matrix factorization for recommender systems,0,0
XMD8F38A,On the empirical justification of theoretical heuristic transference and learning,0,0
266WS4LM,An Evidential Spam-Filtering Framework,0,0
MLJ9UZEI,Lightweight adversarial network for salient object detection,0,0
C4VRB5SU,An attention-based multi-task model for named entity recognition and intent analysis of Chinese online medical questions,0,0
TFKKNJ57,Compositional memory in attractor neural networks with one-step learning,0,1
3SI4RLKT,A generative adversarial network for single and multi-hop distributional knowledge base completion,0,1
SEQFGB27,Advanced insulin bolus advisor based on run-to-run control and case-based reasoning,0,0
6WYVAT6L,Probabilistic policy reuse for safe reinforcement learning,0,0
ZLR49V3N,Causality reasoning about network events for detecting stealthy malware activities,0,0
IY8TVGLD,Discovering contexts from observed human performance,0,0
93KCINI8,An augmented value difference measure,0,0
ECQUHWNM,Artificial intelligence methods for analysis of electrocardiogram signals for cardiac abnormalities: state-of-the-art and future challenges,0,0
SG97K89D,Fuzzy logic based multi document summarization with improved sentence scoring and redundancy removal technique,0,1
4AHSRKPA,Please delete that! Why should I?: Explaining learned irrelevance classifications of digital objects,0,0
IM4RNW4R,Learning constraints in spreadsheets and tabular data,0,0
IZAY6Y2T,An evolutionary learning and network approach to identifying key metabolites for osteoarthritis,0,0
VXW8NFXN,The Spatial Complexity of Inhomogeneous Multi-layer Neural Networks,0,0
CBUVV5TK,An ontology-based deep learning approach for triple classification with out-of-knowledge-base entities,0,1
3EYNX8S6,Solving the playing strategy of Dou Dizhu using convolutional neural network: A residual learning approach,0,0
5SI58X45,Multimedia Intelligence: When Multimedia Meets Artificial Intelligence,0,0
XGBCUV7K,"Granular space, knowledge-encoded deep learning architecture and remote sensing image classification",0,0
