Key,Item Type,Publication Year,Author,Title,"Include (0,1)",Notes/Criteria,Input data,Abstract Note,Publication Title,DOI,Url,Date,Date Added,Date Modified,Scopus relevance order
KF7JL3EM,journalArticle,2013,"Campos, J.; Lopez-Sanchez, M.; Salamó, M.; Avila, P.; Rodríguez-Aguilar, J.A.",Robust regulation adaptation in multi-agent systems,1,,multiagent system,"Adaptive organisation-centred multi-agent systems can dynamically modify their organisational components to better accomplish their goals. Our research line proposes an abstract distributed architecture (2- LAMA) to endow an organisation with adaptation capabilities. This article focuses on regulation-adaptation based on a machine learning approach, in which adaptation is learned by applying a tailored case-based reasoning method. We evaluate the robustness of the system when it is populated by non compliant agents. The evaluation is performed in a peer-to-peer sharing network scenario. Results show that our proposal significantly improves system performance and can cope with regulation violators without incorporating any specific regulation-compliance enforcement mechanisms. © 2013 ACM.",ACM Transactions on Autonomous and Adaptive Systems,10.1145/2517328,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885593556&doi=10.1145%2f2517328&partnerID=40&md5=ff7606af03fee32dd5be00fae8476b92,2013,7/20/21 15:48,7/20/21 15:48,403
UUMM6HWA,journalArticle,2020,"Wei, X.; Du, J.; Xue, Z.; Liang, M.; Geng, Y.; Xu, X.; Lee, J.",A very deep two-stream network for crowd type recognition,1,,,"Crowd type identification is a crucial task in the emergency alert. In this paper, to solve accurate identification of crowd type, the crowd type description triad C-BMO < Behavior, Mood, Organized > and a novel crowd type recognition network (CTRN): very deep two-stream network architecture are proposed, respectively. The very deep two-stream network architecture is based on the static map and motion map in the video. To early warn the emergency, the reasoning rules of the emergency alert are proposed based on joining the crowd type and the crowd characteristics. To verify the proposed method, the crowd type dataset is collected, and we experiment with the proposed plan on the crowd type dataset. The experimental results demonstrate that the proposed model is competitive compared with the state-of-the-art techniques. © 2019",Neurocomputing,10.1016/j.neucom.2018.10.106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085867931&doi=10.1016%2fj.neucom.2018.10.106&partnerID=40&md5=8dbc5ed9f579a11128d4512cd211e922,2020,7/20/21 15:48,7/20/21 15:48,407
9CU6G7II,journalArticle,2018,"Green, N.L.",Towards mining scientific discourse using argumentation schemes,1,,text,"The dominant approach to argument mining has been to treat it as a machine learning problem based upon superficial text features, and to treat the relationships between arguments as either support or attack. However, accurately summarizing argumentation in scientific research articles requires a deeper understanding of the text and a richer model of relationships between arguments. First, this paper presents an argumentation scheme-based approach to mining a class of biomedical research articles. Argumentation schemes implemented as logic programs are formulated in terms of semantic predicates that could be obtained from a text by use of biomedical/biological natural language processing tools. The logic programs can be used to extract the underlying scheme name, premises, and implicit or explicit conclusion of an argument. Then this paper explores how arguments in a research article occur within a narrative of scientific discovery, how they are related to each other, and some implications. © 2018-IOS Press and the authors.",Argument and Computation,10.3233/AAC-180038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050853497&doi=10.3233%2fAAC-180038&partnerID=40&md5=d4c468c9dff9ce956cf3fe69aa0f609a,2018,7/20/21 15:48,7/20/21 15:48,410
N5RLUPDA,journalArticle,2020,"Yeganejou, M.; Dick, S.; Miller, J.",Interpretable Deep Convolutional Fuzzy Classifier,1,,,"While deep learning has proven to be a powerful new tool for modeling and predicting a wide variety of complex phenomena, those models remain incomprehensible black boxes. This is a critical impediment to the widespread deployment of deep learning technology, as decades of research have found that users simply will not trust (i.e., make decisions based on) a model whose solutions cannot be explained. Fuzzy systems, on the other hand, are by design much more easily understood. In this article, we propose to create more comprehensible deep networks by hybridizing them with fuzzy logic. Our proposed architecture first employs a convolutional neural network as an automated feature extractor and then performs a fuzzy clustering in the derived feature space. After hardening the clusters, we employ Rocchio's algorithm to classify the data points. Experiments on three datasets show that the automated feature extraction substantially improves the accuracy of the fuzzy classifier, and while the substitution of a fuzzy classifier slightly decreases the network's performance, we are able to introduce an effective interpretation mechanism. © 1993-2012 IEEE.",IEEE Transactions on Fuzzy Systems,10.1109/TFUZZ.2019.2946520,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087900786&doi=10.1109%2fTFUZZ.2019.2946520&partnerID=40&md5=9a0582ffbeac8d5e8a50ca29447b04f3,2020,7/20/21 15:48,7/20/21 15:48,429
LF34PFXG,journalArticle,2021,"Maldonado, S.; López, J.; Vairetti, C.",Time-weighted Fuzzy Support Vector Machines for classification in changing environments,1,,fuzzy logic,"The predictive performance of classification methods relies heavily on the nature of the environment, as in the joint distribution of inputs and outputs may evolve over time. This issue is known as dataset shift. Given that most statistical and machine learning techniques assume that the training sample is drawn from the same distribution as the test data used for evaluation, an appreciable amount of researchers and practitioners tend to ignore this issue at the model construction stage. In this paper, we propose a novel Fuzzy Support Vector Machine strategy, in which the traditional hinge loss function is redefined to account for dataset shift. Additionally, we propose a general version of this loss function applying aggregation operators in order to improve performance by dealing with dataset shift via fuzzy logic. Originally developed as linear approaches, our proposals are extended to kernel-based classification for non-linear machine learning. Our methods are able to perform best compared to traditional classifiers in terms of out-of-time prediction using simulated and real-world dataset for credit scoring, confirming the theoretical virtues of our approach. © 2021 Elsevier Inc.",Information Sciences,10.1016/j.ins.2021.01.070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100733859&doi=10.1016%2fj.ins.2021.01.070&partnerID=40&md5=7a3f3f3f7f119b0e944d7d5934354b4e,2021,7/20/21 15:48,7/20/21 15:48,454
C95BG4IA,journalArticle,2019,"Zhu, W.; Wu, H.; Deng, M.",LTL model checking based on binary classification of machine learning,1,,,"Linear Temporal Logic (LTL) Model Checking (MC) has been applied to many fields. However, the state explosion problem and the exponentially computational complexity restrict the further applications of LTL model checking. A lot of approaches have been presented to address these problems. And they work well. However, the essential issue has not been resolved due to the limitation of inherent complexity of the problem. As a result, the running time of LTL model checking algorithms will be inacceptable if a LTL formula is too long. To this end, this study tries to seek an acceptable approximate solution for LTL model checking by introducing the Machine Learning (ML) technique. And a method for predicting LTL model checking results is proposed, using the several ML algorithms including Boosted Tree (BT), Random Forest (RF), Decision tree (DT) or Logistic Regression (LR), respectively. First, for a number of Kripke structures and LTL formulas, a data set A containing model checking results is obtained, using one of the existing LTL model checking algorithm. Second, the LTL model checking problem can be induced to a binary classification problem of machine learning. In other words, some records in A form a training set for the given machine learning algorithm, where formulas and kripke structures are the two features, and model checking results are the one label. On the basis of it, a ML model M is obtained to predict the results of LTL model checking. As a result, an approximate LTL model checking technique occurs. The experiments show that the new method has the similar max accuracy with the state of the art algorithm in the classical LTL model checking technique, while the average efficiency of the former method is at most 6.3 million times higher than that of the latter algorithms, if the length of each of LTL formulas equals to 500. These results indicate that the new method can quickly and accurately determine LTL model checking result for a given Kripke structure and a given long LTL formula, since the new method avoids the famous state explosion problem. © 2013 IEEE.",IEEE Access,10.1109/ACCESS.2019.2942762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078271653&doi=10.1109%2fACCESS.2019.2942762&partnerID=40&md5=9d3bdda496ff3961f2f02bebbebef7d3,2019,7/20/21 15:48,7/20/21 15:48,466
93IZB3KL,journalArticle,2015,"Ontañón, S.; Meseguer, P.",Speeding up operations on feature terms using constraint programming and variable symmetry,1,,text,"Feature terms are a generalization of first-order terms which have recently received increased attention for their usefulness in structured machine learning, natural language processing and other artificial intelligence applications. One of the main obstacles for their wide usage is that, when set-valued features are allowed, their basic operations (subsumption, unification, and antiunification) have a very high computational cost. We present a Constraint Programming formulation of these operations, which in some cases provides orders of magnitude speed-ups with respect to the standard approaches. In addition, exploiting several symmetries - that often appear in feature terms databases - causes substantial additional savings. We provide experimental results of the benefits of this approach. © 2014 Elsevier B.V. All rights reserved.",Artificial Intelligence,10.1016/j.artint.2014.11.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920721203&doi=10.1016%2fj.artint.2014.11.010&partnerID=40&md5=c9f780913feed4eb3679397f94a0bae7,2015,7/20/21 15:48,7/20/21 15:48,475
VRF6UTTU,journalArticle,2016,"Gennari, R.; Vittorini, P.",Qualitative Temporal Reasoning Can Improve on Temporal Annotation Quality: How and Why,1,,text,"The analysis of time helps in extracting knowledge from web contents. In order to analyze massive amounts of data, current natural language processing systems rely mainly on supervised approaches: machine learning algorithms that learn how to classify data based on corpora, annotated with the TimeML mark-up language or one of its derivatives. The quality of annotation data, thus, affects the performances of such systems. Quality can be improved by reasoning on temporal annotations. This article takes such a view. After a review of the strictly necessary background, it focuses on and discusses open issues in the area of quality of temporal annotations: inconsistency and incompleteness of annotations. Then it proposes a semantic reasoning approach as solution for improving on their quality, viz., the SOA-based Qualitative Temporal Reasoner for reasoning about temporal annotations, which leverages on existing theories and tools for qualitative reasoning. The article presents the design of the reasoner and its two main reasoning services: consistency checking for tackling inconsistency, and deduction for addressing incompleteness on demand. Afterward, the paper presents an experimental evaluation of the reasoner, sustaining why the chosen semantic reasoning approach can help improve on quality of annotations. The experiment assesses the reasoner’s performances on two different corpora and from several perspectives, e.g., the effectiveness of consistency checking in terms of the number of inconsistent documents found, and of deduction in terms of the number of annotations added. It concludes with discussion of the results of the evaluation and possible routes for future work. © 2016 Taylor & Francis.",Applied Artificial Intelligence,10.1080/08839514.2016.1214360,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994029426&doi=10.1080%2f08839514.2016.1214360&partnerID=40&md5=d9fabb57bad43a4a046804cb6abfba37,2016,7/20/21 15:48,7/20/21 15:48,504
E79J9D2F,journalArticle,2019,"Alshammari, M.; Nasraoui, O.; Sanders, S.",Mining Semantic Knowledge Graphs to Add Explainability to Black Box Recommender Systems,1,,SW,"Recommender systems are being increasingly used to predict the preferences of users on online platforms and recommend relevant options that help them cope with information overload. In particular, modern model-based collaborative filtering algorithms, such as latent factor models, are considered state-of-the-art in recommendation systems. Unfortunately, these black box systems lack transparency, as they provide little information about the reasoning behind their predictions. White box systems, in contrast, can, by nature, easily generate explanations. However, their predictions are less accurate than sophisticated black box models. Recent research has demonstrated that explanations are an essential component in bringing the powerful predictions of big data and machine learning methods to a mass audience without compromising trust. Explanations can take a variety of formats, depending on the recommendation domain and the machine learning model used to make predictions. The objective of this work is to build a recommender system that can generate both accurate predictions and semantically rich explanations that justify the predictions. We propose a novel approach to build an explanation generation mechanism into a latent factor-based black box recommendation model. The designed model is trained to learn to make predictions that are accompanied by explanations that are automatically mined from the semantic web. Our evaluation experiments, which carefully study the trade-offs between the quality of predictions and explanations, show that our proposed approach succeeds in producing explainable predictions without a significant sacrifice in prediction accuracy. © 2013 IEEE.",IEEE Access,10.1109/ACCESS.2019.2934633,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079639757&doi=10.1109%2fACCESS.2019.2934633&partnerID=40&md5=11d0c29f3d6a70fe8a95c79b12006977,2019,7/20/21 15:49,7/20/21 15:49,527
343UXVIM,journalArticle,2017,"Lan, A.S.; Waters, A.E.; Studer, C.; Baraniuk, R.G.",BLAh: Boolean Logic Analysis for Graded Student Response Data,1,,text,"Machine learning (ML) models and algorithms can enable a personalized learning experience for students in an inexpensive and scalable manner. At the heart of ML-driven personalized learning is the automated analysis of student responses to assessment items. Existing statistical models for this task enable the estimation of student knowledge and question difficulty solely from graded response data with only minimal effort from instructors. However, most existing student-response models are generalized linear models, meaning that they characterize the probability that a student answers a question correctly through a linear combination of their knowledge and the question's difficulty with respect to each concept that is being assessed. Such models cannot characterize complicated, nonlinear student-response associations and, hence, lack human interpretability in practice. In this paper, we propose a nonlinear student-response model called Boolean logic analysis (BLAh) that models a student's binary-valued graded response to a question as the output of a Boolean logic function. We develop a Markov chain Monte Carlo inference algorithm that learns the Boolean logic functions for each question solely from graded response data. A refined BLAh model improves the identifiability, tractability, and interpretability by considering a restricted set of ordered Boolean logic functions. Experimental results on a variety of real-world educational datasets demonstrate that BLAh not only achieves best-in-class prediction performance on unobserved student responses on some datasets but also provides easily interpretable parameters when questions are tagged with metadata by domain experts, which can provide useful feedback to instructors and content designers to improve the quality of assessment items. © 2007-2012 IEEE.",IEEE Journal on Selected Topics in Signal Processing,10.1109/JSTSP.2017.2722419,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023194336&doi=10.1109%2fJSTSP.2017.2722419&partnerID=40&md5=e8c8997edcf476dfccae0ffdd5e8e727,2017,7/20/21 15:49,7/20/21 15:49,531
Y7Z4S598,journalArticle,2021,"Tiwari, P.; Zhu, H.; Pandey, H.M.",DAPath: Distance-aware knowledge graph reasoning based on deep reinforcement learning,1,,KG,"Knowledge graph reasoning aims to find reasoning paths for relations over incomplete knowledge graphs (KG). Prior works may not take into account that the rewards for each position (vertex in the graph) may be different. We propose the distance-aware reward in the reinforcement learning framework to assign different rewards for different positions. We observe that KG embeddings are learned from independent triples and therefore cannot fully cover the information described in the local neighborhood. To this effect, we integrate a graph self-attention (GSA) mechanism to capture more comprehensive entity information from the neighboring entities and relations. To let the model remember the path, we incorporate the GSA mechanism with GRU to consider the memory of relations in the path. Our approach can train the agent in one-pass, thus eliminating the pre-training or fine-tuning process, which significantly reduces the problem complexity. Experimental results demonstrate the effectiveness of our method. We found that our model can mine more balanced paths for each relation. © 2020 Elsevier Ltd",Neural Networks,10.1016/j.neunet.2020.11.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097578405&doi=10.1016%2fj.neunet.2020.11.012&partnerID=40&md5=a2caa01cae010212d970d69a2c391266,2021,7/20/21 15:49,7/20/21 15:49,534
NPTZVV3I,journalArticle,2021,"Yan, R.; Yu, Y.; Qiu, D.",Emotion-enhanced classification based on fuzzy reasoning,1,,text,"Texts and emoticons expressing sentiment can be used to analyse emotion. In an Internet environment, emoticons are frequently used, which have explicated information for emotion analysis. Considering the characteristics of short texts including sparseness, non-standardization and ambiguities in a subject, two models based on word embedding, emotion-dictionary and fuzzy reasoning are proposed: the low-dimensional hybrid feature model and the emotion-enhanced inference model. The low-dimensional hybrid feature model includes the number of emoticons, the emotion-word number and the negative-word number in a text. The emotion-enhanced reference model includes some fuzzy reasoning rules and a variety of the combinations of emotion-words, negative-words, and question marks and exclamation points. The validity of the model has been verified based on Douyin reviews and the data of the 2nd CCF Conference on Natural Language Processing and Chinese Computing (NLPCC 2013), where the average accuracy rate on Douyin reviews achieved is 89.16 %. Through the comparative experiment, the results show that the models are more effective in ultra-short emotion text classification than the comparison models. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",International Journal of Machine Learning and Cybernetics,10.1007/s13042-021-01356-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108818937&doi=10.1007%2fs13042-021-01356-y&partnerID=40&md5=93fc1af8542cadcb177bf5887c64c4ff,2021,7/20/21 15:49,7/20/21 15:49,535
4AYRBJ85,journalArticle,2020,"Yirui, Z.; Jian, S.",Analysis of vibration high-frequency dynamic characteristics of wheelless rail vehicle system based on fuzzy logic control,1,,fuzzy logic;traffic,"Track irregularity is the main source of vibration excitation of vehicle-track weighing system, which has an important impact on the safety, stability and comfort of train operation, and it is also the main factor limiting the speed of train operation. Higher requirements are put forward for track smoothness with the rapid development of China's railways. Therefore, it has a great theoretical and practical significance to study the relationship between track irregularity and random vibration of vehicle-track cooker-in system and the evaluation method of track smoothness. In this paper, a model construction method is proposed based on machine learning fuzzy logic control and neural network algorithm to analyze the high frequency dynamic characteristics of ballastless track wheel-rail vehicle system. Firstly, a numerical analysis model of high frequency dynamic characteristics of ballastless track wheel-rail vehicle system is established by using linear discrete elastic-yellow damper element connection model; Secondly, the Rough Set Block Neural Network is introduced to optimize the dynamic characteristic analysis model, and the intelligent model of model optimization analysis is established. Finally, the validity of the proposed algorithm is verified by simulation experiments of practical examples. © 2020 - IOS Press and the authors. All rights reserved.",Journal of Intelligent and Fuzzy Systems,10.3233/JIFS-179920,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091075865&doi=10.3233%2fJIFS-179920&partnerID=40&md5=689c3c3b2818b751eebc9bed96725a53,2020,7/20/21 15:49,7/20/21 15:49,538
5A7944LD,journalArticle,2014,"Muggleton, S.",Alan turing and the development of artificial intelligence,1,,survey,"During the centennial year of his birth Alan Turing (1912-1954) has been widely celebrated as having laid the foundations for Computer Science, Automated Decryption, Systems Biology and the Turing Test. In this paper we investigate Turing's motivations and expectations for the development of Machine Intelligence, as expressed in his 1950 article in Mind. We show that many of the trends and developments within AI over the last 50 years were foreseen in this foundational paper. In particular, Turing not only describes the use of Computational Logic but also the necessity for the development of Machine Learning in order to achieve human-level AI within a 50 year time-frame. His description of the Child Machine (a machine which learns like an infant) dominates the closing section of the paper, in which he provides suggestions for how AI might be achieved. Turing discusses three alternative suggestions which can be characterised as: (1) AI by programming, (2) AI by ab initio machine learning and (3) AI using logic, probabilities, learning and background knowledge. He argues that there are inevitable limitations in the first two approaches and recommends the third as the most promising. We compare Turing's three alternatives to developments within AI, and conclude with a discussion of some of the unresolved challenges he posed within the paper. © 2014 - IOS Press and the authors.",AI Communications,10.3233/AIC-130579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889667265&doi=10.3233%2fAIC-130579&partnerID=40&md5=8f35b384c0c2190c011f3749a71f29c8,2014,7/20/21 15:49,7/20/21 15:49,539
WDWYXV4W,journalArticle,2020,"Chakraborty, M.; Biswas, S.K.; Purkayastha, B.",Rule extraction from neural network trained using deep belief network and back propagation,1,,rule-extraction,"Representing the knowledge learned by neural networks in the form of interpretable rules is a prudent technique to justify the decisions made by neural networks. Heretofore many algorithms exist to extract symbolic rules from neural networks, but among them, a few extract rules from deep neural networks trained using deep learning techniques. So, this paper proposes an algorithm to extract rules from a multi-hidden layer neural network, pre-trained using deep belief network and fine-tuned using back propagation. The algorithm analyzes each node of a layer and extracts knowledge from each layer separately. The process of knowledge extraction from the first hidden layer is different from the other layers. Consecutively, the algorithm combines all the knowledge extracted and refines them to construct a final ruleset consisting of symbolic rules. The algorithm further subdivides the subspace of a rule in the ruleset if it satisfies certain conditions. Results show that the algorithm extracted rules with higher accuracy compared to some existing rule extraction algorithms. Other than accuracy, the efficacy of the extracted rules is also validated with fidelity and various other performance measures. © 2020, Springer-Verlag London Ltd., part of Springer Nature.",Knowledge and Information Systems,10.1007/s10115-020-01473-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085080273&doi=10.1007%2fs10115-020-01473-0&partnerID=40&md5=5fe2c035d5d7c117d36315294ca03069,2020,7/20/21 15:49,7/20/21 15:49,545
F82SSRUW,journalArticle,2016,"Panda, M.; Abraham, A.; Tripathy, B.K.",Soft granular computing based classification using hybrid fuzzy-KNN-SVM,1,,granular,"This paper aims at providing the concept of information granulation in Granular computing based pattern classification that is used to deal with incomplete, unreliable, uncertain knowledge from the view of a dataset. Data Discretization provides us the granules which further can be used to classify the instances. We use Equal width and Equal frequency Discretization as unsupervised ones; Fayyad-Irani's Minimum description length and Kononenko's supervised discretization approaches along with Fuzzy logic, neural network, Support vector machine and their hybrids to develop an efficient granular information processing paradigm. The experimental results show the effectiveness of our approach. We use benchmark datasets in UCI Machine Learning Repository in order to verify the performance of granular computing based approach in comparison with other existing approaches. Finally, we perform statistical significance test for confirming validity of the results obtained. © 2016 IOS Press and the authors. All rights reserved.",Intelligent Decision Technologies,10.3233/IDT-150243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960844134&doi=10.3233%2fIDT-150243&partnerID=40&md5=144a1af2b7b1fa9981aecf8a29c273b8,2016,7/20/21 15:49,7/20/21 15:49,546
XWFGXQVI,journalArticle,2016,"Chang, J.W.; Lee, M.C.; Wang, T.I.",Integrating a semantic-based retrieval agent into case-based reasoning systems: A case study of an online bookstore,1,,text,"Natural language search engines should be developed to provide a friendly environment for business-to-consumer e-commerce that reduce the fatigue customers experience and help them decide what to buy. To support product information retrieval and reuse, this paper presents a novel framework for a case-based reasoning system that includes a collaborative filtering mechanism and a semantic-based case retrieval agent. Furthermore, the case retrieval agent integrates short-text semantic similarity (STSS) and recognizing textual entailment (RTE). The proposed approach was evaluated using competitive methods in the performance of STSS and RTE, and according to the results, the proposed approach outperforms most previously described approaches. Finally, the effectiveness of the proposed approach was investigated using a case study of an online bookstore, and according to the results of case study, the proposed approach outperforms a compared system using string similarity and an existing e-commerce system, Amazon. © 2015 Elsevier B.V. All rights reserved.",Computers in Industry,10.1016/j.compind.2015.10.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949948395&doi=10.1016%2fj.compind.2015.10.007&partnerID=40&md5=5d50ebbcb2986b1ddeb5d29317d902b8,2016,7/20/21 15:49,7/20/21 15:49,549
6D9FGR2F,journalArticle,2018,"Zhao, J.; Hei, X.; Shi, Z.; Dong, L.; Liu, Y.; Yan, R.; Li, X.",Regression learning based on incomplete relationships between attributes,1,,UNK,"In recent years, machine learning researchers have focused on methods to construct flexible and interpretable regression models. However, the method of obtaining complete knowledge from incomplete and fuzzy prior knowledge and the trade-off between the generalization performance and the interpretability of the model are very important factors to consider. In this paper, we propose a new regression learning method. Complete relationships are obtained from the incomplete fuzzy relationships between attributes by using Markov logic networks [29]. The complete relationships are then applied to constrain the shape of the regression model in the optimization procedure to solve the trade-off problem. Finally, the benefits of our approach are illustrated on benchmark data sets and in real-world experiments. © 2017 Elsevier Inc.",Information Sciences,10.1016/j.ins.2017.09.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029445554&doi=10.1016%2fj.ins.2017.09.023&partnerID=40&md5=68bc8ba9680a10683af2b1ca642f64e4,2018,7/20/21 15:49,7/20/21 15:49,551
2KKWBRNS,journalArticle,2020,"Mežnar, S.; Lavrač, N.; Škrlj, B.",SNoRe: Scalable Unsupervised Learning of Symbolic Node Representations,1,,UNK,"Learning from complex real-life networks is a lively research area, with recent advances in learning information-rich, low-dimensional network node representations. However, state-of-the-art methods are not necessarily interpretable and are therefore not fully applicable to sensitive settings in biomedical or user profiling tasks, where explicit bias detection is highly relevant. The proposed SNoRe (Symbolic Node Representations) algorithm is capable of learning symbolic, human-understandable representations of individual network nodes, based on the similarity of neighborhood hashes which serve as features. SNoRe's interpretable features are suitable for direct explanation of individual predictions, which we demonstrate by coupling it with the widely used instance explanation tool SHAP to obtain nomograms representing the relevance of individual features for a given classification. To our knowledge, this is one of the first such attempts in a structural node embedding setting. In the experimental evaluation on eleven real-life datasets, SNoRe proved to be competitive to strong baselines, such as variational graph autoencoders, node2vec and LINE. The vectorized implementation of SNoRe scales to large networks, making it suitable for contemporary network learning and analysis tasks. © 2013 IEEE.",IEEE Access,10.1109/ACCESS.2020.3039541,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096825835&doi=10.1109%2fACCESS.2020.3039541&partnerID=40&md5=e8441cda5e249a2b1df7ec5142d27062,2020,7/20/21 15:49,7/20/21 15:49,568
TZB3DZY9,journalArticle,2019,"Westphal, P.; Bühmann, L.; Bin, S.; Jabeen, H.; Lehmann, J.",SML-Bench - A benchmarking framework for structured machine learning,1,,SW,"The availability of structured data has increased significantly over the past decade and several approaches to learn from structured data have been proposed. These logic-based, inductive learning methods are often conceptually similar, which would allow a comparison among them even if they stem from different research communities. However, so far no efforts were made to define an environment for running learning tasks on a variety of tools, covering multiple knowledge representation languages. With SML-Bench, we propose a benchmarking framework to run inductive learning tools from the ILP and semantic web communities on a selection of learning problems. In this paper, we present the foundations of SML-Bench, discuss the systematic selection of benchmarking datasets and learning problems, and showcase an actual benchmark run on the currently supported tools. © 2019 - IOS Press and the authors. All rights reserved.",Semantic Web,10.3233/SW-180308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060949735&doi=10.3233%2fSW-180308&partnerID=40&md5=24363c13d83ab892a4fbe831c04e5afa,2019,7/20/21 15:49,7/20/21 15:49,574
K75C7DPI,journalArticle,2014,"Won, S.Y.; Lee, H.; Kim, T.",Ontology mediation approach using formal concept analysis,1,,SW,"Ontology mediation enables the interoperability of heterogeneous semantic data sources. Ontology mediation includes operations such as, mapping, alignment, matching, merging and integration. Formal Concept Analysis (FCA) is a machine learning technique which represents some association between the merged concepts. This paper proposes ontology mediation approach using FCA techniques. FCA has the capability of deriving a concept hierarchy or formal ontology from a collection of objects and properties. Thus, FCA can discover and position new concepts in the merged ontology. Ontology mediation includes ontology mapping, ontology alignment and ontology merging. The proposed model is implemented using an example ontology case. © 2014 ICIC International.","ICIC Express Letters, Part B: Applications",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893194882&partnerID=40&md5=acce44322158fce6db4126076bd4625b,2014,7/20/21 15:49,7/20/21 15:49,575
H3QCZ6XR,journalArticle,2018,"Cocarascu, O.; Toni, F.",Combining deep learning and argumentative reasoning for the analysis of social media textual content using small data sets,1,,text,"The use of social media has become a regular habit for many and has changed the way people interact with each other. In this article, we focus on analyzing whether news headlines support tweets and whether reviews are deceptive by analyzing the interaction or the influence that these texts have on the others, thus exploiting contextual information. Concretely, we define a deep learning method for relation–based argument mining to extract argumentative relations of attack and support. We then use this method for determining whether news articles support tweets, a useful task in fact-checking settings, where determining agreement toward a statement is a useful step toward determining its truthfulness. Furthermore, we use our method for extracting bipolar argumentation frameworks from reviews to help detect whether they are deceptive. We show experimentally that our method performs well in both settings. In particular, in the case of deception detection, our method contributes a novel argumentative feature that, when used in combination with other features in standard supervised classifiers, outperforms the latter even on small data sets. © 2018, 2018 Association for Computational Linguistics Published under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0) license.",Computational Linguistics,10.1162/coli_a_00338,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059282814&doi=10.1162%2fcoli_a_00338&partnerID=40&md5=84a4ba12b55e9580be7c28297868b1ff,2018,7/20/21 15:49,7/20/21 15:49,582
3NLTZ2RZ,journalArticle,2016,"Jiménez, P.; Corchuelo, R.",Roller: a novel approach to Web information extraction,1,,text,"The research regarding Web information extraction focuses on learning rules to extract some selected information from Web documents. Many proposals are ad hoc and cannot benefit from the advances in machine learning; furthermore, they are likely to fade away as the Web evolves, and their intrinsic assumptions are not satisfied. Some authors have explored transforming Web documents into relational data and then using techniques that got inspiration from inductive logic programming. In theory, such proposals should be easier to adapt as the Web evolves because they build on catalogues of features that can be adapted without changing the proposals themselves. Unfortunately, they are difficult to scale as the number of documents or features increases. In the general field of machine learning, there are propositio-relational proposals that attempt to provide effective and efficient means to learn from relational data using propositional techniques, but they have seldom been explored regarding Web information extraction. In this article, we present a new proposal called Roller: it relies on a search procedure that uses a dynamic flattening technique to explore the context of the nodes that provide the information to be extracted; it is configured with an open catalogue of features, so that it can adapt to the evolution of the Web; it also requires a base learner and a rule scorer, which helps it benefit from the continuous advances in machine learning. Our experiments confirm that it outperforms other state-of-the-art proposals in terms of effectiveness and that it is very competitive in terms of efficiency; we have also confirmed that our conclusions are solid from a statistical point of view. © 2016, Springer-Verlag London.",Knowledge and Information Systems,10.1007/s10115-016-0921-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960355231&doi=10.1007%2fs10115-016-0921-4&partnerID=40&md5=0d194e0db3f1298e95a16b53f1f94b22,2016,7/20/21 15:49,7/20/21 15:49,585
