Key,Title,Abstract,include_aparna,include_kyle
MRPX5C87,Symbolic data analysis to defy low signal-to-noise ratio in microarray data for breast cancer prognosis,"Microarray profiling has recently generated the hope to gain new insights into breast cancer biology and thereby improve the performance of current prognostic tools. However, it also poses several serious challenges to classical data analysis techniques related to the characteristics of resulting data, mainly high dimensionality and low signal-to-noise ratio. Despite the tremendous research work performed to handle the first challenge in the feature selection framework, very little attention has been directed to address the second one. We propose in this article to address both issues simultaneously based on symbolic data analysis capabilities in order to derive more accurate genetic marker-based prognostic models. In particular, interval data representation is employed to model various uncertainties in microarray measurements. A recent feature selection algorithm that handles symbolic interval data is used then to derive a genetic signature. The predictive value of the derived signature is then assessed by following a rigorous experimental setup and compared with existing prognostic approaches in terms of predictive performance and estimated survival probability. It is shown that the derived signature (GenSym) performs significantly better than other prognostic models, including the 70-gene signature, St. Gallen, and National Institutes of Health criteria. © Copyright 2013, Mary Ann Liebert, Inc. 2013.",0,0
W343HNE7,Visual Content Learning in a Cognitive Vision Platform for Hazard Control (CVP-HC),"This work is part of an effort for the development of a Cognitive Vision Platform for Hazard Control (CVP-HC) for applications in industrial workplaces, adaptable to a wide range of environments. The paper focuses on hazards resulted from the nonuse of personal protective equipment (PPE). Given the results of previous analysis of supervised techniques for the problem of classification of a few PPE (boots, hard hats, and gloves extracted from frames of low resolution videos), which found the Deep Learning (DL) methods as the most suitable ones to integrate our platform, the objective of this paper is to test two DL algorithms: Single Shot Detector (SSD) and Faster Region-based Convolutional Network (Faster R-CNN). The testing uses pretrained models on a second version of our PPE dataset (containing 11 classes of objects) and evaluates which of examined algorithms is more appropriate to compose our system reasoning. © 2019, © 2019 Taylor & Francis Group, LLC.",0,0
PN8G2HTP,Physics-based scene-level reasoning for object pose estimation in clutter,"This paper focuses on vision-based pose estimation for multiple rigid objects placed in clutter, especially in cases involving occlusions and objects resting on each other. Progress has been achieved recently in object recognition given advancements in deep learning. Nevertheless, such tools typically require a large amount of training data and significant manual effort to label objects. This limits their applicability in robotics, where solutions must scale to a large number of objects and variety of conditions. Moreover, the combinatorial nature of the scenes that could arise from the placement of multiple objects is difficult to capture in the training dataset. Thus, the learned models might not produce the desired level of precision required for tasks, such as robotic manipulation. This work proposes an autonomous process for pose estimation that spans from data generation to scene-level reasoning and self-learning. In particular, the proposed framework first generates a labeled dataset for training a convolutional neural network (CNN) for object detection in clutter. These detections are used to guide a scene-level optimization process, which considers the interactions between the different objects present in the clutter to output pose estimates of high precision. Furthermore, confident estimates are used to label online real images from multiple views and re-train the process in a self-learning pipeline. Experimental results indicate that this process is quickly able to identify in cluttered scenes physically consistent object poses that are more precise than those found by reasoning over individual instances of objects. Furthermore, the quality of pose estimates increases over time given the self-learning process. © The Author(s) 2019.",0,0
2FE2GRPE,Two complementary methods for the computational modeling of cleaning processes in food industry,"Insufficient cleaning in the food industry can create serious hygienic risks. However, when attempting to avoid these risks, food-processing plants frequently tend to clean for too long, at extremely high temperatures, or with too many chemicals, resulting in high cleaning costs and severe environmental impacts. Therefore, the optimization of cleaning processes in the food industry has significant economic and ecological potential. Unfortunately, in-situ assessments of cleaning processes are difficult, and the multitude of different cleaning situations complicates the definition of a comprehensive approach. In this study, two methodological approaches for the comprehensive modeling of cleaning processes are introduced. The resulting models facilitate comparisons of different cleaning processes and they can be scaled up for processes with similar conditions, using cleaning time as a response. A dimensional analysis is performed to obtain general results and to allow transfer of the approaches to other cleaning situations. The models are established according to the statistical rules for the deduction of multiple regression equations for the prediction of the response based on the input parameters. The terms of the model equation are confirmed with a significance analysis. A machine learning approach is also used to create model equations with symbolic regression. Both methods and the obtained model equations are validated. The two applied approaches reveal similar significant terms and models. Significant dimensionless numbers are the Reynolds number, the density number that describes the ratio of the density of the soil to the density of the cleaning agent, and the soil number, which is a new dimensionless number that characterizes the properties of food soils. The methodology of both approaches is transparent; therefore, the resulting equations can be compared and similarities are found. Both methods are deemed applicable for the computational modeling of cleaning processes in food industry. © 2020",0,0
L5FKAPGN,Using extended siamese networks to provide decision support in aquaculture operations,"Aquaculture as an industry is quickly expanding. As a result, new aquaculture sites are being established at more exposed locations previously deemed unfit because they are more difficult and resource demanding to safely operate than are traditional sites. To help the industry deal with these challenges, we have developed a decision support system to support decision makers in establishing better plans and make decisions that facilitate operating these sites in an optimal manner. We propose a case-based reasoning system called aquaculture case-based reasoning (AQCBR), which is able to predict the success of an aquaculture operation at a specific site, based on previously applied and recorded cases. In particular, AQCBR is trained to learn a similarity function between recorded operational situations/cases and use the most similar case to provide explanation-by-example information for its predictions. The novelty of AQCBR is that it uses extended Siamese neural networks to learn the similarity between cases. Our extensive experimental evaluation shows that extended Siamese neural networks outperform state-of-the-art methods for similarity learning in this task, demonstrating the effectiveness and the feasibility of our approach. © 2021, The Author(s).",0,0
JS7C6KIH,"Spectrum Intelligent Radio: Technology, Development, and Future Trends","The advent of Industry 4.0 with massive connectivity places significant strains on the current spectrum resources, and challenges the industry and regulators to respond promptly with new disruptive spectrum management strategies. The envisioned spectrum intelligent radio has long been promised to unlock the full potential of spectrum resource. However, the current radio development, with certain elements of intelligence, is nowhere near showing an agile response to the complex radio environments. Following the line of intelligence, we propose to classify spectrum intelligent radio into three streams: classical signal processing, machine learning (ML), and contextual adaptation. We focus on the ML approach, and propose a new intelligent radio architecture with three hierarchical forms: perception, understanding, and reasoning. For each form, we propose some preliminary methods. The proposed perception method achieves fully blind multi-level spectrum sensing. The understanding method accurately predicts the primary users' coverage across a large area, and the reasoning method performs near-optimal idle channel selection. Opportunities, challenges, and future visions are also discussed for the realization of a fully intelligent radio. © 1979-2012 IEEE.",0,0
F6CE42MS,Binary classification in unstructured space with hypergraph case-based reasoning,"Binary classification is one of the most common problem in machine learning. It consists in predicting whether a given element belongs to a particular class. In this paper, a new algorithm for binary classification is proposed using a hypergraph representation. The method is agnostic to data representation, can work with multiple data sources or in non-metric spaces, and accommodates with missing values. As a result, it drastically reduces the need for data preprocessing or feature engineering. Each element to be classified is partitioned according to its interactions with the training set. For each class, a seminorm over the training set partition is learnt to represent the distribution of evidence supporting this class. Empirical validation demonstrates its high potential on a wide range of well-known datasets and the results are compared to the state-of-the-art. The time complexity is given and empirically validated. Its robustness with regard to hyperparameter sensitivity is studied and compared to standard classification methods. Finally, the limitation of the model space is discussed, and some potential solutions proposed. © 2019 Elsevier Ltd",0,0
7DRQNQ69,SCBM: soft case base maintenance method based on competence model,"This paper concerns one of intelligent computational techniques which is case based reasoning (CBR) more particularly the case base maintenance (CBM). It aims to ensure the CBR systems quality. Throughout this paper, we were faced to a problematic question: how to shrink the size of the case base while preserving as much as possible the performance and the competence of the CBR system in soft context. To answer this question, we have first analyzed and revised the theoretical foundations of the existing CBM methods. Then, we have proposed a novel soft case base maintenance (SCBM) method based on a soft competence model (SCM) and a fuzzy clustering technique. Our method has the objective to guarantee the CBR systems efficiency in terms of improving the competence, and reducing both the storage requirements and search time. We support our approach with empirical evaluation using different benchmark data sets to show the effectiveness of our method in terms of improving the competence and the performance of the system. © 2017 Elsevier B.V.",0,0
948BANJ5,Semantic video labeling by developmental visual agents,"In the recent years, computer vision has been undergoing a period of great development, testified by the many successful applications that are currently available in a variety of industrial products. Yet, when we come to the most challenging and foundational problem of building autonomous agents capable of performing scene understanding in unrestricted videos, there is still a lot to be done. In this paper we focus on semantic labeling of video streams, in which a set of semantic classes must be predicted for each pixel of the video. We propose to attack the problem from bottom to top, by introducing Developmental Visual Agents (DVAs) as general purpose visual systems that can progressively acquire visual skills from video data and experience, by continuously interacting with the environment and following lifelong learning principles. DVAs gradually develop a hierarchy of architectural stages, from unsupervised feature extraction to the symbolic level, where supervisions are provided by external users, pixel-wise. Differently from classic machine learning algorithms applied to computer vision, which typically employ huge datasets of fully labeled images to perform recognition tasks, DVAs can exploit even a few supervisions per semantic category, by enforcing coherence constraints based on motion estimation. Experiments on different vision tasks, performed on a variety of heterogeneous visual worlds, confirm the great potential of the proposed approach. © 2016 Elsevier Inc. All rights reserved.",0,0
J5UZZCST,A Semi-Supervised Paraphrase Identification Model Based on Multi-Granularity Interaction Reasoning,"Conventional paraphrase identification (PI) models based on deep learning usually focus on text representation and ignore the mining and matching of multi-granular interaction features. In addition, supervised learning relies on a large labeled data. However, labeled training set for PI is small in comparison with the high complexity of the task. To solve the problems, we propose a semi-supervised deep learning framework for PI. We use a neural encoder with word-by-word attention mechanism to reason equivalence or contradiction over pairs of words, phrases and sentences. We employ a two-stage training procedure. First, we use a language modeling objective to learn the initial parameters on the unlabeled corpora of more than one million pairs of sentences. This is followed by a supervised training, where we adapt these parameters to a specific classification task with labeled data. Experimental results on MRPC (Microsoft Research Paraphrase Corpus) and SICK (Sentences Involving Compositional Knowledge) datasets demonstrate the effectiveness of our approach. Compared with the previous neural network models, we achieve absolute improvements in accuracy of 7.6% and F1 of 5.4% on MRPC, Pearson's r of 4.5% and Spearman's\rho of 5.1% on SICK. © 2013 IEEE.",1,0
ZPVH4GZ4,Hierarchical Fused Model with Deep Learning and Type-2 Fuzzy Learning for Breast Cancer Diagnosis,"Breast cancer diagnosis based on medical imaging necessitates both fine-grained lesion segmentation and disease grading. Although deep learning (DL) offers an emerging and powerful paradigm of feature learning for these two tasks, it is hampered from popularizing in practical application due to the lack of interpretability, generalization ability, and large labeled training sets. In this article, we propose a hierarchical fused model based on DL and fuzzy learning to overcome the drawbacks for pixelwise segmentation and disease grading of mammography breast images. The proposed system consists of a segmentation model (ResU-segNet) and a hierarchical fuzzy classifier (HFC) that is a fusion of interval type-2 possibilistic fuzzy c-means and fuzzy neural network. The ResU-segNet segments the masks of mass regions from the images through convolutional neural networks, while the HFC encodes the features from mass images and masks to obtain the disease grading through fuzzy representation and rule-based learning. Through the integration of feature extraction aided by domain knowledge and fuzzy learning, the system achieves favorable performance in a few-shot learning manner, and the deterioration of cross-dataset generalization ability is alleviated. In addition, the interpretability is further enhanced. The effectiveness of the proposed system is analyzed on the publicly available mammogram database of INbreast and a private database through cross-validation. Thorough comparative experiments are also conducted and demonstrated. © 1993-2012 IEEE.",0,0
NWG2B2ZI,Intelligent software engineering in the context of agile software development: A systematic literature review,"CONTEXT: Intelligent Software Engineering (ISE) refers to the application of intelligent techniques to software engineering. We define an “intelligent technique” as a technique that explores data (from digital artifacts or domain experts) for knowledge discovery, reasoning, learning, planning, natural language processing, perception or supporting decision-making. OBJECTIVE: The purpose of this study is to synthesize and analyze the state of the art of the field of applying intelligent techniques to Agile Software Development (ASD). Furthermore, we assess its maturity and identify adoption risks. METHOD: Using a systematic literature review, we identified 104 primary studies, resulting in 93 unique studies. RESULTS: We identified that there is a positive trend in the number of studies applying intelligent techniques to ASD. Also, we determined that reasoning under uncertainty (mainly, Bayesian network), search-based solutions, and machine learning are the most popular intelligent techniques in the context of ASD. In terms of purposes, the most popular ones are effort estimation, requirements prioritization, resource allocation, requirements selection, and requirements management. Furthermore, we discovered that the primary goal of applying intelligent techniques is to support decision making. As a consequence, the adoption risks in terms of the safety of the current solutions are low. Finally, we highlight the trend of using explainable intelligent techniques. CONCLUSION: Overall, although the topic area is up-and-coming, for many areas of application, it is still in its infancy. So, this means that there is a need for more empirical studies, and there are a plethora of new opportunities for researchers. © 2019 Elsevier B.V.",0,0
MGCPJT4Y,Business process verification and restructuring LTL formula based on machine learning approach,"It is important to deal with rapidly changing environments (regulations, customer behavior change, and process improvement etc.) to keep achieving business goals. Therefore, verification for business process in various phases are needed to make sure of goal achievements. LTL (Linear Temporal Logic) verification is an important method for checking a specific property to be satisfied with business processes, but correctly writing formal language like LTL is difficult. Lacks of domain knowledge and knowledge of mathematical logics have bad influence on writing LTL formulas. In this paper, we use LTL verification and prediction based on decision tree learning for verification of specific properties. Furthermore, we helps writing properly LTL formula for representing the correct desirable property using decision tree constrction. We conducted a case study for evaluations. © Springer International Publishing Switzerland 2016.",0,0
95SRWHND,Anticipatory mobile computing: A survey of the state of the art and research challenges,"Today's mobile phones are far from the mere communication devices they were 10 years ago. Equipped with sophisticated sensors and advanced computing hardware, phones can be used to infer users' location, activity, social setting, and more. As devices become increasingly intelligent, their capabilities evolve beyond inferring context to predicting it, and then reasoning and acting upon the predicted context. This article provides an overview of the current state of the art in mobile sensing and context prediction paving the way for full-fledged anticipatory mobile computing. We present a survey of phenomena that mobile phones can infer and predict, and offer a description of machine learning techniques used for such predictions. We then discuss proactive decision making and decision delivery via the user-device feedback loop. Finally, we discuss the challenges and opportunities of anticipatory mobile computing. © 2015 ACM.",0,0
7UVV8IEJ,A discretely adaptive connection logic network,"This paper proposes a new model for a theoretical neural network that can be used as a guide for the design of future (quantum or optical) computational technologies. The model utilizes a uniformly connected nodal structure, where the connections are discretely adaptive and the nodes act as simple gatekeepers. The model replicates all known logics used in current electronics, such as AND, OR, XNOR, XOR, NOR, XNOR, NAND and NOT. Additionally, by using recurrent negating connections the model easily creates XOR gates, and adds novel sided and favoured gates. This model also facilitates the creation of ternary to n-ary gates, and it simplifies the creation of a number of majority functions (especially for an odd number of inputs). Also, as a multi-layered neural network, the model allows learning back propagation through the use of its negating connections. Finally, because of its adaptive connections, parts of the network can be used as internal memory. Overall, the model provides backward compatibility to existing CMOS circuitry, while opening up a number of new logics and architectures for neural computing. © 2019",0,0
9MZYR2WH,Recent progresses on object detection: a brief review,"Object detection, aiming at locating objects from a large number of specific categories in natural images, is a fundamental but challenging task in the field of computer vision. Recent years have seen significant progress of object detection using deep CNN mainly due to its robust feature representation ability. The goal of this paper is to provide a simple but comprehensive survey of the recent improvements in object detection in the era of deep learning. More than 100 key contributions are investigated mainly from five directions: architecture diagram, contextual reasoning, multi-layer exploiting, training strategy, and others which includes some other progress like real-time object detectors and works borrowing the idea from RNN and GAN. We discuss comprehensive but straightforward experimental comparisons under widely used benchmarks and metrics. This review finishes by providing promising trends for future research. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",0,0
4XQVNZV2,Deep Learning Based Advanced Spatiooral Extraction Model in Medical Sports Rehabilitation for Motion Analysis and Data Processing,"Presently, A wide range of unlabeled and minimal style data significantly decreases the current motion sequence's reuse ability. An important method of data reuse has a successful classification and fragment separation, which has been discussed in this research. This paper focuses on these particular problems and the tremendous progress of deep learning in design and symbolic fields. A Limited Boltzmann Model (LBM) theory is based on the Advanced Spatiooral Extraction Model (ASTEM), which has been used for analyzing the physiological motion of human skeletons. There are primarily three aspects to the results of the study. (1) For constructing a semi-combination model, the stack factor decomposition is used as a spatiotemporal model function and LBM discrimination. (2), Optimized algorithm used to create the three-channel generative LBM model using the weight decomposition idea and then extract the time and space-based abstract properties of the original motion series. (3) The unsupervised related model of frame detection is built using the perception of human interaction through 3D convolution LBM. A significant research direction of the medical analysis and extraction of sports data is used appropriately to interpret and gain valuable information and knowledge from motion analyses. Experimental outcomes show that this technique offers technical assistance and guidance for implementing a real cloud-based fusion system. © 2013 IEEE.",0,0
TBJ6EUJC,An explainable AI decision-support-system to automate loan underwriting,"Widespread adoption of automated decision making by artificial intelligence (AI) is witnessed due to specular advances in computation power and improvements in optimization algorithms especially in machine learning (ML). Complex ML models provide good prediction accuracy; however, the opacity of ML models does not provide sufficient assurance for their adoption in the automation of lending decisions. This paper presents an explainable AI decision-support-system to automate the loan underwriting process by belief-rule-base (BRB). This system can accommodate human knowledge and can also learn from historical data by supervised learning. The hierarchical structure of BRB can accommodates factual and heuristic rules. The system can explain the chain of events leading to a decision for a loan application by the importance of an activated rule and the contribution of antecedent attributes in the rule. A business case study on automation of mortgage underwriting is demonstrated to show that the BRB system can provide a good trade-off between accuracy and explainability. The textual explanation produced by the activation of rules could be used as a reason for denial of a loan. The decision-making process for an application can be comprehended by the significance of rules in providing the decision and contribution of its antecedent attributes. © 2019",1,1
2U4V9L7M,An interpretable boosting model to predict side effects of analgesics for osteoarthritis,"Background: Osteoarthritis (OA) is the most common disease of arthritis. Analgesics are widely used in the treat of arthritis, which may increase the risk of cardiovascular diseases by 20% to 50% overall.There are few studies on the side effects of OA medication, especially the risk prediction models on side effects of analgesics. In addition, most prediction models do not provide clinically useful interpretable rules to explain the reasoning process behind their predictions. In order to assist OA patients, we use the eXtreme Gradient Boosting (XGBoost) method to balance the accuracy and interpretability of the prediction model. Results: In this study we used the XGBoost model as a classifier, which is a supervised machine learning method and can predict side effects of analgesics for OA patients and identify high-risk features (RFs) of cardiovascular diseases caused by analgesics. The Electronic Medical Records (EMRs), which were derived from public knee OA studies, were used to train the model. The performance of the XGBoost model is superior to four well-known machine learning algorithms and identifies the risk features from the biomedical literature. In addition the model can provide decision support for using analgesics in OA patients. Conclusion: Compared with other machine learning methods, we used XGBoost method to predict side effects of analgesics for OA patients from EMRs, and selected the individual informative RFs. The model has good predictability and interpretability, this is valuable for both medical researchers and patients. © 2018 The Author(s).",0,0
8ATUXH3H,Temporal logic learning-based anomaly detection in metroplex terminal airspace operations,"The airspace system is a complex dynamical system with complicated controlled interactions between its constituent subsystems – terminal airspace, en-route airspace, and ground. Of these, air traffic management in the multi-airport (metroplex) terminal airspace is one of the most complicated subsystems to manage, especially due to the interactions between proximal airports. Analyzing anomalous behaviors in the metroplex is emerging as a key problem in understanding air traffic management complexity and safety. Although physics-based approaches have been studied in-depth for this application, newfound interest has been observed to use recorded time-series air traffic surveillance and airport operations datasets for this purpose. In this paper, we propose a machine learning-based anomaly detection algorithm that generates mathematical models to detect anomalies in metroplex operations. Several machine learning algorithms have been developed to detect anomalies using only air traffic surveillance data, but there is a significant scope of improvement by including airport operational characteristics as well, since integrating such closely-controlled metroplex operational datasets allows the developed models to effectively detect anomalies. The key contribution of this paper is in allowing anomaly detection models to recursively update so as to adapt to changes in metroplex operations. The proposed algorithm is demonstrated with real air traffic surveillance and airport operations datasets at LaGuardia, John F. Kennedy, and Newark airports, thereby detecting anomalies for operations in the New York metroplex. © 2021 Elsevier Ltd",0,0
LN3B9I9X,An intelligent flow-based and signature-based IDS for SDNs using ensemble feature selection and a multi-layer machine learning-based classifier,"Software-defined networking is a new paradigm that overcomes problems associated with traditional network architecture by separating the control logic from data plane devices. It also enhances performance by providing a highly-programmable interface that adapts to dynamic changes in network policies. As software-defined networking controllers are prone to single-point failures, providing security is one of the biggest challenges in this framework. This paper intends to provide an intrusion detection mechanism in both the control plane and data plane to secure the controller and forwarding devices respectively. In the control plane, we imposed a flow-based intrusion detection system that inspects every new incoming flow towards the controller. In the data plane, we assigned a signature-based intrusion detection system to inspect traffic between Open Flow switches using port mirroring to analyse and detect malicious activity. Our flow-based system works with the help of trained, multi-layer machine learning-based classifier, while our signature-based system works with rule-based classifiers using the Snort intrusion detection system. The ensemble feature selection technique we adopted in the flow-based system helps to identify the prominent features and hasten the classification process. Our proposed work ensures a high level of security in the Software-defined networking environment by working simultaneously in both control plane and data plane. © 2021-IOS Press. All rights reserved.",0,0
ESSZJL2U,Exploiting macro-actions and predicting plan length in planning as satisfiability,"The use of automatically learned knowledge for a planning domain can significantly improve the performance of a generic planner when solving a problem in this domain. In this work, we focus on the well-known SAT-based approach to planning and investigate two types of learned knowledge: macro-actions and planning horizon. Macro-actions are sequences of actions that typically occur in the solution plans, while a planning horizon of a problem is the length of a (possibly optimal) plan solving it. We propose a method that uses a machine learning tool for building a predictive model of the optimal planning horizon, and variants of the well-known planner SatPlan and solver MiniSat that can exploit macro actions and learned planning horizons to improve their performance. An experimental analysis illustrates the effectiveness of the proposed techniques demonstrating that significant speedups can be obtained. © 2015-IOS Press and the authors. All rights reserved.",0,0
G6T5N4DJ,An effective secret image sharing using quantum logic and GPGPU based EDNN super-resolution,"This paper presented an effective secret image sharing with super-resolution utilizing quantum logic and enthalpy based adaptive deep neural network. The proposed technique is processed as; at the sender side, initially secret input image is converted into a halftone image format by utilizing Error diffusion with varying thresholds (EDVT) method. Then in share generation phase, shares are produced with the basis matrix. Here, the basis matrix is created utilizing the quantum logic methodology. Then in embedding phase, discrete wavelet transform (DWT) is utilized for encoding shares. At the receiver side, encoded image is reconstructed using XOR operation and results the low-resolution image. Finally, enthalpy based adaptive deep neural network (EDNN) is designed with the General Purpose Graphic Processing Unit (GPGPU) to enhance the resolution of the reconstructed images and to lessen the time complexity of deep learning. Here, the EDNN is adapted with the enthalpy based normalization to mitigate the over fitting in layers of deep neural network. Furthermore, the proficiency of the proposed work improved in terms of normalized cross correlation, normalized absolute error, peak signal to noise ratio, mean square error and execution time by deploying images among CPU and GPGPU in an enhanced manner. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",0,0
A33EPND6,A Hybrid Service Selection and Composition Model for Cloud-Edge Computing in the Internet of Things,"Cloud-edge computing is a hybrid model of computing where resources and services provided via the Internet of Things (IoT) between large-scale and long-term data informs of the cloud layer and small-scale and short-term data as edge layer. The main challenge of the cloud service providers is to select the optimal candidate services that are doing the same work but offer different Quality of Service (QoS) values in IoT applications. Service composition in cloud-edge computing is an NP-hard problem; therefore, many meta-heuristic methods introduced to solve this issue. Also, the correctness of meta-heuristic and machine learning algorithms for evaluating service composition problem should be proven using formal methods to guarantee functional and non-functional specifications. In this paper, a hybrid Artificial Neural Network-based Particle Swarm Optimization (ANN-PSO) Algorithm presented to enhance the QoS factors in cloud-edge computing. To illustrate the correctness and improve the reachability rate of candidate composited services and QoS factors for the proposed hybrid algorithm, we present a formal verification method based on a labeled transition system to check some critical Linear Temporal Logics (LTL) formulas. The experimental results illustrated the high performance of the proposed model in terms of minimum verification time, memory consumption, and guaranteeing critical specifications rules as the Linear Temporal Logic (LTL) formulas. Also, we observed that the proposed model has optimal response time, availability, and price with maximum fitness function value than other service composition algorithms. © 2013 IEEE.",0,0
EQR62SUA,Early anomaly detection in smart home: A causal association rule-based approach,"As the world's population grows older, an increasing number of people are facing health issues. For the elderly, living alone can be difficult and dangerous. Consequently, smart homes are becoming increasingly popular. A sensor-rich environment can be exploited for healthcare applications, in particular, anomaly detection (AD). The literature review for this paper showed that few works consider environmental factors to detect anomalies. Instead, the focus is on user activity and checking whether it is abnormal, i.e., does not conform to expected behavior. Furthermore, reducing the number of anomalies using early detection is a major issue in many applications. In this context, anomaly-cause discovery may be helpful in recommending actions that may prevent risk. In this paper, we present a novel approach for detecting the risk of anomalies occurring in the environment regarding user activities. The method relies on anomaly-cause extraction from a given dataset using causal association rules mining. These anomaly causes are utilized afterward for real-time analysis to detect the risk of anomalies using the Markov logic network machine learning method. The detected risk allows the method to recommend suitable actions to perform in order to avoid the occurrence of an actual anomaly. The proposed approach is implemented, tested, and evaluated for each contribution using real data obtained from an intelligent environment platform and real data from a clinical datasets. Experimental results prove our approach to be efficient in terms of recognition rate. © 2018 Elsevier B.V.",0,0
RWSZRW6S,SVAS: Surveillance Video Analysis System,"This paper introduces a Surveillance Video Analysis System, called SVAS, for surveillance domain, in which the semantic rules and the definition of event models can be learned or defined by the user for automatic detection and inference of complex video events. In the scope of SVAS, an event model method named Interval-Based Spatio-Temporal Model (IBSTM) is proposed. SVAS can learn action models and event models without any predefined threshold values and generates understandable and manageable IBSTM event models. Hybrid machine learning methods are proposed and used. A set of feature models named Threshold Model, which reflects the spatio-temporal motion analysis of an event, is kept as the first model. As the second model, Bag of Actions (BoA) model is used in order to reduce the search space in the detection phase. Markov Logic Network (MLN) model, which provides understandable and manageable logic predicates for users, is kept as the third model. SVAS has high performance event detection capability due to its interval-based hierarchical manner. It determines related candidate intervals for each main model of IBSTM and uses the related main model when needed rather than using all models as a whole. The main contribution of this study is to fill the semantic gap between humans and video computer systems such that, on the one hand it decreases human intervention through its learning capabilities, but on the other hand it also enables human intervention when necessary through its manageable event model method. The study achieves all of them in the most efficient way through its machine learning methods. The proposed system is applied to different event datasets from CAVIAR, BEHAVE and our synthetic datasets. The experimental results show that our approach improves the event recognition performance and precision as compared to the current state-of-the-art approaches. © 2017 Elsevier Ltd",0,0
9VUI3ZWE,Interpretable neural networks based on continuous-valued logic and multicriteria decision operators,"Combining neural networks with continuous logic and multicriteria decision-making tools can reduce the black-box nature of neural models. In this study, we show that nilpotent logical systems offer an appropriate mathematical framework for hybridization of continuous nilpotent logic and neural models, helping to improve the interpretability and safety of machine learning. In our concept, perceptrons model soft inequalities; namely membership functions and continuous logical operators. We design the network architecture before training, using continuous logical operators and multicriteria decision tools with given weights working in the hidden layers. Designing the structure appropriately leads to a drastic reduction in the number of parameters to be learned. The theoretical basis offers a straightforward choice of activation functions (the cutting function or its differentiable approximation, the squashing function), and also suggests an explanation to the great success of the rectified linear unit (ReLU). In this study, we focus on the architecture of a hybrid model and introduce the building blocks for future applications in deep neural networks. © 2020 Elsevier B.V.",0,1
KKLQLDQG,Pairwise saturations in inductive logic programming,"One of the main issues when using inductive logic programming (ILP) in practice remain the long running times that are needed by ILP systems to induce the hypothesis. We explore the possibility of reducing the induction running times of systems that use asymmetric relative minimal generalisation (ARMG) by analysing the bottom clauses of examples that serve as inputs into the generalisation operator. Using the fact that the ARMG covers all of the examples and that it is a subset of the variabilization of one of the examples, we identify literals that cannot appear in the ARMG and remove them prior to computing the generalisation. We apply this procedure to the ProGolem ILP system and test its performance on several real world data sets. The experimental results show an average speedup of 36% compared to the base ProGolem system and 12% compared to ProGolem extended with caching, both without a decrease in the accuracy of the produced hypotheses. We also observe that the gain from using the proposed method varies greatly, depending on the structure of the data set. © 2016, Springer Science+Business Media Dordrecht.",0,0
QVDA2MWU,WoMan: Logic-based workflow learning and management,"Workflow management is fundamental to efficiently, effectively, and economically carry out complex working and domestic activities. Manual engineering of workflow models is a complex, costly, and error-prone task. The WoMan framework for workflow management is based on first-order logic. Its core is an automatic procedure that learns and refines workflow models from observed cases of process execution. Its innovative peculiarities include incrementality (allowing quick learning even in the presence of noise and changed behavior), strict adherence to the observed practices, ability to learn complex conditions for the workflow components, and improved expressive power compared to the state of the art. This paper presents the entire algorithmic apparatus of WoMan, including translation and learning from a standard log format for case representation, import/export of workflow models from/into standard formalisms (Petri nets), and exploitation of the learned models for process simulation and monitoring. Qualitative and quantitative experimental evaluation shows the power and efficiency of WoMan, both in controlled and in real-world domains. © 2013 IEEE.",0,0
2RBV2J46,Targets Classification Based on Multi-sensor Data Fusion and Supervised Learning for Surveillance Application,"In surveillance application scenarios, like border security and area monitoring, potential targets to be detected may be either an unarmed person, a soldier carrying ferrous weapon or a vehicle. Detection is the first phase of a monitoring process, followed by the target classification phase and finally their tracking if required. This work focuses on classification step, where we introduce our classification approach not too resource-intensive, easy to implement and suitable for large scale environment. For that, we used probabilistic reasoning techniques to address multi sensing data correlation and take advantage of multi-sensor data fusion, then, based on adopted fusion architecture, we implemented our trained classification model in a fusion node, to make the classification more accurate. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",0,0
DIXVTU9Z,Materializing the promises of cognitive IoT: How cognitive buildings are shaping the way,"Relatively tiny examples have demonstrated the potential of cognitive IoT (CIoT) in its full-stack, namely, semantic modeling, learning and reasoning over sensors data, and machine learning, to uncover and expose actionable insights via advanced user interfaces. In this paper, we make the case for the feasibility of CIoT in all of its dimensions. We devise a CIoT architecture that integrates thousands of sensors present in our buildings in order to learn the buildings’ behavior and intuitively assist users in diagnosing and mitigating undesired events. With our architecture, we place emphasis on the scalability and flexibility that reduce the configuration effort. The solution shows the potential of CIoT to create highly scalable, adaptable and interactive IoT systems functioning for buildings and capable of addressing the challenges encountered in the realm of homes, Smart Cities and Industry 4.0. © 2017 IEEE.",0,0
