Scopus Source ID,Title,Citation Count,Scholarly Output,Percent Cited,CiteScore 2020,SNIP,SJR,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Percentile,RANK,Rank Out Of,Publisher,Type,Open Access,Quartile,Top 10% (CiteScore Percentile),URL Scopus Source ID,Print ISSN,E-ISSN
13681,Computer Communications,6546,1198,77,5.5,1.416,0.627,1705,Computer Networks and Communications,79,69,334,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/13681,,1403664
13683,Computer Communication Review,725,153,65,4.7,1.451,0.542,1705,Computer Networks and Communications,74,87,334,ACM,j, NO,2,FALSE,https://www.scopus.com/sourceid/13683,1464833,19435819
13683,Computer Communication Review,725,153,65,4.7,1.451,0.542,1712,Software,65,136,389,ACM,j, NO,2,FALSE,https://www.scopus.com/sourceid/13683,1464833,19435819
13706,Proceedings of the Data Compression Conference,846,328,62,2.6,1.075,0.308,1705,Computer Networks and Communications,50,165,334,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/13706,10680314,
13715,Entropy,16450,4125,71,4,1.059,0.468,1710,Information Systems,66,110,329,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,2,FALSE,https://www.scopus.com/sourceid/13715,10994300,
13799,Problems of Information Transmission,171,105,51,1.6,1.06,0.525,1705,Computer Networks and Communications,37,209,334,Pleiades Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/13799,329460,16083253
13799,Problems of Information Transmission,171,105,51,1.6,1.06,0.525,1706,Computer Science Applications,34,451,693,Pleiades Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/13799,329460,16083253
13799,Problems of Information Transmission,171,105,51,1.6,1.06,0.525,1710,Information Systems,34,215,329,Pleiades Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/13799,329460,16083253
13803,Signal Processing: Image Communication,4053,644,81,6.3,1.494,0.544,1712,Software,77,89,389,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/13803,9235965,
13803,Signal Processing: Image Communication,4053,644,81,6.3,1.494,0.544,1711,Signal Processing,75,27,108,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/13803,9235965,
13803,Signal Processing: Image Communication,4053,644,81,6.3,1.494,0.544,1707,Computer Vision and Pattern Recognition,74,22,85,Elsevier,j, NO,2,FALSE,https://www.scopus.com/sourceid/13803,9235965,
13845,Bulletin of Mathematical Biology,1740,574,69,3,1.044,0.693,1703,Computational Theory and Mathematics,63,49,133,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/13845,928240,15229602
13880,Artificial Intelligence and Law,471,63,79,7.5,3.81,0.856,1702,Artificial Intelligence,81,42,227,Springer Nature,j, NO,1,FALSE,https://www.scopus.com/sourceid/13880,9248463,15728382
13971,Library and Information Science Research,487,133,74,3.7,1.975,1.225,1710,Information Systems,63,120,329,Elsevier,j, NO,2,FALSE,https://www.scopus.com/sourceid/13971,7408188,
14115,Canadian Journal of Information and Library Science,18,37,27,0.5,0.503,0.151,1710,Information Systems,11,292,329,University of Toronto Press,j, NO,4,FALSE,https://www.scopus.com/sourceid/14115,1195096X,
14363,INFOR,164,86,58,1.9,0.789,0.498,1706,Computer Science Applications,41,409,693,Taylor & Francis,j, NO,3,FALSE,https://www.scopus.com/sourceid/14363,3155986,19160615
14363,INFOR,164,86,58,1.9,0.789,0.498,1710,Information Systems,40,195,329,Taylor & Francis,j, NO,3,FALSE,https://www.scopus.com/sourceid/14363,3155986,19160615
14363,INFOR,164,86,58,1.9,0.789,0.498,1711,Signal Processing,35,70,108,Taylor & Francis,j, NO,3,FALSE,https://www.scopus.com/sourceid/14363,3155986,19160615
14388,Information Processing Letters,1076,475,59,2.3,0.836,0.415,1706,Computer Science Applications,46,372,693,Elsevier,j, NO,3,FALSE,https://www.scopus.com/sourceid/14388,200190,
14388,Information Processing Letters,1076,475,59,2.3,0.836,0.415,1710,Information Systems,45,179,329,Elsevier,j, NO,3,FALSE,https://www.scopus.com/sourceid/14388,200190,
14388,Information Processing Letters,1076,475,59,2.3,0.836,0.415,1711,Signal Processing,40,65,108,Elsevier,j, NO,3,FALSE,https://www.scopus.com/sourceid/14388,200190,
14411,International Journal of Information Technology and Management,57,97,32,0.6,0.21,0.125,1706,Computer Science Applications,11,613,693,Inderscience Publishers,j,NO,4,FALSE,https://www.scopus.com/sourceid/14411,14614111,17415179
14411,International Journal of Information Technology and Management,57,97,32,0.6,0.21,0.125,1705,Computer Networks and Communications,10,299,334,Inderscience Publishers,j,NO,4,FALSE,https://www.scopus.com/sourceid/14411,14614111,17415179
14411,International Journal of Information Technology and Management,57,97,32,0.6,0.21,0.125,1712,Software,7,361,389,Inderscience Publishers,j,NO,4,FALSE,https://www.scopus.com/sourceid/14411,14614111,17415179
14411,International Journal of Information Technology and Management,57,97,32,0.6,0.21,0.125,1708,Hardware and Architecture,5,149,157,Inderscience Publishers,j,NO,4,FALSE,https://www.scopus.com/sourceid/14411,14614111,17415179
14414,Journal of Process Control,3545,544,81,6.5,1.62,1.102,1706,Computer Science Applications,82,120,693,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/14414,9591524,
14452,Simulation,851,287,68,3,1.048,0.301,1704,Computer Graphics and Computer-Aided Design,57,38,88,SAGE,j, NO,2,FALSE,https://www.scopus.com/sourceid/14452,375497,17413133
14452,Simulation,851,287,68,3,1.048,0.301,1712,Software,43,221,389,SAGE,j, NO,3,FALSE,https://www.scopus.com/sourceid/14452,375497,17413133
14490,Business and Information Systems Engineering,1482,144,84,10.3,2.992,1.022,1710,Information Systems,93,22,329,Springer Nature,j, NO,1,TRUE,https://www.scopus.com/sourceid/14490,23637005,18670202
14523,Multibody System Dynamics,1076,217,81,5,1.363,0.852,1706,Computer Science Applications,74,180,693,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/14523,13845640,1573272X
14773,Information-Wissenschaft und Praxis,30,165,12,0.2,0.255,0.122,1710,Information Systems,5,313,329,Walter de Gruyter,j, NO,4,FALSE,https://www.scopus.com/sourceid/14773,14344653,16194292
14789,Information Technology for Development,740,129,80,5.7,1.777,0.858,1706,Computer Science Applications,78,148,693,Taylor & Francis,j, NO,1,FALSE,https://www.scopus.com/sourceid/14789,2681102,15540170
14879,Web Semantics,703,102,85,6.9,2.081,0.502,1709,Human-Computer Interaction,84,19,120,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/14879,15708268,
14879,Web Semantics,703,102,85,6.9,2.081,0.502,1705,Computer Networks and Communications,84,53,334,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/14879,15708268,
14879,Web Semantics,703,102,85,6.9,2.081,0.502,1712,Software,80,76,389,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/14879,15708268,
14939,Proceedings of the IEEE VLSI Test Symposium,363,191,49,1.9,0.822,0.226,1706,Computer Science Applications,40,411,693,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/14939,,
14965,World Wide Web,1914,399,71,4.8,1.534,0.464,1705,Computer Networks and Communications,74,85,334,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/14965,1386145X,15731413
14965,World Wide Web,1914,399,71,4.8,1.534,0.464,1708,Hardware and Architecture,67,51,157,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/14965,1386145X,15731413
14965,World Wide Web,1914,399,71,4.8,1.534,0.464,1712,Software,66,131,389,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/14965,1386145X,15731413
14966,Journal of Manufacturing Systems,5410,425,84,12.7,3.167,2.31,1708,Hardware and Architecture,95,7,157,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/14966,2786125,
14966,Journal of Manufacturing Systems,5410,425,84,12.7,3.167,2.31,1712,Software,94,22,389,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/14966,2786125,
15012,Acta Informatica,338,99,68,3.4,1.158,0.481,1705,Computer Networks and Communications,59,135,334,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/15012,15903,14320525
15012,Acta Informatica,338,99,68,3.4,1.158,0.481,1710,Information Systems,59,133,329,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/15012,15903,14320525
15012,Acta Informatica,338,99,68,3.4,1.158,0.481,1712,Software,50,192,389,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/15012,15903,14320525
15026,Flow Measurement and Instrumentation,1968,506,70,3.9,1.418,0.63,1706,Computer Science Applications,66,234,693,Elsevier,j, NO,2,FALSE,https://www.scopus.com/sourceid/15026,9555986,
15057,Electronic Commerce Research and Applications,2185,296,78,7.4,2.116,1.184,1706,Computer Science Applications,87,90,693,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/15057,15674223,
15057,Electronic Commerce Research and Applications,2185,296,78,7.4,2.116,1.184,1705,Computer Networks and Communications,85,48,334,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/15057,15674223,
15069,World Patent Information,220,131,57,1.7,0.781,0.32,1706,Computer Science Applications,36,441,693,Elsevier,j, NO,3,FALSE,https://www.scopus.com/sourceid/15069,1722190,
15072,Journal of Information Technology in Construction,316,98,64,3.2,1.015,0.43,1706,Computer Science Applications,58,289,693,International Council for Research and Innovation in Building and Construction,j, YES,2,FALSE,https://www.scopus.com/sourceid/15072,18744753,
15074,European Journal of Information Systems,1079,141,81,7.7,1.845,1.426,1710,Information Systems,87,43,329,Taylor & Francis,j, NO,1,FALSE,https://www.scopus.com/sourceid/15074,0960085X,14769344
15099,IBM Journal of Research and Development,769,180,71,4.3,1.451,0.47,1700,Computer Science (all),78,50,226,IBM Corp.,j, NO,1,FALSE,https://www.scopus.com/sourceid/15099,188646,21518556
15107,IEEE Transactions on Information Theory,12025,1915,76,6.3,1.867,1.218,1710,Information Systems,82,58,329,IEEE,j, NO,1,FALSE,https://www.scopus.com/sourceid/15107,189448,15579654
15107,IEEE Transactions on Information Theory,12025,1915,76,6.3,1.867,1.218,1706,Computer Science Applications,81,127,693,IEEE,j, NO,1,FALSE,https://www.scopus.com/sourceid/15107,189448,15579654
15109,IEICE Transactions on Information and Systems,1942,1389,49,1.4,0.5,0.2,1707,Computer Vision and Pattern Recognition,24,65,85,"Maruzen Co., Ltd/Maruzen Kabushikikaisha",j, NO,4,FALSE,https://www.scopus.com/sourceid/15109,9168532,17451361
15109,IEICE Transactions on Information and Systems,1942,1389,49,1.4,0.5,0.2,1702,Artificial Intelligence,21,178,227,"Maruzen Co., Ltd/Maruzen Kabushikikaisha",j, NO,4,FALSE,https://www.scopus.com/sourceid/15109,9168532,17451361
15109,IEICE Transactions on Information and Systems,1942,1389,49,1.4,0.5,0.2,1712,Software,20,308,389,"Maruzen Co., Ltd/Maruzen Kabushikikaisha",j, NO,4,FALSE,https://www.scopus.com/sourceid/15109,9168532,17451361
15109,IEICE Transactions on Information and Systems,1942,1389,49,1.4,0.5,0.2,1708,Hardware and Architecture,20,126,157,"Maruzen Co., Ltd/Maruzen Kabushikikaisha",j, NO,4,FALSE,https://www.scopus.com/sourceid/15109,9168532,17451361
15133,Information Retrieval,434,85,88,5.1,1.92,0.379,1710,Information Systems,77,76,329,Springer Nature,j, NO,1,FALSE,https://www.scopus.com/sourceid/15133,13864564,15737659
15134,Information Sciences,37189,3086,88,12.1,2.585,1.524,1706,Computer Science Applications,95,33,693,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/15134,200255,
15134,Information Sciences,37189,3086,88,12.1,2.585,1.524,1702,Artificial Intelligence,93,15,227,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/15134,200255,
15134,Information Sciences,37189,3086,88,12.1,2.585,1.524,1712,Software,92,28,389,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/15134,200255,
15135,Information Services and Use,213,122,36,1.7,0.77,0.304,1706,Computer Science Applications,37,433,693,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/15135,1675265,18758789
15135,Information Services and Use,213,122,36,1.7,0.77,0.304,1710,Information Systems,36,208,329,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/15135,1675265,18758789
15136,Information Society,439,91,70,4.8,1.638,1.133,1710,Information Systems,73,87,329,Taylor & Francis,j, NO,2,FALSE,https://www.scopus.com/sourceid/15136,1972243,10876537
15386,Online Information Review,1081,304,70,3.6,1.09,0.624,1706,Computer Science Applications,62,257,693,Emerald,j, NO,2,FALSE,https://www.scopus.com/sourceid/15386,14684527,14684535
15386,Online Information Review,1081,304,70,3.6,1.09,0.624,1710,Information Systems,61,126,329,Emerald,j, NO,2,FALSE,https://www.scopus.com/sourceid/15386,14684527,14684535
15416,Computers in Libraries,19,52,19,0.4,0.471,0.132,1700,Computer Science (all),8,207,226,"Information Today, Inc.",d, NO,4,FALSE,https://www.scopus.com/sourceid/15416,10417915,
15420,Electronic Library,685,267,68,2.6,1.038,0.554,1706,Computer Science Applications,51,338,693,Emerald,j, NO,2,FALSE,https://www.scopus.com/sourceid/15420,2640473,
15435,Journal of Consciousness Studies,454,280,56,1.6,1.132,0.685,1702,Artificial Intelligence,26,167,227,Imprint Academic,j, NO,3,FALSE,https://www.scopus.com/sourceid/15435,13558250,20512201
15442,Information Systems Management,350,102,65,3.4,1.119,0.617,1706,Computer Science Applications,60,272,693,Taylor & Francis,j, NO,2,FALSE,https://www.scopus.com/sourceid/15442,10580530,
15442,Information Systems Management,350,102,65,3.4,1.119,0.617,1710,Information Systems,60,132,329,Taylor & Francis,j, NO,2,FALSE,https://www.scopus.com/sourceid/15442,10580530,
15463,IEEE Micro,1801,242,63,7.4,2.22,0.649,1708,Hardware and Architecture,85,24,157,IEEE,j, NO,1,FALSE,https://www.scopus.com/sourceid/15463,2721732,
15463,IEEE Micro,1801,242,63,7.4,2.22,0.649,1712,Software,83,64,389,IEEE,j, NO,1,FALSE,https://www.scopus.com/sourceid/15463,2721732,
15464,IEEE Transactions on Nanotechnology,2881,598,77,4.8,0.934,0.574,1706,Computer Science Applications,73,185,693,IEEE,j, NO,2,FALSE,https://www.scopus.com/sourceid/15464,1536125X,
15484,International Journal of Computers and Applications,320,163,55,2,0.563,0.22,1704,Computer Graphics and Computer-Aided Design,43,50,88,Taylor & Francis,j, NO,3,FALSE,https://www.scopus.com/sourceid/15484,1206212X,
15484,International Journal of Computers and Applications,320,163,55,2,0.563,0.22,1706,Computer Science Applications,41,403,693,Taylor & Francis,j, NO,3,FALSE,https://www.scopus.com/sourceid/15484,1206212X,
15484,International Journal of Computers and Applications,320,163,55,2,0.563,0.22,1712,Software,31,268,389,Taylor & Francis,j, NO,3,FALSE,https://www.scopus.com/sourceid/15484,1206212X,
15484,International Journal of Computers and Applications,320,163,55,2,0.563,0.22,1708,Hardware and Architecture,27,115,157,Taylor & Francis,j, NO,3,FALSE,https://www.scopus.com/sourceid/15484,1206212X,
15489,International Journal of Nanoscience,307,282,42,1.1,0.253,0.197,1706,Computer Science Applications,23,529,693,World Scientific,j, NO,4,FALSE,https://www.scopus.com/sourceid/15489,0219581X,17935350
15492,Journal of Organizational and End User Computing,367,73,78,5,1.482,0.464,1706,Computer Science Applications,74,176,693,IGI Global Publishing,j, NO,2,FALSE,https://www.scopus.com/sourceid/15492,15462234,15465012
15492,Journal of Organizational and End User Computing,367,73,78,5,1.482,0.464,1709,Human-Computer Interaction,71,35,120,IGI Global Publishing,j, NO,2,FALSE,https://www.scopus.com/sourceid/15492,15462234,15465012
15552,Microprocessors and Microsystems,2117,741,64,2.9,1.197,0.323,1705,Computer Networks and Communications,54,154,334,Elsevier,j, NO,2,FALSE,https://www.scopus.com/sourceid/15552,1419331,
15552,Microprocessors and Microsystems,2117,741,64,2.9,1.197,0.323,1702,Artificial Intelligence,44,126,227,Elsevier,j, NO,3,FALSE,https://www.scopus.com/sourceid/15552,1419331,
15552,Microprocessors and Microsystems,2117,741,64,2.9,1.197,0.323,1708,Hardware and Architecture,43,89,157,Elsevier,j, NO,3,FALSE,https://www.scopus.com/sourceid/15552,1419331,
15552,Microprocessors and Microsystems,2117,741,64,2.9,1.197,0.323,1712,Software,42,225,389,Elsevier,j, NO,3,FALSE,https://www.scopus.com/sourceid/15552,1419331,
15572,Information Systems Frontiers,2716,321,90,8.5,2.153,1.086,1710,Information Systems,89,34,329,Springer Nature,j, NO,1,FALSE,https://www.scopus.com/sourceid/15572,13873326,15729419
15572,Information Systems Frontiers,2716,321,90,8.5,2.153,1.086,1705,Computer Networks and Communications,89,36,334,Springer Nature,j, NO,1,FALSE,https://www.scopus.com/sourceid/15572,13873326,15729419
15572,Information Systems Frontiers,2716,321,90,8.5,2.153,1.086,1712,Software,87,50,389,Springer Nature,j, NO,1,FALSE,https://www.scopus.com/sourceid/15572,13873326,15729419
15574,Information Systems Research,1744,240,73,7.3,1.955,3.507,1710,Information Systems,86,46,329,Institute for Operations Research and the Management Sciences,j, NO,1,FALSE,https://www.scopus.com/sourceid/15574,10477047,15265536
15574,Information Systems Research,1744,240,73,7.3,1.955,3.507,1705,Computer Networks and Communications,85,50,334,Institute for Operations Research and the Management Sciences,j, NO,1,FALSE,https://www.scopus.com/sourceid/15574,10477047,15265536
15583,New Generation Computing,193,90,59,2.1,1.039,0.277,1705,Computer Networks and Communications,45,183,334,Springer Nature,j, NO,3,FALSE,https://www.scopus.com/sourceid/15583,2883635,18827055
15583,New Generation Computing,193,90,59,2.1,1.039,0.277,1712,Software,33,259,389,Springer Nature,j, NO,3,FALSE,https://www.scopus.com/sourceid/15583,2883635,18827055
15583,New Generation Computing,193,90,59,2.1,1.039,0.277,1708,Hardware and Architecture,32,107,157,Springer Nature,j, NO,3,FALSE,https://www.scopus.com/sourceid/15583,2883635,18827055
15591,JASSS,963,186,71,5.2,1.713,0.768,1701,Computer Science (miscellaneous),84,11,69,University of Surrey,j, YES,1,FALSE,https://www.scopus.com/sourceid/15591,14607425,
15629,International Journal of Cooperative Information Systems,177,60,50,3,0.685,0.279,1706,Computer Science Applications,55,308,693,World Scientific,j, NO,2,FALSE,https://www.scopus.com/sourceid/15629,2188430,
15629,International Journal of Cooperative Information Systems,177,60,50,3,0.685,0.279,1710,Information Systems,53,152,329,World Scientific,j, NO,2,FALSE,https://www.scopus.com/sourceid/15629,2188430,
15631,International Journal of Information Management,10563,583,93,18.1,4.828,2.77,1705,Computer Networks and Communications,98,4,334,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/15631,2684012,
15631,International Journal of Information Management,10563,583,93,18.1,4.828,2.77,1710,Information Systems,98,4,329,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/15631,2684012,
15631,International Journal of Information Management,10563,583,93,18.1,4.828,2.77,1702,Artificial Intelligence,97,7,227,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/15631,2684012,
15657,International Journal of Web Engineering and Technology,37,65,29,0.6,0.185,0.124,1710,Information Systems,13,286,329,Inderscience Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/15657,14761289,17419212
15657,International Journal of Web Engineering and Technology,37,65,29,0.6,0.185,0.124,1705,Computer Networks and Communications,10,300,334,Inderscience Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/15657,14761289,17419212
15657,International Journal of Web Engineering and Technology,37,65,29,0.6,0.185,0.124,1708,Hardware and Architecture,4,150,157,Inderscience Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/15657,14761289,17419212
15688,Journal of Information Systems,407,99,66,4.1,1.654,0.859,1710,Information Systems,68,104,329,American Accounting Association,j, NO,2,FALSE,https://www.scopus.com/sourceid/15688,8887985,15587959
15688,Journal of Information Systems,407,99,66,4.1,1.654,0.859,1709,Human-Computer Interaction,59,49,120,American Accounting Association,j, NO,2,FALSE,https://www.scopus.com/sourceid/15688,8887985,15587959
