"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WGTDA9HL","journalArticle","2014","Gallé, Matthias","Review of Bayesian Reasoning and Machine Learning by David Barber","SIGACT News","","0163-5700","10.1145/2636805.2636813","https://doi.org/10.1145/2636805.2636813","","2014-06","2021-07-20 15:23:40","2021-07-20 15:23:40","","27–29","","2","45","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GY4TJ3WR","journalArticle","2014","Yeow, Wei Liang; Mahmud, Rohana; Raj, Ram Gopal","An Application of Case-Based Reasoning with Machine Learning for Forensic Autopsy","Expert Syst. Appl.","","0957-4174","10.1016/j.eswa.2013.10.054","https://doi.org/10.1016/j.eswa.2013.10.054","We modeled the CBR technique of forensic autopsy report preparation.The CBR model was coupled with Naïve Bayes learner for feature weight learning and also the outcome prediction.Feature weight learning improves the CBR system accuracy.The outcome prediction is improved with Naïve Bayes prediction. Case-based reasoning (CBR) is one of the matured paradigms of artificial intelligence for problem solving. CBR has been applied in many areas in the commercial sector to assist daily operations. However, CBR is relatively new in the field of forensic science. Even though forensic personnel have consciously used past experiences in solving new cases, the idea of applying machine intelligence to support decision-making in forensics is still in its infancy and poses a great challenge. This paper highlights the limitation of the methods used in forensics compared with a CBR method in the analysis of forensic evidences. The design and development of an Intelligent Forensic Autopsy Report System (I-AuReSys) basing on a CBR method along with the experimental results are presented. Our system is able to extract features by using an information extraction (IE) technique from the existing autopsy reports; then the system analyzes the case similarities by coupling the CBR technique with a Naïve Bayes learner for feature-weights learning; and finally it produces an outcome recommendation. Our experimental results reveal that the CBR method with the implementation of a learner is indeed a viable alternative method to the forensic methods with practical advantages.","2014-06","2021-07-20 15:23:40","2021-07-20 15:23:40","","3497–3505","","7","41","","","","","","","","","","","","","","","","","Place: USA Publisher: Pergamon Press, Inc.","","","","Autopsy report system; Case-based reasoning; Decision-support system; Feature-weight learning; Naïve Bayes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEWK4CMB","conferencePaper","2014","Metsis, Vangelis","Session Details: Reasoning Systems and Machine Learning for Assistive Environments","Proceedings of the 7th International Conference on PErvasive Technologies Related to Assistive Environments","978-1-4503-2746-6","","10.1145/3246787","https://doi.org/10.1145/3246787","","2014","2021-07-20 15:23:41","2021-07-20 15:23:41","","","","","","","","","PETRA '14","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Rhodes, Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A5U5WFSM","conferencePaper","2014","de Penning, Leo; d'Avila Garcez, Artur S.; Lamb, Luis C.; Meyer, John-Jules C.","Neural-Symbolic Cognitive Agents: Architecture, Theory and Application","Proceedings of the 2014 International Conference on Autonomous Agents and Multi-Agent Systems","978-1-4503-2738-1","","","","In real-world applications, the effective integration of learning and reasoning in a cognitive agent model is a difficult task. However, such integration may lead to a better understanding, use and construction of more realistic multiagent models. Existing models are either oversimplified or require too much processing time, which is unsuitable for online learning and reasoning. In particular, higher-order concepts and cognitive abilities have many unknown temporal relations with the data, making it impossible to represent such relationships by hand. In this paper, we develop and apply a Neural-Symbolic Cognitive Agent (NSCA) model for online learning and reasoning that seeks to effectively represent, learn and reason in complex real-world applications.","2014","2021-07-20 15:23:41","2021-07-20 15:23:41","","1621–1622","","","","","","","AAMAS '14","","","","International Foundation for Autonomous Agents and Multiagent Systems","Richland, SC","","","","","","","","event-place: Paris, France","","","","neural-symbolic learning and reasoning; restricted boltzmann machines (rbm); temporal logic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDGSK29S","journalArticle","2014","Bottou, Léon","From Machine Learning to Machine Reasoning","Mach. Learn.","","0885-6125","10.1007/s10994-013-5335-x","https://doi.org/10.1007/s10994-013-5335-x","A plausible definition of ""reasoning"" could be ""algebraically manipulating previously acquired knowledge in order to answer a new question"". This definition covers first-order logical inference or probabilistic inference. It also includes much simpler manipulations commonly used to build large learning systems. For instance, we can build an optical character recognition system by first training a character segmenter, an isolated character recognizer, and a language model, using appropriate labelled training sets. Adequately concatenating these modules and fine tuning the resulting system can be viewed as an algebraic operation in a space of models. The resulting model answers a new question, that is, converting the image of a text page into a computer readable text.This observation suggests a conceptual continuity between algebraically rich inference systems, such as logical or probabilistic inference, and simple manipulations, such as the mere concatenation of trainable learning systems. Therefore, instead of trying to bridge the gap between machine learning systems and sophisticated ""all-purpose"" inference mechanisms, we can instead algebraically enrich the set of manipulations applicable to training systems, and build reasoning capabilities from the ground up.","2014-02","2021-07-20 15:23:41","2021-07-20 15:23:41","","133–149","","2","94","","","","","","","","","","","","","","","","","Place: USA Publisher: Kluwer Academic Publishers","","","","Machine learning; Reasoning; Recursive networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFM86JE4","journalArticle","2014","d'Amato, Claudia; Fanizzi, Nicola; Grobelnik, Marko; Lawrynowicz, Agnieszka; Svatek, Vojtech","Inductive Reasoning and Machine Learning for the Semantic Web","Semant. Web","","1570-0844","","","","2014-01","2021-07-20 15:23:41","2021-07-20 15:23:41","","3–4","","1","5","","","","","","","","","","","","","","","","","Place: NLD Publisher: IOS Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IS2VBD52","journalArticle","2014","","Special Issue: Inductive Reasoning and Machine Learning for the Semantic Web","Semant. Web","","1570-0844","","","","2014-01","2021-07-20 15:23:41","2021-07-20 15:23:41","","1","","1","5","","","","","","","","","","","","","","","","","Place: NLD Publisher: IOS Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHYTEL6A","conferencePaper","2013","Rahman, Mahmuda","DroidMLN: A Markov Logic Network Approach to Detect Android Malware","Proceedings of the 2013 12th International Conference on Machine Learning and Applications - Volume 02","978-0-7695-5144-9","","10.1109/ICMLA.2013.184","https://doi.org/10.1109/ICMLA.2013.184","Traditional data mining mechanisms with their robustly defined classification techniques have certain limitations to express to what extent the class labels of the test data hold. This problem leads to the fact that a false positive or false negative data point has no quantitative value to express to what degree it is false/true. This situation becomes much severe when it comes to the problem of Malware detection for a growing business market like Android applications. To address the need for a more fine grained model to measure the fitness of the classification we used Markov Logic Network for the first time to detect Android Malwares.","2013","2021-07-20 15:23:41","2021-07-20 15:23:41","","166–169","","","","","","","ICMLA '13","","","","IEEE Computer Society","USA","","","","","","","","","","","","Android; API; Malware; Markov Logic Network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5M3YHJF","journalArticle","2013","Ahlgren, John; Yuen, Shiu Yin","Efficient Program Synthesis Using Constraint Satisfaction in Inductive Logic Programming","J. Mach. Learn. Res.","","1532-4435","","","We present NrSample, a framework for program synthesis in inductive logic programming. NrSample uses propositional logic constraints to exclude undesirable candidates from the search. This is achieved by representing constraints as propositional formulae and solving the associated constraint satisfaction problem. We present a variety of such constraints: pruning, input-output, functional (arithmetic), and variable splitting. NrSample is also capable of detecting search space exhaustion, leading to further speedups in clause induction and optimality. We benchmark NrSample against enumeration search (Aleph's default) and Progol's A* search in the context of program synthesis. The results show that, on large program synthesis problems, NrSample induces between 1 and 1358 times faster than enumeration (236 times faster on average), always with similar or better accuracy. Compared to Progol A*, NrSample is 18 times faster on average with similar or better accuracy except for two problems: one in which Progol A* substantially sacrificed accuracy to induce faster, and one in which Progol A* was a clear winner. Functional constraints provide a speedup of up to 53 times (21 times on average) with similar or better accuracy. We also benchmark using a few concept learning (non-program synthesis) problems. The results indicate that without strong constraints, the overhead of solving constraints is not compensated for.","2013-12","2021-07-20 15:23:41","2021-07-20 15:23:41","","3649–3682","","1","14","","","","","","","","","","","","","","","","","Publisher: JMLR.org","","","","Boolean satisfiability problem; constraint satisfaction; inductive logic programming; program synthesis; theory induction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXPAKVAM","conferencePaper","2013","Pop, Daniel; Bogdanescu, Caius","Ontology-Based Recommender for Distributed Machine Learning Environment","Proceedings of the 2013 15th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing","978-1-4799-3036-4","","10.1109/SYNASC.2013.76","https://doi.org/10.1109/SYNASC.2013.76","Domain experts in different areas have a large number of options for approaching their specific data analysis problem. In exploration of large data sets on HPC systems, choosing which method to use, or how to tune the parameters of an algorithm to achieve good results are challenging tasks for data analysts themselves. In this paper, we propose a recommendation module for a distributed machine learning environment aiming at helping the end-users to obtain optimized results for their data analysis / machine learning problem.","2013","2021-07-20 15:23:41","2021-07-20 15:23:41","","537–542","","","","","","","SYNASC '13","","","","IEEE Computer Society","USA","","","","","","","","","","","","ontology; distributed machine learning; recommender systems; user guidance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPLX33FL","conferencePaper","2013","Esposito, Floriana","Symbolic Machine Learning Methods for Historical Document Processing","Proceedings of the 2013 ACM Symposium on Document Engineering","978-1-4503-1789-4","","10.1145/2494266.2494291","https://doi.org/10.1145/2494266.2494291","","2013","2021-07-20 15:23:41","2021-07-20 15:23:41","","1–2","","","","","","","DocEng '13","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Florence, Italy","","","","inductive logic programming; concept learning methods; incremental learning; semantic processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9Z7ZHLGL","conferencePaper","2013","Xiong, Hanchen; Szedmak, Sandor; Piater, Justus","Homogeneity Analysis for Object-Action Relation Reasoning in Kitchen Scenarios","Proceedings of the 2nd Workshop on Machine Learning for Interactive Systems: Bridging the Gap Between Perception, Action and Communication","978-1-4503-2019-1","","10.1145/2493525.2493532","https://doi.org/10.1145/2493525.2493532","Modeling and learning object-action relations has been an active topic of robotic study since it can enable an agent to discover manipulation knowledge from empirical data, based on which, for instance, the effects of different actions on an unseen object can be inferred in a data-driven way. This paper introduces a novel object-action relational model, in which objects are represented in a multi-layer, action-oriented space, and actions are represented in an object-oriented space. Model learning is based on homogeneity analysis, with extra dependency learning and decomposition of unique object scores into different action layers. The model is evaluated on a dataset of objects and actions in a kitchen scenario, and the experimental results illustrate that the proposed model yields semantically reasonable interpretation of object-action relations. The learned object-action relation model is also tested in various practical tasks (e.g. action effect prediction, object selection), and it displays high accuracy and robustness to noise and missing data.","2013","2021-07-20 15:23:41","2021-07-20 15:23:41","","37–44","","","","","","","MLIS '13","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Beijing, China","","","","homogeneity analysis; object-action relation learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEX9DKN4","conferencePaper","2013","Goertzel, Ben; Sanders, Ted; O'Neill, Jade","Integrating Deep Learning Based Perception with Probabilistic Logic via Frequent Pattern Mining","Proceedings of the 6th International Conference on Artificial General Intelligence","978-3-642-39520-8","","10.1007/978-3-642-39521-5_5","https://doi.org/10.1007/978-3-642-39521-5_5","The bridging of the gap between 1) subsymbolic pattern recognition and learning algorithms and 2) symbolic reasoning algorithms, has been a major issue for AI since the early days of the field. One class of approaches involves integrating subsymbolic and symbolic systems, but this raises the question of how to effectively translate between the very different languages involved. In the approach described here, a frequent subtree mining algorithm is used to identify recurrent patterns in the state of a hierarchical deep learning system (DeSTIN) that is exposed to visual stimuli. The relationships between state-subtrees and percepts are then input to a probabilistic logic system (OpenCog's Probabilistic Logic Networks), which conducts uncertain inferences using them as axioms. The core conceptual idea is to use patterns in the states inferred by a perceptual hierarchy, as inputs to an uncertain logic system. Simple illustrative examples are presented based on the presentation of images of typed letters to DeSTIN. This work forms a component of a larger project to integrate perceptual, motoric and cognitive processing within the integrative OpenCog cognitive architecture.","2013","2021-07-20 15:23:41","2021-07-20 15:23:41","","40–49","","","","","","","AGI'13","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Beijing, China","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SSV7WHM3","conferencePaper","2013","Lee, Sanghoon; Belkasim, Saeid; Zhang, Yanqing","Multi-Document Text Summarization Using Topic Model and Fuzzy Logic","Proceedings of the 9th International Conference on Machine Learning and Data Mining in Pattern Recognition","978-3-642-39711-0","","10.1007/978-3-642-39712-7_12","https://doi.org/10.1007/978-3-642-39712-7_12","The automation of the process of summarizing documents plays a major rule in many applications. Automatic Text Summarization has been focused on retaining the essential information without affecting the document quality. This paper proposes a new multi-document summarization method that combines topic model and fuzzy logic model. The proposed method extracts some relevant topic words from source documents. The extracted words are used as elements of fuzzy sets. Meanwhile, each sentence on the source document is used to generate a fuzzy relevance rule that measures the importance of each sentence. A fuzzy inference system is used to generate the final summarization. Our summarization results are evaluated against some well-known summary systems and performed well in divergences and similarities.","2013","2021-07-20 15:23:41","2021-07-20 15:23:41","","159–168","","","","","","","MLDM'13","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: NewYork, NY, USA","","","","data mining; fuzzy systems; semantics; text analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZRKV7DR6","journalArticle","2013","Bottou, Léon; Peters, Jonas; Quiñonero-Candela, Joaquin; Charles, Denis X.; Chickering, D. Max; Portugaly, Elon; Ray, Dipankar; Simard, Patrice; Snelson, Ed","Counterfactual Reasoning and Learning Systems: The Example of Computational Advertising","J. Mach. Learn. Res.","","1532-4435","","","This work shows how to leverage causal inference to understand the behavior of complex learning systems interacting with their environment and predict the consequences of changes to the system. Such predictions allow both humans and algorithms to select the changes that would have improved the system performance. This work is illustrated by experiments on the ad placement system associated with the Bing search engine.","2013-01","2021-07-20 15:23:41","2021-07-20 15:23:41","","3207–3260","","1","14","","","","","","","","","","","","","","","","","Publisher: JMLR.org","","","","causation; computational advertising; counterfactual reasoning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3H7JCGSL","conferencePaper","2012","Glockner, Ingo; Weis, Karl-Heinz","An Integrated Machine Learning and Case-Based Reasoning Approach to Answer Validation","Proceedings of the 2012 11th International Conference on Machine Learning and Applications - Volume 01","978-0-7695-4913-2","","10.1109/ICMLA.2012.90","https://doi.org/10.1109/ICMLA.2012.90","We propose a case-based reasoning (CBR) approach to answer validation/answer scoring and reranking in question answering (QA) systems, where annotated answer candidates for known questions provide evidence for validating answer candidates for new questions. The use of CBR promises a continuous increase in answer quality, given user feedback that extends the case base. In the paper, we present the complete approach, emphasizing the use of CBR techniques, namely the structural case base, built with annotated MultiNet graphs, and corresponding graph similarity measures. We cover a priori relations to experienced answer candidates for former questions. We describe the adequate structuring of the case base and develop appropriate similarity measures. Finally we integrate CBR into an existing framework for answer validation and reranking that also includes logical answer validation and a shallow linguistic validation, using a learning-to-rank approach for the final answer ranking based on CBR-related features. In our experiments on QA@CLEF questions, the best learned models make heavy use of CBR features. The advantage already achieved by CBR will increase with time due to the automatic improvement with new user annotations given by relevance feedback.","2012","2021-07-20 15:23:41","2021-07-20 15:23:41","","494–499","","","","","","","ICMLA '12","","","","IEEE Computer Society","USA","","","","","","","","","","","","machine learning; case-based reasoning; answer validation; learning to rank; question answering systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5Z8FGU9","conferencePaper","2012","Junior, Antonio Deusany De Carvalho; Batista, Leonardo Vidal","Composer Classification in Symbolic Data Using PPM","Proceedings of the 2012 11th International Conference on Machine Learning and Applications - Volume 02","978-0-7695-4913-2","","10.1109/ICMLA.2012.176","https://doi.org/10.1109/ICMLA.2012.176","The aim of this work is to propose four methods for composer classification in symbolic data based on melodies making use of the Prediction by Partial Matching (PPM) algorithm, and also to propose data modeling inspired on psycho physiological aspects. Rhythmic and melodic elements are combined instead of using only melody or rhythm alone. The models consider the perception of pitch changing and note durations articulations then the models are used to classify melodies. On the evaluation of our approach, we applied the PPM method on a small set of monophonic violin melodies of five composers in order to create models for each composer. The best accuracy achieved was of 86%, which is relevant for a problem domain that by now can be considered classic in MIR.","2012","2021-07-20 15:23:41","2021-07-20 15:23:41","","345–350","","","","","","","ICMLA '12","","","","IEEE Computer Society","USA","","","","","","","","","","","","melody; pattern; PPM; rhythm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WHETWXP4","conferencePaper","2012","Satterfield, Steven; Reichherzer, Thomas; Coffey, John; El-Sheikh, Eman","Application of Structural Case-Based Reasoning to Activity Recognition in Smart Home Environments","Proceedings of the 2012 11th International Conference on Machine Learning and Applications - Volume 01","978-0-7695-4913-2","","10.1109/ICMLA.2012.10","https://doi.org/10.1109/ICMLA.2012.10","Improvements in sensor technology and small, handheld wireless communication devices provide new opportunities for smart home applications to support independent living for elder care. However, with addition of new sensing technology in the smart home, intelligent methods are needed that process data collected by the sensors to recognize activities for monitoring the well-being of the home's inhabitants. To address this challenge, we designed a smart home system with a multi-agent middle layer to study case-based reasoning methods and constraint satisfaction for activity recognition. The study includes the development of an ontology encoded in RDF to match features of cases and their constraints against observed events in the home. Initial results show that activity recognition can be done successfully using the proposed methods.","2012","2021-07-20 15:23:41","2021-07-20 15:23:41","","1–6","","","","","","","ICMLA '12","","","","IEEE Computer Society","USA","","","","","","","","","","","","case-based reasoning; activity recognition; elder-case; multi-agent architecture; ontologies; smart home","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75C947A9","conferencePaper","2012","Maccagnola, Daniele; Messina, Enza; Gao, Qian; Gilbert, David","A Machine Learning Approach for Generating Temporal Logic Classifications of Complex Model Behaviours","Proceedings of the Winter Simulation Conference","","","","","Systems biology aims to facilitate the understanding of complex interactions between components in biological systems. Petri nets (PN), and in particular Coloured Petri Nets (CPN) have been demonstrated to be a suitable formalism for modelling biological systems and building computational models over multiple spatial and temporal scales. To explore the complex and high-dimensional solution space over the behaviours generated by such models, we propose a clustering methodology which combines principal component analysis (PCA), distance similarity and density factors through the application of DBScan. To facilitate the interpretation of clustering results and enable further analysis using model checking we apply a pattern mining approach aimed at generating high-level classificatory descriptions of the clusters' behaviour in temporal logic. We illustrate the power of our approach through the analysis of two case studies: multiple knockdown of the Mitogen-activated protein-kinase (MAPK) pathway, and selective knockout of Planar Cell Polarity (PCP) signalling in Drosophila wing.","2012","2021-07-20 15:23:41","2021-07-20 15:23:41","","","","","","","","","WSC '12","","","","Winter Simulation Conference","","","","","","","","","event-place: Berlin, Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W83VF2GX","journalArticle","2012","Ly, Daniel L.; Lipson, Hod","Learning Symbolic Representations of Hybrid Dynamical Systems","J. Mach. Learn. Res.","","1532-4435","","","A hybrid dynamical system is a mathematical model suitable for describing an extensive spectrum of multi-modal, time-series behaviors, ranging from bouncing balls to air traffic controllers. This paper describes multi-modal symbolic regression (MMSR): a learning algorithm to construct non-linear symbolic representations of discrete dynamical systems with continuous mappings from unlabeled, time-series data. MMSR consists of two subalgorithms–clustered symbolic regression, a method to simultaneously identify distinct behaviors while formulating their mathematical expressions, and transition modeling, an algorithm to infer symbolic inequalities that describe binary classification boundaries. These subalgorithms are combined to infer hybrid dynamical systems as a collection of apt, mathematical expressions. MMSR is evaluated on a collection of four synthetic data sets and outperforms other multi-modal machine learning approaches in both accuracy and interpretability, even in the presence of noise. Furthermore, the versatility of MMSR is demonstrated by identifying and inferring classical expressions of transistor modes from recorded measurements.","2012-12","2021-07-20 15:23:41","2021-07-20 15:23:41","","3585–3618","","1","13","","","","","","","","","","","","","","","","","Publisher: JMLR.org","","","","evolutionary computation; hybrid dynamical systems; symbolic binary classification; symbolic piecewise functions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6ILKY2C","conferencePaper","2012","Hatzilygeroudis, Ioannis; Prentzas, Jim","Controlling the Production of Neuro-Symbolic Rules","Proceedings of the 2012 IEEE 24th International Conference on Tools with Artificial Intelligence - Volume 01","978-0-7695-4915-6","","10.1109/ICTAI.2012.148","https://doi.org/10.1109/ICTAI.2012.148","Neurules are a kind of integrated rules integrating neurocomputing and production rules. Neurules can be produced from existing empirical data, through the neurules production algorithm (NPA). In this paper, we present (a) an extension to NPA regarding presentation of neurules, so that they are more natural and more informative, and (b) an experimental comparison of various alternative strategies we can use at some points of NPA targeting at producing as less neurules as possible. Results of (b) show no clear winner for all cases in terms of the gain in number of neurules compared to the computational cost.","2012","2021-07-20 15:23:41","2021-07-20 15:23:41","","1053–1058","","","","","","","ICTAI '12","","","","IEEE Computer Society","USA","","","","","","","","","","","","hybrid knowledge representation; neuro-symbolic approaches; integrated rules","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NG2LJZW","book","2012","Ali, Kunwar Babar","Quality Prediction Using Machine Learning Technique(MLT): Predicting the Quality of Object-Oriented Multidimensional Model of Data Warehouse Using Fuzzy Logic and Decision Tree","","3-659-24910-6","","","","This book will serve the undergraduate,postgraduate research scholars who are working in the field of Machine Learning Techniques.This book can be used as a text book to understand the concept and working of Fuzzy logic and Decision Tree Techniques.Its clarity of presentation ,careful development of fuzzy logic rules and their implementation on MATLAB and decision tree rules and their implementation using WEKA, won't disappoints readers who are looking for real work with Machine Learning Techniques.Some features of this book are: *Detailed description about the data quality and information quality and its attributes * Detail explanation about the Relationship between quality attribute and Machine Learning Technique(MLT) * Detail explanation of Quality prediction using Fuzzy logic * Includes all 81 rules of fuzzy logic to predict the quality *Detail explanation of WEKA results with confusion matrix *It contains all the results produced by the fuzzy logic and decision tree in this research.","2012","2021-07-20 15:23:41","2021-07-20 15:23:41","","","","","","","","","","","","","LAP Lambert Academic Publishing","Koln, DEU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGDZSPWH","conferencePaper","2012","Darena, Frantisek; Zizka, Jan; Burda, Karel","Grouping of Customer Opinions Written in Natural Language Using Unsupervised Machine Learning","Proceedings of the 2012 14th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing","978-0-7695-4934-7","","10.1109/SYNASC.2012.29","https://doi.org/10.1109/SYNASC.2012.29","Among one of the current and most topical tasks in the area of textual documents processing belongs the problem of automatic categorization. Clustering as the most common form of unsupervised learning enables automatic grouping of unlabeled documents into subsets called clusters. In this paper, the authors are concerned with results of clustering of very large electronic real-world data collections containing customers' reviews written freely, in English as a natural language. The reviews are automatically clustered into two groups that should contain either positive or negative reviews. The paper focuses on the analysis why certain reviews are assigned wrongly to a group containing mostly reviews of a different class. The assignment of a review into a certain cluster is based on its properties, i.e., on the words that appeared in the review. Thus, words appearing in incorrectly categorized reviews were analyzed. It was found that words that are important from the correct classification viewpoint (and thus bearing some sentiment) are often similarly important as the words in a different set than expected, therefore do not take effect as misleading information unlike words that are much more or quite insignificant.","2012","2021-07-20 15:23:41","2021-07-20 15:23:41","","265–270","","","","","","","SYNASC '12","","","","IEEE Computer Society","USA","","","","","","","","","","","","cluster mining; customer opinion; incorrect categorization; similarity; textual data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISJ2KWTW","conferencePaper","2012","Kronberger, Gabriel; Wagner, Stefan; Kommenda, Michael; Beham, Andreas; Scheibenpflug, Andreas; Affenzeller, Michael","Knowledge Discovery through Symbolic Regression with HeuristicLab","Proceedings of the 2012th European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part II","978-3-642-33485-6","","","","This contribution describes how symbolic regression can be used for knowledge discovery with the open-source software HeuristicLab. HeuristicLab includes a large set of algorithms and problems for combinatorial optimization and for regression and classification, including symbolic regression with genetic programming. It provides a rich GUI to analyze and compare algorithms and identified models. This contribution mainly focuses on specific aspects of symbolic regression that are unique to HeuristicLab, in particular, the identification of relevant variables and model simplification.","2012","2021-07-20 15:23:41","2021-07-20 15:23:41","","824–827","","","","","","","ECMLPKDD'12","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Bristol, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IA9TC3CG","conferencePaper","2012","Pápai, Tivadar; Ghosh, Shalini; Kautz, Henry","Combining Subjective Probabilities and Data in Training Markov Logic Networks","Proceedings of the 2012th European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part I","978-3-642-33459-7","","","","Markov logic is a rich language that allows one to specify a knowledge base as a set of weighted first-order logic formulas, and to define a probability distribution over truth assignments to ground atoms using this knowledge base. Usually, the weight of a formula cannot be related to the probability of the formula without taking into account the weights of the other formulas. In general, this is not an issue, since the weights are learned from training data. However, in many domains (e.g. healthcare, dependable systems, etc.), only little or no training data may be available, but one has access to a domain expert whose knowledge is available in the form of subjective probabilities. Within the framework of Bayesian statistics, we present a formalism for using a domain expert's knowledge for weight learning. Our approach defines priors that are different from and more general than previously used Gaussian priors over weights. We show how one can learn weights in an MLN by combining subjective probabilities and training data, without requiring that the domain expert provides consistent knowledge. Additionally, we also provide a formalism for capturing conditional subjective probabilities, which are often easier to obtain and more reliable than non-conditional probabilities. We demonstrate the effectiveness of our approach by extensive experiments in a domain that models failure dependencies in a cyber-physical system. Moreover, we demonstrate the advantages of using our proposed prior over that of using non-zero mean Gaussian priors in a commonly cited social network MLN testbed.","2012","2021-07-20 15:23:42","2021-07-20 15:23:42","","90–105","","","","","","","ECMLPKDD'12","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Bristol, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
